GameID,Minute,Player,Team,Card
8382472,65,Miguel Trauco,Flamengo RJ,yellow
8382472,82,Éverton,Flamengo RJ,yellow
8382472,21,Fábio Santos,Atlético Mineiro,yellow
8382472,59,Ralph,Atlético Mineiro,yellow
8382472,83,Rafael Carioca,Atlético Mineiro,yellow
8382474,35,Rodriguinho,Corinthians SP,yellow
8382474,63,Fágner,Corinthians SP,yellow
8382474,64,Wellington Paulista,Chapecoense,yellow
8382474,84,Andrei,Chapecoense,yellow
8382471,90,Leo,Fluminense RJ,yellow
8382471,45,Victor Ferraz,Santos FC,yellow
8382471,55,Ricardo Oliveira,Santos FC,yellow
8382471,62,Bruno Henrique,Santos FC,yellow
8382471,69,Lucas Veríssimo,Santos FC,yellow
8382471,90,Lucas Lima,Santos FC,yellow
8382473,78,Jomar,Vasco da Gama,yellow
8382473,90,Douglas Luiz,Vasco da Gama,yellow
8382475,90,Rodrigo Caio,São Paulo FC,yellow
8382478,74,Marcão,Atlético Paranaense,yellow-red
8382479,42,Rodrigo,Sport Club Recife,yellow
8382479,44,Samuel Xavier,Sport Club Recife,yellow
8382480,75,Renê,EC Vitória BA,yellow
8382480,85,Willian Farias,EC Vitória BA,yellow
8382477,64,Ramiro,Grêmio Porto Alegre,yellow
8382477,69,Marcelo Oliveira,Grêmio Porto Alegre,yellow
8382477,28,Marcelo Benevenuto,Botafogo RJ,yellow
8382477,61,Rodrigo Pimpão,Botafogo RJ,yellow
8382477,62,Bruno Silva,Botafogo RJ,yellow
8382477,63,Emerson Santos,Botafogo RJ,yellow
8382477,90,João Paulo,Botafogo RJ,yellow
8382476,42,Alan Santos,Coritiba FC,yellow
8382476,70,Ricardo Silva,Atlético GO,yellow
8382476,77,Marcão Silva,Atlético GO,yellow
8382483,22,Thiago Maia,Santos FC,yellow
8382483,30,Leandro Donizete,Santos FC,yellow
8382483,50,Vladimir Hernández,Santos FC,yellow
8382483,53,Rafael Longuine,Santos FC,yellow
8382483,90,David Braz,Santos FC,yellow
8382483,90,Jonathan Copete,Santos FC,yellow
8382483,19,Matheus Galdezani,Coritiba FC,yellow
8382483,45,Neto Berola,Coritiba FC,yellow
8382483,58,Jonas,Coritiba FC,yellow
8382483,74,Getterson,Coritiba FC,yellow
8382489,49,Wálter,Atlético GO,yellow
8382489,90,Igor,Atlético GO,yellow
8382489,45,Gabriel,Flamengo RJ,yellow
8382490,79,Andrei,Chapecoense,yellow
8382490,67,Willian,SE Palmeiras,yellow
8382482,22,Jean,Vasco da Gama,yellow
8382482,25,Luís Fabiano,Vasco da Gama,yellow
8382482,90,Gilberto,Vasco da Gama,yellow
8382482,90,Martín Silva,Vasco da Gama,yellow
8382482,10,Gustavo,EC Bahia,yellow
8382482,90,Pablo Armero,EC Bahia,yellow-red
8382485,27,Nogueira,Fluminense RJ,yellow
8382485,45,Junior Sornoza,Fluminense RJ,yellow
8382485,62,Richarlison,Fluminense RJ,yellow
8382485,76,Marcos Júnior,Fluminense RJ,yellow
8382485,87,Douglas,Fluminense RJ,yellow
8382485,90,Renato,Fluminense RJ,yellow
8382486,8,Thiago Heleno,Atlético Paranaense,yellow
8382486,24,Wéverton,Atlético Paranaense,yellow
8382486,24,Lucas Barrios,Grêmio Porto Alegre,yellow
8382486,32,Ramiro,Grêmio Porto Alegre,yellow
8382486,76,Marcelo Grohe,Grêmio Porto Alegre,yellow-red
8382486,77,Arthur,Grêmio Porto Alegre,yellow
8382488,90,Marquinhos Gabriel,Corinthians SP,yellow
8382481,58,Igor Rabello,Botafogo RJ,yellow
8382487,13,Raul Prata,Sport Club Recife,yellow
8382487,64,Diego Souza,Sport Club Recife,yellow
8382487,78,Fabrício,Sport Club Recife,yellow
8382487,21,Raniel,Cruzeiro EC,yellow
8382487,24,Léo,Cruzeiro EC,yellow
8382487,88,Ariel Cabral,Cruzeiro EC,yellow
8382484,48,Thiago Mendes,São Paulo FC,yellow
8382484,56,Betão,Avaí FC,yellow
8382484,84,Luan,Avaí FC,yellow
8382492,65,Luís Fabiano,Vasco da Gama,yellow
8382492,74,Jean,Vasco da Gama,yellow
8382492,57,Douglas,Fluminense RJ,yellow
8382492,90,Marquinho,Fluminense RJ,yellow
8382492,90,Nogueira,Fluminense RJ,yellow
8382494,36,Rodrigo Caio,São Paulo FC,yellow
8382494,64,Sidão,São Paulo FC,yellow
8382494,74,Thomaz,São Paulo FC,yellow
8382494,43,Yerry Mina,SE Palmeiras,yellow
8382494,73,Felipe Melo,SE Palmeiras,yellow
