GameID,League,Season,Date,HomeTeam,AwayTeam,Result
8225179,braseriea,2015-2016,26.05.2016,SE Palmeiras,Fluminense RJ,2:0
8225182,braseriea,2015-2016,26.05.2016,Coritiba FC,São Paulo FC,1:1
8225185,braseriea,2015-2016,26.05.2016,Santa Cruz FC,Cruzeiro EC,4:1
8225178,braseriea,2015-2016,26.05.2016,Corinthians SP,Ponte Preta,3:0
8225181,braseriea,2015-2016,26.05.2016,Internacional,Sport Club Recife,1:0
8225180,braseriea,2015-2016,27.05.2016,Atlético Mineiro,Grêmio Porto Alegre,0:3
8225190,braseriea,2015-2016,28.05.2016,Cruzeiro EC,América MG,1:1
8225192,braseriea,2015-2016,28.05.2016,Atlético Paranaense,Figueirense,2:1
8225193,braseriea,2015-2016,29.05.2016,Chapecoense,Santa Cruz FC,1:1
8225194,braseriea,2015-2016,29.05.2016,Ponte Preta,Flamengo RJ,1:2
8225195,braseriea,2015-2016,29.05.2016,Sport Club Recife,Corinthians SP,0:2
8225186,braseriea,2015-2016,29.05.2016,EC Vitória BA,Atlético Mineiro,1:1
8225187,braseriea,2015-2016,29.05.2016,Fluminense RJ,Botafogo RJ,1:0
8225188,braseriea,2015-2016,29.05.2016,São Paulo FC,SE Palmeiras,1:0
8225189,braseriea,2015-2016,29.05.2016,Santos FC,Internacional,0:1
8225191,braseriea,2015-2016,29.05.2016,Grêmio Porto Alegre,Coritiba FC,2:0
8225201,braseriea,2015-2016,02.06.2016,Internacional,Atlético Paranaense,1:0
8225198,braseriea,2015-2016,02.06.2016,Corinthians SP,Santos FC,1:0
8225202,braseriea,2015-2016,02.06.2016,Coritiba FC,Chapecoense,3:4
8225205,braseriea,2015-2016,02.06.2016,Santa Cruz FC,Sport Club Recife,0:1
8225196,braseriea,2015-2016,02.06.2016,Botafogo RJ,Cruzeiro EC,0:1
8225200,braseriea,2015-2016,02.06.2016,Atlético Mineiro,Fluminense RJ,1:1
8225203,braseriea,2015-2016,02.06.2016,Figueirense,São Paulo FC,1:0
8225204,braseriea,2015-2016,03.06.2016,América MG,Ponte Preta,1:2
8225197,braseriea,2015-2016,03.06.2016,Flamengo RJ,EC Vitória BA,1:0
8225199,braseriea,2015-2016,03.06.2016,SE Palmeiras,Grêmio Porto Alegre,4:3
8225212,braseriea,2015-2016,04.06.2016,Atlético Paranaense,Santa Cruz FC,1:0
8225208,braseriea,2015-2016,05.06.2016,Corinthians SP,Coritiba FC,2:1
8225213,braseriea,2015-2016,05.06.2016,Chapecoense,Fluminense RJ,0:0
8225209,braseriea,2015-2016,05.06.2016,Santos FC,Botafogo RJ,3:0
8225214,braseriea,2015-2016,05.06.2016,América MG,Figueirense,1:0
8225206,braseriea,2015-2016,05.06.2016,EC Vitória BA,Internacional,1:0
8225207,braseriea,2015-2016,05.06.2016,Flamengo RJ,SE Palmeiras,1:2
8225211,braseriea,2015-2016,05.06.2016,Grêmio Porto Alegre,Ponte Preta,1:0
8225215,braseriea,2015-2016,05.06.2016,Sport Club Recife,Atlético Mineiro,4:4
8225210,braseriea,2015-2016,05.06.2016,Cruzeiro EC,São Paulo FC,0:1
8225221,braseriea,2015-2016,11.06.2016,Internacional,América MG,3:1
8225224,braseriea,2015-2016,11.06.2016,Ponte Preta,Chapecoense,2:1
8225217,braseriea,2015-2016,11.06.2016,Fluminense RJ,Grêmio Porto Alegre,1:1
8225218,braseriea,2015-2016,12.06.2016,São Paulo FC,Atlético Paranaense,1:2
8225216,braseriea,2015-2016,12.06.2016,Botafogo RJ,EC Vitória BA,1:1
8225222,braseriea,2015-2016,12.06.2016,Coritiba FC,Sport Club Recife,3:2
8225219,braseriea,2015-2016,12.06.2016,SE Palmeiras,Corinthians SP,1:0
8225220,braseriea,2015-2016,12.06.2016,Atlético Mineiro,Cruzeiro EC,2:3
8225223,braseriea,2015-2016,12.06.2016,Figueirense,Flamengo RJ,1:0
8225225,braseriea,2015-2016,13.06.2016,Santa Cruz FC,Santos FC,0:2
8225228,braseriea,2015-2016,16.06.2016,São Paulo FC,EC Vitória BA,2:0
8225233,braseriea,2015-2016,16.06.2016,Chapecoense,Grêmio Porto Alegre,3:3
8225234,braseriea,2015-2016,16.06.2016,Ponte Preta,Atlético Paranaense,3:2
8225226,braseriea,2015-2016,16.06.2016,Botafogo RJ,América MG,3:1
8225229,braseriea,2015-2016,16.06.2016,Santos FC,Sport Club Recife,2:0
8225235,braseriea,2015-2016,16.06.2016,Santa Cruz FC,Figueirense,1:0
8225230,braseriea,2015-2016,16.06.2016,Cruzeiro EC,Flamengo RJ,0:1
8225232,braseriea,2015-2016,16.06.2016,Coritiba FC,SE Palmeiras,2:2
8225231,braseriea,2015-2016,17.06.2016,Internacional,Atlético Mineiro,2:0
8225227,braseriea,2015-2016,17.06.2016,Fluminense RJ,Corinthians SP,1:0
8225239,braseriea,2015-2016,18.06.2016,SE Palmeiras,Santa Cruz FC,3:1
8225242,braseriea,2015-2016,18.06.2016,Atlético Paranaense,Santos FC,1:0
8225244,braseriea,2015-2016,19.06.2016,América MG,Coritiba FC,2:1
8225236,braseriea,2015-2016,19.06.2016,EC Vitória BA,Chapecoense,1:2
8225240,braseriea,2015-2016,19.06.2016,Atlético Mineiro,Ponte Preta,3:0
8225237,braseriea,2015-2016,19.06.2016,Flamengo RJ,São Paulo FC,2:2
8225238,braseriea,2015-2016,19.06.2016,Corinthians SP,Botafogo RJ,3:1
8225243,braseriea,2015-2016,19.06.2016,Figueirense,Internacional,3:2
8225245,braseriea,2015-2016,19.06.2016,Sport Club Recife,Fluminense RJ,2:1
8225241,braseriea,2015-2016,20.06.2016,Grêmio Porto Alegre,Cruzeiro EC,2:0
8225249,braseriea,2015-2016,22.06.2016,SE Palmeiras,América MG,2:0
8225254,braseriea,2015-2016,23.06.2016,Ponte Preta,Cruzeiro EC,0:4
8225246,braseriea,2015-2016,23.06.2016,Botafogo RJ,Figueirense,0:0
8225255,braseriea,2015-2016,23.06.2016,Santa Cruz FC,Flamengo RJ,0:1
8225247,braseriea,2015-2016,23.06.2016,Fluminense RJ,Santos FC,2:4
8225250,braseriea,2015-2016,23.06.2016,Atlético Mineiro,Corinthians SP,2:1
8225253,braseriea,2015-2016,23.06.2016,Chapecoense,Atlético Paranaense,0:0
8225251,braseriea,2015-2016,24.06.2016,Grêmio Porto Alegre,EC Vitória BA,1:2
8225248,braseriea,2015-2016,24.06.2016,São Paulo FC,Sport Club Recife,0:0
8225252,braseriea,2015-2016,24.06.2016,Coritiba FC,Internacional,1:1
8225260,braseriea,2015-2016,26.06.2016,Cruzeiro EC,SE Palmeiras,2:1
8225258,braseriea,2015-2016,26.06.2016,Corinthians SP,Santa Cruz FC,2:1
8225264,braseriea,2015-2016,26.06.2016,América MG,Atlético Mineiro,0:1
8225256,braseriea,2015-2016,26.06.2016,EC Vitória BA,Ponte Preta,1:1
8225257,braseriea,2015-2016,26.06.2016,Flamengo RJ,Fluminense RJ,1:2
8225259,braseriea,2015-2016,26.06.2016,Santos FC,São Paulo FC,3:0
8225261,braseriea,2015-2016,26.06.2016,Internacional,Botafogo RJ,2:3
8225262,braseriea,2015-2016,26.06.2016,Atlético Paranaense,Grêmio Porto Alegre,2:0
8225263,braseriea,2015-2016,26.06.2016,Figueirense,Coritiba FC,0:0
8225265,braseriea,2015-2016,26.06.2016,Sport Club Recife,Chapecoense,5:1
8225266,braseriea,2015-2016,30.06.2016,EC Vitória BA,Sport Club Recife,3:2
8225267,braseriea,2015-2016,30.06.2016,Flamengo RJ,Internacional,1:0
8225271,braseriea,2015-2016,30.06.2016,Grêmio Porto Alegre,Santos FC,3:2
8225272,braseriea,2015-2016,30.06.2016,Coritiba FC,Atlético Paranaense,1:0
8225273,braseriea,2015-2016,30.06.2016,Chapecoense,Cruzeiro EC,3:2
8225268,braseriea,2015-2016,30.06.2016,São Paulo FC,Fluminense RJ,2:1
8225274,braseriea,2015-2016,30.06.2016,América MG,Corinthians SP,0:2
8225269,braseriea,2015-2016,01.07.2016,SE Palmeiras,Figueirense,4:0
8225275,braseriea,2015-2016,01.07.2016,Santa Cruz FC,Ponte Preta,0:3
8225270,braseriea,2015-2016,01.07.2016,Atlético Mineiro,Botafogo RJ,5:3
8225277,braseriea,2015-2016,02.07.2016,Fluminense RJ,Coritiba FC,0:0
8225282,braseriea,2015-2016,02.07.2016,Atlético Paranaense,América MG,1:0
8225280,braseriea,2015-2016,03.07.2016,Cruzeiro EC,EC Vitória BA,2:2
8225281,braseriea,2015-2016,03.07.2016,Internacional,Grêmio Porto Alegre,0:1
8225276,braseriea,2015-2016,03.07.2016,Botafogo RJ,Santa Cruz FC,2:1
8225278,braseriea,2015-2016,03.07.2016,Corinthians SP,Flamengo RJ,4:0
8225279,braseriea,2015-2016,03.07.2016,Santos FC,Chapecoense,3:0
8225284,braseriea,2015-2016,03.07.2016,Ponte Preta,São Paulo FC,1:0
8225283,braseriea,2015-2016,04.07.2016,Figueirense,Atlético Mineiro,1:1
8225285,braseriea,2015-2016,05.07.2016,Sport Club Recife,SE Palmeiras,1:3
8225292,braseriea,2015-2016,09.07.2016,Coritiba FC,Botafogo RJ,0:0
8225293,braseriea,2015-2016,09.07.2016,Chapecoense,Corinthians SP,0:2
8225294,braseriea,2015-2016,10.07.2016,Ponte Preta,Sport Club Recife,2:1
8225287,braseriea,2015-2016,10.07.2016,Flamengo RJ,Atlético Mineiro,2:0
8225291,braseriea,2015-2016,10.07.2016,Grêmio Porto Alegre,Figueirense,2:1
8225288,braseriea,2015-2016,10.07.2016,São Paulo FC,América MG,3:0
8225295,braseriea,2015-2016,10.07.2016,Santa Cruz FC,Internacional,1:0
8225286,braseriea,2015-2016,11.07.2016,EC Vitória BA,Fluminense RJ,0:0
8225290,braseriea,2015-2016,12.07.2016,Cruzeiro EC,Atlético Paranaense,0:3
8225289,braseriea,2015-2016,13.07.2016,SE Palmeiras,Santos FC,1:1
8225296,braseriea,2015-2016,16.07.2016,Botafogo RJ,Flamengo RJ,3:3
8225299,braseriea,2015-2016,16.07.2016,Santos FC,Ponte Preta,3:1
8225304,braseriea,2015-2016,17.07.2016,América MG,Santa Cruz FC,0:3
8225297,braseriea,2015-2016,17.07.2016,Fluminense RJ,Cruzeiro EC,2:0
8225298,braseriea,2015-2016,17.07.2016,Corinthians SP,São Paulo FC,1:1
8225301,braseriea,2015-2016,17.07.2016,Internacional,SE Palmeiras,0:1
8225302,braseriea,2015-2016,17.07.2016,Atlético Paranaense,EC Vitória BA,1:1
8225303,braseriea,2015-2016,17.07.2016,Figueirense,Chapecoense,1:1
8225305,braseriea,2015-2016,17.07.2016,Sport Club Recife,Grêmio Porto Alegre,4:2
8225300,braseriea,2015-2016,19.07.2016,Atlético Mineiro,Coritiba FC,2:1
8225308,braseriea,2015-2016,23.07.2016,Corinthians SP,Figueirense,1:1
8225315,braseriea,2015-2016,23.07.2016,Santa Cruz FC,Coritiba FC,0:1
8225309,braseriea,2015-2016,24.07.2016,SE Palmeiras,Atlético Mineiro,0:1
8225314,braseriea,2015-2016,24.07.2016,Ponte Preta,Internacional,2:2
8225310,braseriea,2015-2016,24.07.2016,Cruzeiro EC,Sport Club Recife,1:2
8225311,braseriea,2015-2016,24.07.2016,Grêmio Porto Alegre,São Paulo FC,1:0
8225312,braseriea,2015-2016,24.07.2016,Atlético Paranaense,Fluminense RJ,1:0
8225313,braseriea,2015-2016,24.07.2016,Chapecoense,Botafogo RJ,2:1
8225306,braseriea,2015-2016,24.07.2016,EC Vitória BA,Santos FC,2:3
8225307,braseriea,2015-2016,26.07.2016,Flamengo RJ,América MG,2:1
8225323,braseriea,2015-2016,30.07.2016,Figueirense,EC Vitória BA,1:0
8225325,braseriea,2015-2016,30.07.2016,Sport Club Recife,Atlético Paranaense,2:0
8225320,braseriea,2015-2016,31.07.2016,Atlético Mineiro,Santa Cruz FC,3:0
8225317,braseriea,2015-2016,31.07.2016,Fluminense RJ,Ponte Preta,3:0
8225318,braseriea,2015-2016,31.07.2016,São Paulo FC,Chapecoense,2:2
8225319,braseriea,2015-2016,31.07.2016,Santos FC,Cruzeiro EC,2:0
8225321,braseriea,2015-2016,31.07.2016,Internacional,Corinthians SP,0:1
8225322,braseriea,2015-2016,31.07.2016,Coritiba FC,Flamengo RJ,0:2
8225316,braseriea,2015-2016,31.07.2016,Botafogo RJ,SE Palmeiras,3:1
8225324,braseriea,2015-2016,31.07.2016,América MG,Grêmio Porto Alegre,0:0
8225326,braseriea,2015-2016,04.08.2016,EC Vitória BA,Coritiba FC,3:1
8225335,braseriea,2015-2016,04.08.2016,Sport Club Recife,América MG,1:1
8225329,braseriea,2015-2016,04.08.2016,Santos FC,Flamengo RJ,0:0
8225332,braseriea,2015-2016,04.08.2016,Atlético Paranaense,Corinthians SP,2:0
8225334,braseriea,2015-2016,05.08.2016,Ponte Preta,Botafogo RJ,2:0
8225328,braseriea,2015-2016,05.08.2016,São Paulo FC,Atlético Mineiro,1:2
8225331,braseriea,2015-2016,05.08.2016,Grêmio Porto Alegre,Santa Cruz FC,0:0
8225330,braseriea,2015-2016,05.08.2016,Cruzeiro EC,Internacional,4:2
8225333,braseriea,2015-2016,05.08.2016,Chapecoense,SE Palmeiras,1:1
8225327,braseriea,2015-2016,03.09.2016,Fluminense RJ,Figueirense,3:2
8225337,braseriea,2015-2016,06.08.2016,Flamengo RJ,Atlético Paranaense,1:0
8225344,braseriea,2015-2016,07.08.2016,América MG,Santos FC,1:0
8225339,braseriea,2015-2016,07.08.2016,SE Palmeiras,EC Vitória BA,2:1
8225342,braseriea,2015-2016,07.08.2016,Coritiba FC,Ponte Preta,3:1
8225341,braseriea,2015-2016,07.08.2016,Internacional,Fluminense RJ,2:2
8225345,braseriea,2015-2016,07.08.2016,Santa Cruz FC,São Paulo FC,1:2
8225343,braseriea,2015-2016,07.08.2016,Figueirense,Sport Club Recife,1:1
8225340,braseriea,2015-2016,09.08.2016,Atlético Mineiro,Chapecoense,3:1
8225338,braseriea,2015-2016,09.08.2016,Corinthians SP,Cruzeiro EC,1:1
8225336,braseriea,2015-2016,04.09.2016,Botafogo RJ,Grêmio Porto Alegre,2:1
8225355,braseriea,2015-2016,13.08.2016,Sport Club Recife,Flamengo RJ,1:0
8225354,braseriea,2015-2016,13.08.2016,Ponte Preta,Figueirense,2:0
8225347,braseriea,2015-2016,14.08.2016,Fluminense RJ,América MG,1:0
8225351,braseriea,2015-2016,14.08.2016,Grêmio Porto Alegre,Corinthians SP,3:0
8225346,braseriea,2015-2016,14.08.2016,EC Vitória BA,Santa Cruz FC,2:2
8225349,braseriea,2015-2016,14.08.2016,Santos FC,Atlético Mineiro,3:0
8225350,braseriea,2015-2016,14.08.2016,Cruzeiro EC,Coritiba FC,2:2
8225348,braseriea,2015-2016,14.08.2016,São Paulo FC,Botafogo RJ,0:1
8225352,braseriea,2015-2016,14.08.2016,Atlético Paranaense,SE Palmeiras,0:1
8225353,braseriea,2015-2016,16.08.2016,Chapecoense,Internacional,1:0
8225364,braseriea,2015-2016,20.08.2016,América MG,Chapecoense,1:2
8225356,braseriea,2015-2016,21.08.2016,Botafogo RJ,Sport Club Recife,3:0
8225357,braseriea,2015-2016,21.08.2016,Flamengo RJ,Grêmio Porto Alegre,2:1
8225360,braseriea,2015-2016,21.08.2016,Atlético Mineiro,Atlético Paranaense,1:0
8225359,braseriea,2015-2016,21.08.2016,SE Palmeiras,Ponte Preta,2:2
8225361,braseriea,2015-2016,21.08.2016,Internacional,São Paulo FC,1:1
8225365,braseriea,2015-2016,21.08.2016,Santa Cruz FC,Fluminense RJ,0:1
8225362,braseriea,2015-2016,21.08.2016,Coritiba FC,Santos FC,2:1
8225363,braseriea,2015-2016,21.08.2016,Figueirense,Cruzeiro EC,1:2
8225358,braseriea,2015-2016,23.08.2016,Corinthians SP,EC Vitória BA,2:1
8225374,braseriea,2015-2016,27.08.2016,Ponte Preta,Corinthians SP,2:0
8225369,braseriea,2015-2016,28.08.2016,Santos FC,Figueirense,0:1
8225370,braseriea,2015-2016,28.08.2016,Cruzeiro EC,Santa Cruz FC,2:0
8225367,braseriea,2015-2016,28.08.2016,Fluminense RJ,SE Palmeiras,0:2
8225368,braseriea,2015-2016,28.08.2016,São Paulo FC,Coritiba FC,0:0
8225371,braseriea,2015-2016,28.08.2016,Grêmio Porto Alegre,Atlético Mineiro,1:1
8225373,braseriea,2015-2016,28.08.2016,Chapecoense,Flamengo RJ,1:3
8225366,braseriea,2015-2016,28.08.2016,EC Vitória BA,América MG,2:1
8225375,braseriea,2015-2016,28.08.2016,Sport Club Recife,Internacional,1:1
8225372,braseriea,2015-2016,30.08.2016,Atlético Paranaense,Botafogo RJ,1:0
8225376,braseriea,2015-2016,07.09.2016,Botafogo RJ,Fluminense RJ,1:0
8225383,braseriea,2015-2016,07.09.2016,Figueirense,Atlético Paranaense,1:0
8225385,braseriea,2015-2016,07.09.2016,Santa Cruz FC,Chapecoense,2:2
8225380,braseriea,2015-2016,08.09.2016,Atlético Mineiro,EC Vitória BA,2:1
8225377,braseriea,2015-2016,08.09.2016,Flamengo RJ,Ponte Preta,2:1
8225379,braseriea,2015-2016,08.09.2016,SE Palmeiras,São Paulo FC,2:1
8225382,braseriea,2015-2016,08.09.2016,Coritiba FC,Grêmio Porto Alegre,4:0
8225378,braseriea,2015-2016,09.09.2016,Corinthians SP,Sport Club Recife,3:0
8225381,braseriea,2015-2016,09.09.2016,Internacional,Santos FC,2:1
8225384,braseriea,2015-2016,09.09.2016,América MG,Cruzeiro EC,0:2
8225386,braseriea,2015-2016,10.09.2016,EC Vitória BA,Flamengo RJ,1:2
8225388,braseriea,2015-2016,11.09.2016,São Paulo FC,Figueirense,3:1
8225393,braseriea,2015-2016,11.09.2016,Chapecoense,Coritiba FC,1:0
8225389,braseriea,2015-2016,11.09.2016,Santos FC,Corinthians SP,2:1
8225390,braseriea,2015-2016,11.09.2016,Cruzeiro EC,Botafogo RJ,0:2
8225392,braseriea,2015-2016,11.09.2016,Atlético Paranaense,Internacional,2:1
8225395,braseriea,2015-2016,11.09.2016,Sport Club Recife,Santa Cruz FC,5:3
8225391,braseriea,2015-2016,11.09.2016,Grêmio Porto Alegre,SE Palmeiras,0:0
8225394,braseriea,2015-2016,11.09.2016,Ponte Preta,América MG,1:1
8225387,braseriea,2015-2016,13.09.2016,Fluminense RJ,Atlético Mineiro,4:2
8225396,braseriea,2015-2016,15.09.2016,Botafogo RJ,Santos FC,0:1
8225403,braseriea,2015-2016,15.09.2016,Figueirense,América MG,2:2
8225404,braseriea,2015-2016,15.09.2016,Ponte Preta,Grêmio Porto Alegre,3:0
8225405,braseriea,2015-2016,15.09.2016,Santa Cruz FC,Atlético Paranaense,1:0
8225399,braseriea,2015-2016,15.09.2016,SE Palmeiras,Flamengo RJ,1:1
8225402,braseriea,2015-2016,15.09.2016,Coritiba FC,Corinthians SP,1:1
8225397,braseriea,2015-2016,16.09.2016,Fluminense RJ,Chapecoense,1:2
8225400,braseriea,2015-2016,16.09.2016,Atlético Mineiro,Sport Club Recife,1:0
8225398,braseriea,2015-2016,16.09.2016,São Paulo FC,Cruzeiro EC,1:0
8225401,braseriea,2015-2016,16.09.2016,Internacional,EC Vitória BA,0:1
8225408,braseriea,2015-2016,17.09.2016,Corinthians SP,SE Palmeiras,0:2
8225407,braseriea,2015-2016,18.09.2016,Flamengo RJ,Figueirense,2:0
8225410,braseriea,2015-2016,18.09.2016,Cruzeiro EC,Atlético Mineiro,1:1
8225411,braseriea,2015-2016,18.09.2016,Grêmio Porto Alegre,Fluminense RJ,0:1
8225412,braseriea,2015-2016,18.09.2016,Atlético Paranaense,São Paulo FC,1:0
8225413,braseriea,2015-2016,18.09.2016,Chapecoense,Ponte Preta,2:2
8225415,braseriea,2015-2016,18.09.2016,Sport Club Recife,Coritiba FC,0:1
8225406,braseriea,2015-2016,18.09.2016,EC Vitória BA,Botafogo RJ,0:1
8225409,braseriea,2015-2016,18.09.2016,Santos FC,Santa Cruz FC,3:2
8225414,braseriea,2015-2016,20.09.2016,América MG,Internacional,1:0
8225419,braseriea,2015-2016,24.09.2016,SE Palmeiras,Coritiba FC,2:1
8225425,braseriea,2015-2016,24.09.2016,Sport Club Recife,Santos FC,1:0
8225424,braseriea,2015-2016,25.09.2016,América MG,Botafogo RJ,1:0
8225422,braseriea,2015-2016,25.09.2016,Atlético Paranaense,Ponte Preta,3:0
8225423,braseriea,2015-2016,25.09.2016,Figueirense,Santa Cruz FC,3:1
8225416,braseriea,2015-2016,25.09.2016,EC Vitória BA,São Paulo FC,2:0
8225417,braseriea,2015-2016,25.09.2016,Flamengo RJ,Cruzeiro EC,2:1
8225418,braseriea,2015-2016,25.09.2016,Corinthians SP,Fluminense RJ,0:1
8225421,braseriea,2015-2016,25.09.2016,Grêmio Porto Alegre,Chapecoense,1:0
8225420,braseriea,2015-2016,25.09.2016,Atlético Mineiro,Internacional,3:1
8225427,braseriea,2015-2016,01.10.2016,Fluminense RJ,Sport Club Recife,3:1
8225428,braseriea,2015-2016,01.10.2016,São Paulo FC,Flamengo RJ,0:0
8225429,braseriea,2015-2016,01.10.2016,Santos FC,Atlético Paranaense,2:0
8225433,braseriea,2015-2016,01.10.2016,Chapecoense,EC Vitória BA,1:4
8225426,braseriea,2015-2016,01.10.2016,Botafogo RJ,Corinthians SP,2:0
8225434,braseriea,2015-2016,01.10.2016,Ponte Preta,Atlético Mineiro,1:2
8225430,braseriea,2015-2016,01.10.2016,Cruzeiro EC,Grêmio Porto Alegre,1:0
8225431,braseriea,2015-2016,02.10.2016,Internacional,Figueirense,1:0
8225435,braseriea,2015-2016,04.10.2016,Santa Cruz FC,SE Palmeiras,2:3
8225432,braseriea,2015-2016,04.10.2016,Coritiba FC,América MG,3:0
8225436,braseriea,2015-2016,06.10.2016,EC Vitória BA,Grêmio Porto Alegre,0:1
8225442,braseriea,2015-2016,06.10.2016,Atlético Paranaense,Chapecoense,3:1
8225438,braseriea,2015-2016,06.10.2016,Corinthians SP,Atlético Mineiro,0:0
8225439,braseriea,2015-2016,06.10.2016,Santos FC,Fluminense RJ,2:1
8225445,braseriea,2015-2016,06.10.2016,Sport Club Recife,São Paulo FC,1:1
8225441,braseriea,2015-2016,07.10.2016,Internacional,Coritiba FC,1:0
8225440,braseriea,2015-2016,09.10.2016,Cruzeiro EC,Ponte Preta,2:0
8225437,braseriea,2015-2016,09.10.2016,Flamengo RJ,Santa Cruz FC,3:0
8225443,braseriea,2015-2016,09.10.2016,Figueirense,Botafogo RJ,0:1
8225444,braseriea,2015-2016,09.10.2016,América MG,SE Palmeiras,0:2
8225453,braseriea,2015-2016,12.10.2016,Chapecoense,Sport Club Recife,3:0
8225452,braseriea,2015-2016,13.10.2016,Coritiba FC,Figueirense,0:0
8225446,braseriea,2015-2016,13.10.2016,Botafogo RJ,Internacional,1:0
8225455,braseriea,2015-2016,13.10.2016,Santa Cruz FC,Corinthians SP,2:4
8225449,braseriea,2015-2016,14.10.2016,SE Palmeiras,Cruzeiro EC,0:0
8225450,braseriea,2015-2016,14.10.2016,Atlético Mineiro,América MG,3:0
8225454,braseriea,2015-2016,14.10.2016,Ponte Preta,EC Vitória BA,2:0
8225447,braseriea,2015-2016,14.10.2016,Fluminense RJ,Flamengo RJ,1:2
8225448,braseriea,2015-2016,14.10.2016,São Paulo FC,Santos FC,0:1
8225451,braseriea,2015-2016,14.10.2016,Grêmio Porto Alegre,Atlético Paranaense,1:0
8225456,braseriea,2015-2016,16.10.2016,Botafogo RJ,Atlético Mineiro,3:2
8225460,braseriea,2015-2016,16.10.2016,Cruzeiro EC,Chapecoense,0:0
8225461,braseriea,2015-2016,16.10.2016,Internacional,Flamengo RJ,2:1
8225462,braseriea,2015-2016,16.10.2016,Atlético Paranaense,Coritiba FC,2:0
8225463,braseriea,2015-2016,16.10.2016,Figueirense,SE Palmeiras,1:2
8225458,braseriea,2015-2016,16.10.2016,Corinthians SP,América MG,2:0
8225464,braseriea,2015-2016,16.10.2016,Ponte Preta,Santa Cruz FC,3:0
8225459,braseriea,2015-2016,16.10.2016,Santos FC,Grêmio Porto Alegre,1:1
8225465,braseriea,2015-2016,16.10.2016,Sport Club Recife,EC Vitória BA,1:0
8225457,braseriea,2015-2016,18.10.2016,Fluminense RJ,São Paulo FC,1:2
8225475,braseriea,2015-2016,20.10.2016,Santa Cruz FC,Botafogo RJ,0:1
8225468,braseriea,2015-2016,22.10.2016,São Paulo FC,Ponte Preta,2:0
8225466,braseriea,2015-2016,23.10.2016,EC Vitória BA,Cruzeiro EC,0:1
8225467,braseriea,2015-2016,23.10.2016,Flamengo RJ,Corinthians SP,2:2
8225469,braseriea,2015-2016,23.10.2016,SE Palmeiras,Sport Club Recife,2:1
8225471,braseriea,2015-2016,23.10.2016,Grêmio Porto Alegre,Internacional,0:0
8225472,braseriea,2015-2016,23.10.2016,Coritiba FC,Fluminense RJ,1:1
8225470,braseriea,2015-2016,23.10.2016,Atlético Mineiro,Figueirense,3:0
8225473,braseriea,2015-2016,23.10.2016,Chapecoense,Santos FC,0:1
8225474,braseriea,2015-2016,25.10.2016,América MG,Atlético Paranaense,1:0
8225485,braseriea,2015-2016,28.10.2016,Sport Club Recife,Ponte Preta,1:0
8225477,braseriea,2015-2016,28.10.2016,Fluminense RJ,EC Vitória BA,2:2
8225478,braseriea,2015-2016,29.10.2016,Corinthians SP,Chapecoense,1:1
8225480,braseriea,2015-2016,29.10.2016,Atlético Mineiro,Flamengo RJ,2:2
8225482,braseriea,2015-2016,29.10.2016,Atlético Paranaense,Cruzeiro EC,1:0
8225476,braseriea,2015-2016,29.10.2016,Botafogo RJ,Coritiba FC,0:0
