GameID,Player1Home,Player2Home,Player3Home,Player4Home,Player5Home,Player6Home,Player7Home,Player8Home,Player9Home,Player10Home,Player11Home,Player1Away,Player2Away,Player3Away,Player4Away,Player5Away,Player6Away,Player7Away,Player8Away,Player9Away,Player10Away,Player11Away,Bench1Home,Bench2Home,Bench3Home,Bench4Home,Bench5Home,Bench6Home,Bench7Home,Bench8Home,Bench9Home,Bench10Home,Bench11Home,Bench12Home,Bench1Away,Bench2Away,Bench3Away,Bench4Away,Bench5Away,Bench6Away,Bench7Away,Bench8Away,Bench9Away,Bench10Away,Bench11Away,Bench12Away
2353374,Fernando Prass,Victor Ramos,Vitor Hugo,Lucas,Jorge Valdivia,Zé Roberto,Gabriel,Robinho,Dudu,Rafael Marques,Gabriel Jesus,Victor,Edcarlos,Tiago,Patric,Maicosuel,Giovanni Augusto,Pedro Botelho,Sherman Cardenas,Josué,Eduardo,Jô,Amaral,Aranha,Egídio,Andrei,Jaílson Santos,Kelvin,Maikon Leite,Matos,Fernando Tobio,Wellington da Silva,Alan Patrick,João Pedro,André,Rafael Carioca,Carlos,Dodô,Danilo Pires,Giovanni Santos,Carlos César,Jesiel,None,None,None,None
2353382,Danilo,Apodi,Rafael Lima,Vílson,Gil,Camilo,Elicarlos,Hyoran,Abuda,Ananias,Roger,Bruno Brigido,Luccas Claro,Welinton Souza,Carlinhos,Norberto Neto,Leandro Almeida,Pedro Ken,Hélder,João Paulo,Negueba,Rafhael Lucas,Bruno Silva,Edmilson,João Paulo,Maranhão,Maylson,Neném,Neto,Nivaldo,Bruno Rangel,Thiego,Wagner,Wanderson,Luis Cáceres,Thiago Galhardo,Icaro,Ivan,Keirrison,Mateus Oliveira,Rodolfo,Rosinei,Vaná,Wallyson,None,None
2353375,Diego Cavalieri,Gum,Marlon,Giovanni,Edson,Wellington Silva,Pierre,Jean,Gerson,Fred,Kenedy,Oliveira,Bruno Aguiar,Guti,Rogério,Wellington Saci,Sueliton,Augusto,Marcelo Costa,Naldo,Welinton,Kempes,Lucas Gomes,Henrique,Kléver,Marlone,Rafinha,Renato,Robert,Vinicius,Wagner,None,None,None,Agenor,Alef,Anselmo,Dankler,Mario Sérgio,William Henrique,Jael,Willian Popp,Rafael Furlan,None,None,None
2353377,Marcelo Grohe,Rafael Galhardo,Geromel,Rhodolfo,Walace,Giuliano,Maicon,Marcelo Oliveira,Lincoln,Yuri Mamute,Luan,Marcelo Lomba,Gilson,Pablo Castro,Rodinei,Tiago Alves,Fernando Bob,Josimar,Paulinho,Renato Cajá,Biro Biro,Rildo,Araujo,Douglas,Frickson Erazo,Everton,Bruno Grassi,Tiago Machowski,Pedro Rocha,Matías Rodríguez,Gabriel Silva,Júnior Tavares,None,None,João Carlos,Renato Chaves,Diego Ivo,Felipe Azevedo,Jeferson,Juninho,Roni,Vitor Xavier,Leandro,None,None,None
2353373,Rogério Ceni,Doria,Rodrigo Caio,Paulo Miranda,Reinaldo,Lucão Cavalcante,Souza,Boschilia,Wesley,Húdson,Luís Fabiano,Paulo Victor,Matheus Bressan,Anderson Pico,Wallace Reis,Pará,Jonas,Héctor Canteros,Éverton,Almir,Marcelo Cirino,Gabriel,Auro,Jonathan Cafú,Édson Silva,Ewandro,Ganso,Thiago Mendes,Alexandre Pato,Renan Ribeiro,None,None,None,None,Douglas Baggio,Víctor Cáceres,César,Rodrigo Frauches,Luiz Antônio,Arthur Maia,Marcelo,Márcio Araújo,Lucas Mugni,Matheus Sávio,Thallyson,Eduardo
2353378,Fábio,Bruno Rodrigo,Fabiano,Manoel,Pará,Gabriel Xavier,Willians,Charles,Marquinhos,Henrique Dourado,Willian,Cássio,Edílson,Edu Dracena,Yago,Uendel,Cristian Baroni,Danilo,Bruno Henrique,Petros,Malcom,Vágner Love,Paulo André,Bruno Ramires,Eurico,Willian Farias,Joel Tagueu,Judivan,Léo,Mayke,Eugenio Mena,Rafael,Duvier Riascos,None,Marciel,Matheus Vidotto,Ángel Romero,Rodrigo Sam,Emerson Sheik,Walter,John Mendoza,None,None,None,None,None
2353380,Wéverton,Eduardo Santos,Gustavo Schiavolin,Kadu,Natanael Pimienta,Marco Damasceno,Felipe,Jadson,Deivid,Marcos Guilherme,Wálter,Alisson,Léo,Réver,Cláudio Winck,Paulão,Anderson,Alan Ruschel,Taiberson Ruan,Silva,Rafael Moura,Vitinho,Bady,Douglas Coutinho,Crysan,Paulinho Dias,Hernani,Nikão,Matteus,Santos,Ricardo Silva,None,None,None,Alex,Alan Costa,Dida,Alisson Farias,Bruno Gomes,Carlos Luque,Valdivia,Artur,Silas,None,None,None
2353381,Magrão,Durval,Renê,Matheus Ferraz,Oswaldo,Élber,Wendel,Rithely,Diego Souza,Joelinton,Samuel Rosa,Bruno Alves,Nirley,Marcos Pedroso,Willian Cordeiro,Dener,Jean Deretti,Ricardinho,Jefferson,Luan,Dudu,Everaldo,Adryelson,Danilo Barcelos,Danilo Fernandes,Rodrigo Mancha,Henrique Mattos,Mike,Ewerton Páscoa,Régis,Vitor,Pica-Pau,None,None,Carlos Henrique,Júnior Oliveira,Léo Rodrigues,Léo Lisboa,Marcão,Mazola,Talhetti,None,None,None,None,None
2353376,Martín Silva,Christianno,Luan Garcia,Mádson,Rodrigo,Pablo Guiñazú,Serginho,Julio Dos Santos,Dagoberto,Gilberto,Rafael Silva,Renan,Alex Alves,Everton,Rafael Forster,Felipe Macedo,Juliano,Felipe Menezes,Rodrigo,Ygor,Bruno Henrique,Wesley,Bernardo,Jhon Cley,Henrique,Jordi,Lucas Siqueira,Marcinho,Jonatas Paulista,Anderson Salles,Yago,None,None,None,Lucas Coelho,David,Esquerdinha,Fred,Paulo Henrique,Paulo Henrique,Péricles,Ruan,Tulio,None,None,None
2353379,Vagner,Antônio Carlos,Eltinho,Jéci,Pablo Barros,Marquinhos,Renan Oliveira,Uelliton,Renanzinho,Anderson Lopes,André Lima,Vladimir,Werley,Victor Ferraz,David Braz,Chiquinho,Renato,Edwin Valencia,Lucas Lima,Robinho,Ricardo Oliveira,Geuvânio,Claudinei,Denner,Diego,Eduardo Costa,Emerson Silva,Bruno Mendes,Nino Paraíba,Roberto,Romário,Rômulo,Everton Silva,Juninho,Cicinho,Léo Cittadini,Lucas Crispim,Gabriel,Gustavo Henrique,Leandrinho,Lucas Otávio,Marquinhos Gabriel,None,None,None,None
2353390,Bruno Brigido,Welinton Souza,Ivan,Norberto Neto,Leandro Almeida,Hélder,Ruy,João Paulo,Rosinei,Thiago Galhardo,Rafhael Lucas,Marcelo Grohe,Júnior Tavares,Geromel,Matías Rodríguez,Frickson Erazo,Walace,Giuliano,Maicon,Marcelo Oliveira,Luan,Pedro Rocha,Fabricio Baiano,Luis Cáceres,Icaro,Keirrison,Negueba,Mateus Oliveira,Vaná,Wallyson,Leandro Silva,None,None,None,Douglas,Everton,Fellipe Bastos,Rafael Galhardo,Bruno Grassi,Lincoln,Gabriel Silva,Yuri Mamute,None,None,None,None
2353391,Renan,Alex Alves,Everton,Rafael Forster,Felipe Macedo,Felipe Menezes,Péricles,Rodrigo,Patrick Bezerra,Bruno Henrique,Erik,Wéverton,Eduardo Santos,Gustavo Schiavolin,Kadu,Natanael Pimienta,Felipe,Jadson,Deivid,Hernani,Douglas Coutinho,Wálter,Arthur,Bocão,Carlos Eduardo,Lucas Coelho,Fred,Juliano,Willian Kozlowski,Paulo Henrique,Wesley,None,None,None,Bady,Crysan,Marco Damasceno,Paulinho Dias,Edigar Junio,Nikão,Matteus,Santos,Ricardo Silva,None,None,None
2353383,Cássio,Edílson,Edu Dracena,Gil,Fábio Santos,Ralf,Elías,Jádson,Paolo Guerrero,Malcom,John Mendoza,Danilo,Apodi,Rafael Lima,Dener,Vílson,Gil,Camilo,Elicarlos,Bruno Silva,Ananias,Roger,Cristian Baroni,Bruno Henrique,Danilo,Fágner,Petros,Ángel Romero,Emerson Sheik,Uendel,Vágner Love,Walter,Yago,None,Abuda,Edmilson,Hyoran,João Paulo,Maranhão,Neném,Neto,Bruno Rangel,Thiego,Wagner,Wanderson,None
2353389,Alex Muralha,Thiago Heleno,Leandro Silva,Marquinhos,Marcos Pedroso,Roberto Cereceda,Clayton,Fabinho,Paulo Roberto,Yago,Everaldo,Martín Silva,Christianno,Luan Garcia,Mádson,Rodrigo,Pablo Guiñazú,Serginho,Julio Dos Santos,Dagoberto,Gilberto,Rafael Silva,Dener,Dudu,Felipe,Carlos Henrique,Jefferson,Marcão,Mazola,Ricardinho,None,None,None,None,Bernardo,Thalles Lima,Jhon Cley,Matheus Índio,Jordi,Lucas Siqueira,Marcinho,Anderson Salles,Yago,Júlio César,None,None
2353384,Vladimir,Werley,Victor Ferraz,David Braz,Chiquinho,Lucas Otávio,Renato,Lucas Lima,Robinho,Ricardo Oliveira,Geuvânio,Fábio,Bruno Rodrigo,Fabrício,Manoel,Henrique,Giorgian de Arrascaeta,Willian Farias,Willians,Marquinhos,Henrique Dourado,Willian,Cicinho,Lucas Crispim,Elano,Leandrinho,Rafael Longuine,Thiago Maia,Paulo Ricardo,Gabriel Barbosa,None,None,None,None,Gabriel Xavier,Bruno Ramires,Charles,Eurico,Joel Tagueu,Léo,Neilton,Pará,Rafael,None,None,None
2353386,Paulo Victor,Matheus Bressan,Anderson Pico,Wallace Reis,Pará,Jonas,Héctor Canteros,Éverton,Almir,Alecsandro,Gabriel,Magrão,Durval,Renê,Matheus Ferraz,Samuel Xavier,Élber,Wendel,Rithely,Diego Souza,Samuel Rosa,Mike,Pablo Armero,Víctor Cáceres,César,Eduardo,Rodrigo Frauches,Luiz Antônio,Arthur Maia,Marcelo,Márcio Araújo,Samir,Thallyson,Paulinho,Danilo Barcelos,Danilo Fernandes,Pica-Pau,Joelinton,Rodrigo Mancha,Oswaldo,Ewerton Páscoa,Régis,Vitor,None,None,None
2353388,Victor,Leonardo Silva,Jemerson,Douglas Santos,Patric,Jesús Dátolo,Rafael Carioca,Lucas Pratto,Carlos,Thiago Ribeiro,Luan,Diego Cavalieri,Antônio Carlos,Gum,Giovanni,Edson,Wellington Silva,Pierre,Jean,Vinicius,Gerson,Fred,Giovanni Augusto,Pedro Botelho,Sherman Cardenas,Carlos César,Dodô,Edcarlos,Eduardo,Giovanni Santos,Josué,Maicosuel,None,None,Magno Alves,Júlio César,Lucas Gomes,Henrique,Marlone,Rafinha,Renato,Robert,Wagner,None,None,None
2353385,Marcelo Lomba,Renato Chaves,Diego Ivo,Gilson,Pablo Castro,Rodinei,Fernando Bob,Josimar,Renato Cajá,Biro Biro,Felipe Azevedo,Rogério Ceni,Doria,Rafael Tolói,Rodrigo Caio,Reinaldo,Bruno,Ganso,Wesley,Ricardo Centurión,Húdson,Alexandre Pato,Leandro,Borges,João Carlos,Jeferson,Juninho,Paulinho,Roni,Vitor Xavier,Rodrigo Biro,None,None,None,Jonathan Cafú,Denilson,Édson Silva,Ewandro,Luís Fabiano,Thiago Mendes,Paulo Miranda,Renan Ribeiro,None,None,None,None
2353387,Muriel Becker,Léo,Réver,Paulão,Nicolás Freitas,Anderson,Alex,Alan Ruschel,Carlos Luque,Taiberson Ruan,Rafael Moura,Vagner,Antônio Carlos,Eltinho,Emerson Silva,Nino Paraíba,Pablo Barros,Eduardo Neto,Marquinhos,Renanzinho,Anderson Lopes,Hugo Cabral,Artur,Dida,Alisson Farias,Eduardo Sasha,Silas,Silva,Vitinho,Eriks,None,None,None,None,Renan Oliveira,Adriano,Denner,Diego,Eduardo Costa,André Lima,Philipe Maia,Romário,Rômulo,None,None,None
2353392,Oliveira,Bruno Aguiar,Mario Sérgio,Guti,Rogério,Anselmo,Augusto,Marcelo Costa,Marcelinho,William Henrique,Kempes,Fernando Prass,Victor Ramos,Vitor Hugo,Lucas,Egídio,Zé Roberto,Gabriel,Robinho,Dudu,Leandro Pereira,Rafael Marques,Agenor,Alef,Dankler,Danrlei,Heracles,Jael,Welinton,Willian Popp,Rafael Furlan,Wellington Saci,Sueliton,Mariano Tripodi,Alan Patrick,Amaral,Aranha,Ayrton,Jonathan Cristaldo,Fabio,Andrei,João Paulo,Jorge Valdivia,Kelvin,Nathan Cardoso,Wellington da Silva
2353393,Rogério Ceni,Doria,Paulo Miranda,Reinaldo,Bruno,Souza,Michel Bastos,Ganso,Denilson,Thiago Mendes,Luís Fabiano,Oliveira,Bruno Aguiar,Mario Sérgio,Guti,Rogério,Anselmo,Marcelo Costa,Marcelinho,Naldo,William Henrique,Kempes,Jonathan Cafú,Rodrigo Caio,Carlinhos,Édson Silva,Húdson,Alexandre Pato,Renan Ribeiro,Wesley,Leonardo,None,None,None,Agenor,Dankler,Heracles,Jael,Willian Popp,Rafael Furlan,Wellington Saci,Augusto,Sueliton,None,None,None
2353396,Martín Silva,Christianno,Luan Garcia,Mádson,Rodrigo,Pablo Guiñazú,Marcinho,Serginho,Julio Dos Santos,Dagoberto,Gilberto,Muriel Becker,Réver,Paulão,Nicolás Freitas,Anderson,Alex,Alan Ruschel,Nílton,Geferson,Lucas Marques,Nilmar,Bernardo,Diguinho,Jordi,Júlio César,Lucas Siqueira,Anderson Salles,Douglas Silva,Thalles Lima,Yago,None,None,None,Artur,Dida,Alisson Farias,Carlos Luque,Rafael Moura,Silva,Taiberson Ruan,Vitinho,Eduardo Bauermann,None,None,None
2353397,Marcelo Grohe,Rafael Galhardo,Rhodolfo,Frickson Erazo,Walace,Giuliano,Douglas,Maicon,Marcelo Oliveira,Luan,Pedro Rocha,Alex Muralha,Bruno Alves,Leandro Silva,Marquinhos,Marcos Pedroso,Roberto Cereceda,Clayton,Fabinho,Paulo Roberto,Yago,Everaldo,Araujo,Everton,Fellipe Bastos,Lincoln,Tiago Machowski,Braian Rodríguez,Gabriel Silva,Júnior Tavares,Victor Rangel,Yuri Mamute,None,None,Dener,Dudu,Carlos Henrique,Jefferson,Luan,Marcão,Matheusinho,Mazola,Ricardinho,None,None,None
2353394,Fernando Prass,Victor Ramos,Vitor Hugo,Lucas,Egídio,Jorge Valdivia,Zé Roberto,Gabriel,Robinho,Leandro Pereira,Kelvin,Renan,Alex Alves,Everton,Rafael Forster,Felipe Macedo,Arthur,Péricles,Rodrigo,Patrick Bezerra,Bruno Henrique,Erik,Alan Patrick,Amaral,Aranha,Arouca,Ayrton,Jonathan Cristaldo,Andrei,Jackson Souza,Jaílson Santos,Leandro,Fernando Tobio,Victor Luís,David,Fred,Juliano,Willian Kozlowski,Murilo,Robert Geannine,Ruan,Wallace,Wesley,None,None,None
2353395,Diego Cavalieri,Antônio Carlos,Gum,Giovanni,Edson,Renato,Jean,Wagner,Vinicius,Gerson,Fred,Cássio,Edílson,Edu Dracena,Gil,Fábio Santos,Ralf,Jádson,Bruno Henrique,Petros,Paolo Guerrero,John Mendoza,Magno Alves,Lucas Gomes,Gustavo Scarpa,Henrique,Kléver,Marlone,Pierre,Rafinha,Wellington Silva,None,None,None,Cristian Baroni,Matheus Vidotto,Danilo,Elías,Felipe Monteiro,Ángel Romero,Emerson Sheik,Uendel,Walter,None,None,None
2353399,Vagner,Antônio Carlos,Jéci,Nino Paraíba,Pablo Barros,Romário,Eduardo Neto,Marquinhos,Renanzinho,Anderson Lopes,Hugo Cabral,Paulo Victor,Pablo Armero,Marcelo,Wallace Reis,Pará,Víctor Cáceres,Márcio Araújo,Héctor Canteros,Éverton,Alecsandro,Gabriel,Denner,Diego,Eduardo Costa,Emerson Silva,André Lima,Marrone,Renan Oliveira,Roberto,Rômulo,Everton Silva,Toshi,Juninho,Almir,Douglas Baggio,Matheus Bressan,César,Rodrigo Frauches,Jonas,Luiz Antônio,Arthur Maia,Paulinho,Anderson Pico,None,None
2353400,Wéverton,Eduardo Santos,Gustavo Schiavolin,Kadu,Natanael Pimienta,Felipe,Nikão,Otavio,Hernani,Douglas Coutinho,Wálter,Victor,Leonardo Silva,Jemerson,Douglas Santos,Patric,Jesús Dátolo,Rafael Carioca,Lucas Pratto,Carlos,Thiago Ribeiro,Luan,Guilherme Arana,Cléo,Dellatorre,Paulinho Dias,Giovanni,Edigar Junio,Matteus,Santos,Ricardo Silva,Ytalo,None,None,Giovanni Augusto,Sherman Cardenas,Carlos César,Dodô,Edcarlos,Giovanni Santos,Jô,Josué,Leandro Donizete,Maicosuel,Danilo Pires,None
2353402,Danilo,Apodi,Rafael Lima,Dener,Vílson,Gil,Camilo,Elicarlos,Bruno Silva,Ananias,Roger,Vladimir,Werley,Victor Ferraz,David Braz,Chiquinho,Edwin Valencia,Lucas Lima,Leandrinho,Robinho,Ricardo Oliveira,Geuvânio,Abuda,Edmilson,Hyoran,João Paulo,Maranhão,Neném,Neto,Nivaldo,Bruno Rangel,Wagner,Wanderson,None,Cicinho,Elano,Gabriel,Gustavo Henrique,Rafael Longuine,Lucas Otávio,Thiago Maia,Marquinhos Gabriel,None,None,None,None
2353398,Rafael,Ceará,Léo,Fabrício,Paulo André,Gabriel Xavier,Charles,Eurico,Bruno Ramires,Henrique Dourado,Joel Tagueu,Marcelo Lomba,Diego Ivo,Pablo Castro,Rodinei,Tiago Alves,Fernando Bob,Josimar,Juninho,Renato Cajá,Biro Biro,Felipe Azevedo,Alisson,Douglas Grolli,Elisson,Manoel,Mayke,Neilton,Pará,Duvier Riascos,Felipe Seymour,None,None,None,Adrianinho,Borges,Renato Chaves,Jeferson,Matheus Inácio,Paulinho,Roni,Cesinha,Vitor Xavier,None,None,None
2353401,Danilo Fernandes,Durval,Renê,Matheus Ferraz,Samuel Xavier,Régis,Wendel,Rithely,Neto,Joelinton,Mike,Bruno Brigido,Welinton Souza,Ivan,Norberto Neto,Leandro Almeida,Hélder,Ruy,João Paulo,Rosinei,Thiago Galhardo,Rafhael Lucas,Adryelson,Luiz Carlos,Danilo Barcelos,Diego Souza,Élber,Kelvenny,Oswaldo,Ewerton Páscoa,Willian,None,None,None,Giva,Icaro,Negueba,Carlinhos,Wellington Paulista,Alan Santos,Vaná,Wallyson,Leandro Silva,None,None,None
2353405,Marcelo Lomba,Diego Ivo,Gilson,Pablo Castro,Rodinei,Tiago Alves,Fernando Bob,Josimar,Renato Cajá,Biro Biro,Rildo,Danilo,Apodi,Rafael Lima,Dener,Vílson,Gil,Elicarlos,Hyoran,Bruno Silva,Ananias,Roger,Borges,Renato Chaves,Felipe Azevedo,Jeferson,Juninho,Matheus Inácio,Roni,Cesinha,Vitor Xavier,None,None,None,Abuda,João Paulo,Edmilson,Neném,Neto,Bruno Rangel,Silvio,Wagner,William Barbio,None,None,None
2353410,Bruno Brigido,Welinton Souza,Ivan,Norberto Neto,Leandro Almeida,Hélder,Ruy,João Paulo,Rosinei,Wellington Paulista,Rafhael Lucas,Vagner,Emerson Silva,Jéci,Nino Paraíba,Pablo Barros,Romário,Eduardo Neto,Renan Oliveira,Renanzinho,Anderson Lopes,Hugo Cabral,Luis Cáceres,Giva,Icaro,Negueba,Carlinhos,Rodolfo,Vaná,Wallyson,Henrique Gelain,Leandro Silva,Mateus Oliveira,None,Adriano,Diego,Eltinho,André Lima,Philipe Maia,Roberto,Rômulo,Everton Silva,Juninho,None,None,None
2353412,Oliveira,Bruno Aguiar,Guti,Heracles,Sueliton,Anselmo,Marcelinho,Naldo,Renato Augusto,Jael,Tiago Luis,Wéverton,Eduardo Santos,Gustavo Schiavolin,Kadu,Natanael Pimienta,Giovanni,Nikão,Otavio,Hernani,Cléo,Douglas Coutinho,Agenor,Augusto,Marcelo Costa,Dankler,Mario Sérgio,William Henrique,Welinton,Kempes,Ítalo Melo,Rafael Furlan,Diego Rodrigues,Niltinho,Guilherme Arana,Dellatorre,Paulinho Dias,Jadson,Edigar Junio,Santos,Ytalo,Ricardo Silva,None,None,None,None
2353404,Vladimir,Werley,Victor Ferraz,David Braz,Daniel Guedes,Lucas Otávio,Renato,Lucas Lima,Robinho,Ricardo Oliveira,Geuvânio,Danilo Fernandes,Durval,Renê,Matheus Ferraz,Samuel Xavier,Régis,Wendel,Rithely,Neto,Joelinton,Maikon Leite,Chiquinho,Lucas Crispim,Gabriel,Gustavo Henrique,Leandrinho,Rafael Longuine,Thiago Maia,Marquinhos Gabriel,Vanderlei,Leonardo,None,None,Luiz Carlos,Danilo Barcelos,Élber,Rodrigo Mancha,Mike,Ewerton Páscoa,Diego Souza,Vitor,Willian,None,None,None
2353403,Cássio,Edu Dracena,Gil,Fábio Santos,Fágner,Ralf,Renato Augusto,Jádson,Bruno Henrique,Petros,Ángel Romero,Fernando Prass,Jackson Souza,Vitor Hugo,Lucas,Egídio,Arouca,Jorge Valdivia,Zé Roberto,Gabriel,Rafael Marques,Kelvin,Cristian Baroni,Danilo,Edílson,Elías,Felipe Monteiro,Marciel,John Mendoza,Uendel,Matheus Vidotto,Walter,Yago,None,Alan Patrick,Amaral,Aranha,Ayrton,Jonathan Cristaldo,Jaílson Santos,João Paulo,Leandro,Fernando Tobio,Wellington da Silva,Cleiton Xavier,Leandro Pereira
2353407,Alisson,Réver,William,Alan Costa,Anderson,Alex,Rodrigo Dourado,Geferson,Taiberson Ruan,Lisandro López,Vitinho,Rogério Ceni,Doria,Paulo Miranda,Reinaldo,Bruno,Souza,Michel Bastos,Denilson,Thiago Mendes,Luís Fabiano,Alexandre Pato,Artur,Alisson Farias,Nicolás Freitas,Carlos Luque,Lucas Marques,Rafael Moura,Muriel Becker,Nílton,Paulão,None,None,None,Auro,Jonathan Cafú,Rodrigo Caio,Carlinhos,Ricardo Centurión,Édson Silva,Ewandro,Húdson,Renan Ribeiro,Wesley,João Paulo,None
2353408,Victor,Leonardo Silva,Jemerson,Douglas Santos,Patric,Jesús Dátolo,Giovanni Augusto,Rafael Carioca,Lucas Pratto,Thiago Ribeiro,Luan,Martín Silva,Christianno,Luan Garcia,Mádson,Rodrigo,Diguinho,Pablo Guiñazú,Julio Dos Santos,Gilberto,Duvier Riascos,Rafael Silva,Pedro Botelho,Sherman Cardenas,Carlos,Carlos César,Dodô,Edcarlos,Giovanni Santos,Jô,Josué,Leandro Donizete,Maicosuel,Danilo Pires,Bernardo,Jordi,Lucas Siqueira,Marcinho,Anderson Salles,Thalles Lima,Yago,Jackson,None,None,None,None
