GameID,Minute,Scorer,Team
8290699,12,Leandro Díaz,Sarmiento de Junín
8290702,31,Maximiliano Sigales,Godoy Cruz
8290696,57,Franco Niell,Gimnasia de La Plata
8290696,90,Nicolás Ibáñez,Gimnasia de La Plata
8290693,9,Agustín Orión,Racing Club
8290693,53,Marcos Acuña,Racing Club
8290698,75,Guillermo Acosta,Atlético Tucumán
8290694,11,Fernando Belluschi,San Lorenzo
8290694,56,Nicolás Blandi,San Lorenzo
8290694,13,Ezequiel Montagna,San Martín de San Juan
8290694,28,Ezequiel Montagna,San Martín de San Juan
8290700,45,Ignacio Bailone,Estudiantes
8290700,46,Lucas Rodríguez,Estudiantes
8290700,69,Israel Damonte,Estudiantes
8290701,85,Ignacio Scocco,Newells Old Boys
8290703,35,Emiliano Rigoni,Independiente
8290705,21,Federico Anselmo,Unión de Santa Fe
8290692,4,Sebastián Driussi,River Plate
8290692,51,Lucas Alario,River Plate
8290692,71,Andrés DAlessandro,River Plate
8290692,73,Gonzalo Martínez,River Plate
8290692,40,Santiago Silva,Banfield
8290704,67,Lautaro Acosta,Lanús
8290691,23,Ismael Blanco,Colón de Santa Fe
8290691,82,Diego Lagos,Colón de Santa Fe
8290697,4,Adrián Arregui,Temperley
8290715,27,Franco Niell,Gimnasia de La Plata
8290710,70,Luca Sosa,Huracán
8290710,25,Federico Andrada,Quilmes
8290718,13,Marcos Acuña,Racing Club
8290718,80,Gastón Díaz,Racing Club
8290717,78,Tomás Cardona,Defensa y Justicia
8290717,21,Nicolás Blandi,San Lorenzo
8290709,47,Diego Vera,Independiente
8290709,90,Ezequiel Barco,Independiente
8290711,75,Mauro Fórmica,Newells Old Boys
8290716,8,Mariano Pavone,Vélez Sarsfield
8290716,46,Mariano Pavone,Vélez Sarsfield
8290712,14,Ignacio Bailone,Estudiantes
8290708,33,Carlos Tévez,Boca Juniors
8290708,45,Cristian Pavón,Boca Juniors
8290708,84,Frank Fabra,Boca Juniors
8290719,61,Arturo Mina,River Plate
8290713,49,Jonathan Bottinelli,Arsenal de Sarandí
8290713,29,Cristian Menéndez,Atlético Tucumán
8290713,39,Cristian Menéndez,Atlético Tucumán
8290713,81,Guillermo Acosta,Atlético Tucumán
8290714,19,Fernando Luna,Atlético Rafaela
8290722,82,Ismael Blanco,Colón de Santa Fe
8290735,69,Lucas Gamba,Unión de Santa Fe
8290725,11,Sebastián Blanco,San Lorenzo
8290725,79,Nicolás Blandi,San Lorenzo
8290725,75,Nicolás Tripichio,Vélez Sarsfield
8290726,54,Walter Montoya,Rosario Central
8290726,57,Washington Camacho,Rosario Central
8290726,90,Nicolás Bertocchi,Patronato de Paraná
8290721,38,Sebastian Penco,Aldosivi
8290721,30,Nicolás Bertolo,Banfield
8290721,56,Santiago Silva,Banfield
8290721,69,Walter Erviti,Banfield
8290732,57,Cristian Garcia,Quilmes
8290732,80,Emiliano Rigoni,Independiente
8290730,52,Jonathan Santana,Sarmiento de Junín
8290730,44,Ignacio Scocco,Newells Old Boys
8290729,32,Carlos Auzqui,Estudiantes
8290729,54,Carlos Auzqui,Estudiantes
8290728,14,Marcos Figueroa,Temperley
8290728,4,Julio César Rodríguez,Arsenal de Sarandí
8290733,83,Javier Correa,Godoy Cruz
8290733,72,Gino Peruzzi,Boca Juniors
8290723,30,Lucas Alario,River Plate
8290723,58,Gustavo Villarruel,San Martín de San Juan
8290724,17,Sergio Vittor,Racing Club
8290724,65,Andrés Ríos,Defensa y Justicia
8290731,42,Carlos Luna,Tigre
8290731,90,Hugo Nervo,Huracán
8290727,57,Marco Borgnino,Atlético Rafaela
8290738,23,Carlos Rodríguez,Olimpo de Bahía Blanca
8290738,71,Francisco Pizzini,Olimpo de Bahía Blanca
8290738,90,Fernando Coniglio,Olimpo de Bahía Blanca
8290742,20,Ignacio Scocco,Newells Old Boys
8290742,29,Mauro Fórmica,Newells Old Boys
8290742,58,Ignacio Scocco,Newells Old Boys
8290742,83,Cristian Menéndez,Atlético Tucumán
8290747,13,Marcos Acuña,Racing Club
8290747,28,Marcos Acuña,Racing Club
8290747,39,Lisandro López,Racing Club
8290740,45,Víctor Cuesta,Independiente
8290740,18,Carlos Luna,Tigre
8290743,20,Jonathan Schunke,Estudiantes
