GameID,Player1Home,Player2Home,Player3Home,Player4Home,Player5Home,Player6Home,Player7Home,Player8Home,Player9Home,Player10Home,Player11Home,Player1Away,Player2Away,Player3Away,Player4Away,Player5Away,Player6Away,Player7Away,Player8Away,Player9Away,Player10Away,Player11Away,Bench1Home,Bench2Home,Bench3Home,Bench4Home,Bench5Home,Bench6Home,Bench7Home,Bench8Home,Bench9Home,Bench10Home,Bench11Home,Bench12Home,Bench1Away,Bench2Away,Bench3Away,Bench4Away,Bench5Away,Bench6Away,Bench7Away,Bench8Away,Bench9Away,Bench10Away,Bench11Away,Bench12Away
2406920,Markus Kuster,Nedeljko Malić,Patrick Farkas,Michael Novak,Thorsten Mahrer,Jano,Sven Sprangler,Manuel Prietl,Michael Perlak,Karim Onisiwo,Markus Pink,Cican Stanković,Benno Schmitz,Paulo Miranda,Andreas Ulmer,Martin Hinteregger,Naby Keïta,Yordy Reyna,David Atanga,Konrad Laimer,Marco Djuricin,Jonathan Soriano,Thomas Borenitsch,Philipp Erhardt,Julius Ertlthaler,Mario Grgic,Alois Höller,Alexander Ibser,Thorsten Röcher,None,None,None,None,None,Valon Berisha,Duje Ćaleta-Car,Stefan Lainer,Takumi Minamino,Alexander Walke,Felipe Pires,Dimitri Oberlin,None,None,None,None,None
2406922,Michael Esser,Michael Madl,Marvin Potzmann,Christian Klem,Wilson Kamavuaka,Simon Piesinger,Daniel Offenbacher,Kristijan Dobras,Thorsten Schick,Donis Avdijaj,Josip Tadić,Jörg Siebenhandl,Stephan Zwierschitz,Markus Wostry,Patrick Wessely,Thomas Ebner,Markus Lackner,Philipp Malicsek,René Schicker,Eldis Bajrami,Lukas Grozurek,Dominik Starkl,Martin Ehrenreich,Anel Hadžić,Sascha Horvath,Roman Kienast,Sandi Lovrič,Marc Andre Schmerböck,Tobias Schützenauer,None,None,None,None,None,Ilter Ayyildiz,Markus Blutsch,Manuel Kuttin,Marcus Maier,Florian Neuhold,Issiaka Ouédraogo,Daniel Toth,None,None,None,None,None
2406924,Ján Novota,Thomas Schrammel,Mario Sonnleitner,Maximilian Hofmann,Stephan Auer,Thanos Petsos,Philipp Schobesberger,Stefan Schwab,Steffen Hofmann,Florian Kainz,Robert Berić,Thomas Gebauer,Bernhard Janeczek,Oliver Kragl,Thomas Bergmann,Petar Filipović,Marcel Ziegl,Denis Streker,Thomas Murg,Dieter Elsneg,Clemens Walch,Daniel Sikorski,Christopher Dibon,Srđan Grahovac,Philipp Huspek,Philipp Prosenik,Louis Schaub,Stefan Stangl,Richard Strebinger,None,None,None,None,None,Alberto Prada,Reuf Durakovic,Michele Polverino,Thomas Reifeltshammer,Fabian Schubert,Gernot Trauner,Manuel Gavilàn,None,None,None,None,None
2406926,Alexander Schlager,Robert Strobl,Harald Pichler,Tobias Kainz,Matthias Maak,Timo Brauer,Sandro Djuric,Daniel Schütz,Martin Rasner,Lucas Venuto,Roman Wallner,Andreas Lukse,Philipp Netzer,Andreas Lienhart,Jan Zwischenbrugger,César Ortiz,Benedikt Zech,Dominik Hofbauer,Patrick Salomon,Felix Roth,Martin Harrer,Hannes Aigner,Lukas Denner,Christian Derflinger,Bernd Gschweidl,Roman Kerschbaum,Pirmin Strasser,Fabio Strauss,Benjamin Sulimani,None,None,None,None,None,Lukas Jäger,Martin Kobras,Daniel Luxbacher,Louis NGwat-Mahop,Boris Prokopič,Emanuel Schreiner,Patrick Seeger,None,None,None,None,None
2406928,Alexander Kofler,Stephan Palla,Joachim Standfest,Michael Sollbauer,Jacobo,Boris Hüttenbrenner,Roland Putsche,Manuel Seidl,Peter Tschernegg,Christopher Wernitznig,Philip Hellquist,Robert Almer,Richard Windbichler,Christoph Martschinko,Fabian Koch,Lukas Rotpuller,Ognjen Vukojević,Alexander Grünwald,Alexander Gorgon,Raphael Holzhauser,Olarenwaju Kayode,Philipp Zulechner,Dario Baldauf,Christian Dobnik,Christoph Kobleder,Silvio,Tadej Trdina,Peter Žulj,Thomas Zündel,None,None,None,None,None,De Paula,Osman Hadžikić,Roi Kehat,Marco Meilinger,Thomas Salamon,Tarkan Serbest,Vanče Šikov,None,None,None,None,None
2406930,Alexander Walke,Benno Schmitz,Paulo Miranda,Andreas Ulmer,Martin Hinteregger,Naby Keïta,Valon Berisha,David Atanga,Konrad Laimer,Marco Djuricin,Felipe Pires,Ján Novota,Mario Sonnleitner,Christopher Dibon,Stefan Stangl,Stephan Auer,Thanos Petsos,Stefan Schwab,Louis Schaub,Florian Kainz,Philipp Huspek,Philipp Prosenik,Duje Ćaleta-Car,Omer Damari,Stefan Lainer,Christoph Leitgeb,Takumi Minamino,Dimitri Oberlin,Lawrence Ati-Zigi,None,None,None,None,None,Robert Berić,Srđan Grahovac,Maximilian Hofmann,Steffen Hofmann,Stefan Nutz,Philipp Schobesberger,Richard Strebinger,None,None,None,None,None
2406934,Jörg Siebenhandl,Christoph Schösswendter,Markus Wostry,Patrick Wessely,Thomas Ebner,Markus Lackner,Christoph Knasmüllner,Philipp Malicsek,René Schicker,Markus Blutsch,Lukas Grozurek,Markus Kuster,Alois Höller,Patrick Farkas,Michael Novak,Thorsten Mahrer,Jano,Sven Sprangler,Manuel Prietl,Michael Perlak,Karim Onisiwo,Markus Pink,Ilter Ayyildiz,Manuel Kuttin,Marcus Maier,Florian Neuhold,Issiaka Ouédraogo,Daniel Toth,Toni Vastić,None,None,None,None,None,Thomas Borenitsch,Philipp Erhardt,Mario Grgic,Alexander Ibser,Nedeljko Malić,Thorsten Röcher,Florian Templ,None,None,None,None,None
2406932,Thomas Gebauer,Bernhard Janeczek,Thomas Bergmann,Petar Filipović,Alberto Prada,Marcel Ziegl,Gernot Trauner,Thomas Murg,Dieter Elsneg,Clemens Walch,Daniel Sikorski,Alexander Kofler,Dario Baldauf,Joachim Standfest,Michael Sollbauer,Thomas Zündel,Peter Žulj,Jacobo,Boris Hüttenbrenner,Roland Putsche,Peter Tschernegg,Tadej Trdina,Nico Antonitsch,Reuf Durakovic,Manuel Gavilàn,Michele Polverino,Thomas Reifeltshammer,Fabian Schubert,Denis Streker,None,None,None,None,None,Michael Berger,Christian Dobnik,Christoph Kobleder,Stephan Palla,Christoph Rabitsch,Manuel Seidl,Christopher Wernitznig,None,None,None,None,None
2406936,Robert Almer,Vanče Šikov,Christoph Martschinko,Fabian Koch,Lukas Rotpuller,Ognjen Vukojević,Alexander Grünwald,Alexander Gorgon,Raphael Holzhauser,Olarenwaju Kayode,Philipp Zulechner,Andreas Lukse,Philipp Netzer,Emanuel Schreiner,Jan Zwischenbrugger,César Ortiz,Benedikt Zech,Dominik Hofbauer,Patrick Salomon,Felix Roth,Louis NGwat-Mahop,Hannes Aigner,De Paula,Kevin Friesenbichler,Osman Hadžikić,Roi Kehat,Thomas Salamon,Tarkan Serbest,Patrizio Stronati,None,None,None,None,None,Juan Barrera,Lukas Jäger,Martin Kobras,Andreas Lienhart,Daniel Luxbacher,Alexander Pöllhuber,Patrick Seeger,None,None,None,None,None
2406938,Michael Esser,Michael Madl,Marvin Potzmann,Lukas Spendlhofer,Christian Klem,Simon Piesinger,Daniel Offenbacher,Sascha Horvath,Kristijan Dobras,Donis Avdijaj,Roman Kienast,Alexander Schlager,Robert Strobl,Harald Pichler,Tobias Kainz,Matthias Maak,Timo Brauer,Christian Derflinger,Daniel Schütz,Martin Rasner,Lucas Venuto,Bernd Gschweidl,Bright Edomwonyi,Anel Hadžić,Wilson Kamavuaka,Thorsten Schick,Marc Andre Schmerböck,Tobias Schützenauer,Josip Tadić,None,None,None,None,None,Thomas Goiginger,Roman Kerschbaum,Pirmin Strasser,Fabio Strauss,Benjamin Sulimani,Robert Völkl,Roman Wallner,None,None,None,None,None
