GameID,Minute,Player,Team,Card
2225822,25,Leandro Chetti,Banfield,yellow
2225822,84,Ricardo Noir,Banfield,yellow
2225821,39,Lucas Acevedo,Rosario Central,yellow
2225821,90,Mauricio Caranta,Rosario Central,yellow
2225821,45,Lucas Pérez Godoy,Quilmes,yellow
2225821,86,Sebastián Martínez,Quilmes,yellow
2225823,17,Juan Tejera,Defensa y Justicia,yellow
2225823,27,Diego Yacob,Defensa y Justicia,yellow-red
2225823,43,Pablo De Miranda,Defensa y Justicia,yellow
2225823,21,Nelson Acevedo,Racing Club,yellow
2225823,49,Luciano Lollo,Racing Club,yellow
2225823,65,Nicolás Sánchez,Racing Club,yellow-red
2225823,90,Marcos Acuña,Racing Club,yellow
2225828,79,Rodrigo Depetris,Atlético Rafaela,yellow
2225820,28,Mauricio Tévez,Newells Old Boys,yellow
2225820,73,Cristian Díaz,Newells Old Boys,yellow
2225820,80,Ignacio Scocco,Newells Old Boys,yellow
2225820,90,Diego Mateo,Newells Old Boys,yellow
2225824,57,Omar Pouso,Gimnasia de La Plata,yellow
2225824,64,Lucas Licht,Gimnasia de La Plata,yellow
2225824,50,Leonardo Ponzio,River Plate,yellow
2225827,59,Leonardo Jara,Estudiantes,yellow
2225827,72,Gabriel Graciani,Estudiantes,yellow
2225827,75,Gastón Gil Romero,Estudiantes,yellow
2225827,87,Sebastián Prediger,Estudiantes,yellow
2225826,41,Leandro Desábato,Vélez Sarsfield,yellow
2225826,53,Jorge Correa,Vélez Sarsfield,red
2225829,17,Jorge Ortiz,Lanús,yellow
2225829,45,Santiago Silva,Lanús,yellow
2225829,38,Lucas Pittinari,Belgrano de Córdoba,yellow
2225829,53,Nicolás Ferreyra,Belgrano de Córdoba,yellow
2225829,90,Pier Barrios,Belgrano de Córdoba,yellow
2225825,33,Pablo Barrientos,San Lorenzo,yellow
2225825,54,Walter Kannemann,San Lorenzo,yellow
2225825,59,Fabricio Fontanini,San Lorenzo,yellow
2225825,85,Gonzalo Verón,San Lorenzo,yellow
2225831,23,Lucas Bernardi,Newells Old Boys,yellow
2225831,27,Ignacio Scocco,Newells Old Boys,yellow
2225831,58,Claudio Corvalán,Newells Old Boys,yellow
2225831,24,Álvaro Fernández,Gimnasia de La Plata,yellow
2225831,27,Osvaldo Barsottini,Gimnasia de La Plata,yellow
2225831,52,Jorge Rojas,Gimnasia de La Plata,yellow
2225831,85,Ignacio Fernández,Gimnasia de La Plata,yellow
2225831,90,Juan Quiroga,Gimnasia de La Plata,yellow-red
2225836,33,Néstor Moiraghi,Olimpo de Bahía Blanca,yellow
2225836,90,José Lincopán,Olimpo de Bahía Blanca,yellow
2225836,9,Joaquín Arzura,Tigre,yellow
2225836,11,Gabriel Peñalba,Tigre,yellow
2225836,18,Martín Galmarini,Tigre,yellow
2225836,40,Ignacio Canuto,Tigre,yellow
2225836,56,Carlos Luna,Tigre,yellow
2225838,69,Juan García,Banfield,yellow
2225838,28,Pablo De Miranda,Defensa y Justicia,yellow
2225838,46,Washington Camacho,Defensa y Justicia,yellow
2225838,50,Marcelo Benítez,Defensa y Justicia,yellow
2225835,48,Fabián Cubero,Vélez Sarsfield,yellow
2225835,61,Roberto Nanni,Vélez Sarsfield,yellow
2225835,68,Leonardo Rolón,Vélez Sarsfield,yellow
2225835,45,José San Román,Arsenal de Sarandí,yellow
2225835,49,Ramiro Carrera,Arsenal de Sarandí,yellow
2225835,63,Hugo Nervo,Arsenal de Sarandí,yellow
2225834,35,Leandro Desábato,Estudiantes,yellow
2225834,22,Iván Pérez,Independiente,yellow
2225834,52,Nicolás Figal,Independiente,yellow
2225834,83,Lucas Villalba,Independiente,yellow
2225834,90,Federico Mancuello,Independiente,yellow
2225837,71,Diego Milito,Racing Club,yellow
