GameID,Minute,PlayerIn,PlayerOut,Team
2225822,61,Lucas Ceballos,Sergio Velázquez,Godoy Cruz
2225822,76,Gonzalo Cabrera,Sergio López,Godoy Cruz
2225822,85,Federico Lértora,Claudio Aquino,Godoy Cruz
2225822,46,Lihué Prichoda,Jonathan Requena,Banfield
2225822,58,Emiliano Terzaghi,Leandro Chetti,Banfield
2225822,58,Santiago Salcedo,Mauricio Asenjo,Banfield
2225821,78,Pablo Becker,Antonio Medina,Rosario Central
2225821,81,Walter Acuña,Franco Niell,Rosario Central
2225821,83,Fernando Barrientos,Jonás Aguirre,Rosario Central
2225821,65,Santiago Martínez,Sergio Hipperdinger,Quilmes
2225821,75,Lucas Passerini,Gonzalo Klusener,Quilmes
2225821,82,Matías Morales,Brian Sarmiento,Quilmes
2225823,45,Luciano Vella,Julio César Rodríguez,Defensa y Justicia
2225823,70,Leandro González,Emiliano Tellechea,Defensa y Justicia
2225823,84,Mariano Barbieri,Washington Camacho,Defensa y Justicia
2225823,70,Facundo Castillón,Diego Milito,Racing Club
2225823,75,Francisco Cerro,Nelson Acevedo,Racing Club
2225823,80,Diego Villar,Luciano Aued,Racing Club
2225828,51,Francisco Pizzini,Matiás Pisano,Independiente
2225828,58,Rafael Barrios,Alexis Zárate,Independiente
2225828,77,Franco Bellocq,Claudio Riaño,Independiente
2225828,57,Walter Serrano,Pol Fernández,Atlético Rafaela
2225828,62,Nicolás Orsini,Matías Fissore,Atlético Rafaela
2225828,69,Marcos Fissore,Joel Sacks,Atlético Rafaela
2225820,67,Andrés Chávez,Cristian Erbes,Boca Juniors
2225820,67,José Fuenzalida,Federico Carrizo,Boca Juniors
2225820,78,Gonzalo Castellani,Federico Bravo,Boca Juniors
2225820,39,Claudio Corvalán,Marcos Cáceres,Newells Old Boys
2225820,72,Victor Figueroa,Mauricio Tévez,Newells Old Boys
2225820,87,Horacio Orzán,Ignacio Scocco,Newells Old Boys
2225824,41,Javier Mendoza,Maximiliano Meza,Gimnasia de La Plata
2225824,58,Nery Cardozo,Jorge Rojas,Gimnasia de La Plata
2225824,68,Dardo Miloc,Omar Pouso,Gimnasia de La Plata
2225824,32,Julio Chiarini,Marcelo Barovero,River Plate
2225824,60,Teófilo Gutiérrez,Lucas Boyé,River Plate
2225824,69,Rodrigo Mora,Sebastián Driussi,River Plate
2225827,63,Ramiro Carrera,Jorge Báez,Arsenal de Sarandí
2225827,77,Hernán Fredes,Nicolás Aguirre,Arsenal de Sarandí
2225827,80,Milton Céliz,Sebastián Palacios,Arsenal de Sarandí
2225827,69,Gabriel Graciani,Matías Aguirregaray,Estudiantes
2225827,79,Sebastián Prediger,Gastón Gil Romero,Estudiantes
2225827,82,Mauricio Carrasco,Joaquín Correa,Estudiantes
2225826,55,Carlos Luna,Emiliano Ellacopulos,Tigre
2225826,69,Sebastián Rusculleda,Lucas Wilchez,Tigre
2225826,77,Pablo Vitti,Lucas Janson,Tigre
2225826,73,Milton Caraglio,Roberto Nanni,Vélez Sarsfield
2225826,78,Yamil Asad,Leonardo Rolón,Vélez Sarsfield
2225826,90,Matías Pérez Acuña,Lucas Pratto,Vélez Sarsfield
2225829,72,Víctor Ayala,Silvio Romero,Lanús
2225829,80,Óscar Benítez,Lautaro Acosta,Lanús
2225829,88,Iván Bella,Jorge Valdez Chamorro,Lanús
2225829,46,Jerry Bengtson,Lucas Aveldaño,Belgrano de Córdoba
2225829,65,César Mansanelli,Lucas Zelarayán,Belgrano de Córdoba
2225829,77,Fernando Márquez,Lucas Pittinari,Belgrano de Córdoba
2225825,68,Matías Catalán,Héctor Villalba,San Lorenzo
2225825,73,Martín Cauteruccio,Pablo Barrientos,San Lorenzo
2225825,77,Nicolás Blandi,Mauro Matos,San Lorenzo
2225825,55,Miguel Borja,Agustin Vuletich,Olimpo de Bahía Blanca
2225825,58,Juan Olivares,Juan Sills,Olimpo de Bahía Blanca
2225825,72,Orlando Gaona,Jacobo Mansilla,Olimpo de Bahía Blanca
2225831,40,Victor Figueroa,Raúl Villalba,Newells Old Boys
2225831,74,Martín Tonso,Mauricio Tévez,Newells Old Boys
2225831,71,Ezequiel Bonifacio,Jorge Rojas,Gimnasia de La Plata
2225831,88,David Distéfano,Javier Mendoza,Gimnasia de La Plata
2225831,90,Oliver Paz Benítez,Ignacio Fernández,Gimnasia de La Plata
2225836,83,Orlando Gaona,Juan Olivares,Olimpo de Bahía Blanca
2225836,89,José Lincopán,Mauricio Cuero,Olimpo de Bahía Blanca
2225836,46,Pablo Vitti,Lucas Janson,Tigre
2225836,46,Sebastián Rincón,Joaquín Arzura,Tigre
2225836,66,Walter Acevedo,Gabriel Peñalba,Tigre
2225838,65,Juan García,Lihué Prichoda,Banfield
2225838,65,Enzo Trinidad,Omar Zarif,Banfield
2225838,74,Jonathan Requena,Nicolás Domingo,Banfield
2225838,9,Carlos Casteglione,Juan Tejera,Defensa y Justicia
2225838,66,Mariano Barbieri,Leandro González,Defensa y Justicia
2225838,85,Leandro Fioravanti,Brian Fernández,Defensa y Justicia
2225835,61,Milton Caraglio,Roberto Nanni,Vélez Sarsfield
2225835,75,Yamil Asad,Jorge Correa,Vélez Sarsfield
2225835,80,Brian Ferreira,Leonardo Rolón,Vélez Sarsfield
2225835,45,Ramiro Carrera,Jorge Báez,Arsenal de Sarandí
2225835,69,Milton Céliz,Sebastián Palacios,Arsenal de Sarandí
2225835,83,Pablo Burzio,José San Román,Arsenal de Sarandí
2225834,65,Matías Aguirregaray,Ezequiel Cerutti,Estudiantes
2225834,74,Diego Vera,Joaquín Correa,Estudiantes
2225834,77,Gabriel Graciani,Carlos Auzqui,Estudiantes
2225834,35,Francisco Pizzini,Iván Pérez,Independiente
2225834,73,Martín Benítez,Daniel Montenegro,Independiente
2225834,86,Sebastian Penco,Lucas Villalba,Independiente
2225837,64,Ricardo Centurión,Marcos Acuña,Racing Club
2225837,76,Facundo Castillón,Diego Milito,Racing Club
2225837,89,Gastón Campi,Gastón Díaz,Racing Club
2225837,59,Nicolás Blandi,Martín Cauteruccio,San Lorenzo
2225837,68,Néstor Ortigoza,Facundo Quignón,San Lorenzo
2225830,79,Lucas Boyé,Rodrigo Mora,River Plate
2225830,86,Sebastián Driussi,Leonardo Pisculichi,River Plate
2225830,90,Osmar Ferreyra,Teófilo Gutiérrez,River Plate
2225830,31,Pablo Becker,Antonio Medina,Rosario Central
2225830,46,Fernando Barrientos,Nery Domínguez,Rosario Central
2225830,78,Walter Acuña,Franco Niell,Rosario Central
2225832,55,Julio Furch,Jerry Bengtson,Belgrano de Córdoba
2225832,73,Emiliano Rigoni,Jorge Velázquez,Belgrano de Córdoba
2225832,79,César Mansanelli,Lucas Zelarayán,Belgrano de Córdoba
2225832,46,Gonzalo Castellani,Fernando Gago,Boca Juniors
2225832,68,Jonathan Calleri,Juan Martínez,Boca Juniors
2225832,80,José Fuenzalida,Cristian Erbes,Boca Juniors
2225839,69,Matías Morales,Arnaldo González,Quilmes
2225839,70,Sergio Hipperdinger,Brian Sarmiento,Quilmes
2225839,78,Adrián Fernández,Gonzalo Klusener,Quilmes
2225839,65,Jonathan Chávez,Daniel González,Godoy Cruz
2225839,65,Leandro Fernández,Claudio Aquino,Godoy Cruz
2225839,83,Juan Garro,Lucas Ceballos,Godoy Cruz
2225833,67,Joel Sacks,Federico González,Atlético Rafaela
2225833,73,Germán Rodríguez Rojas,Nicolás Royón,Atlético Rafaela
2225833,84,Matías Fissore,Walter Serrano,Atlético Rafaela
2225833,64,Iván Bella,Jorge Valdez Chamorro,Lanús
2225833,76,Víctor Ayala,Carlos Araujo,Lanús
2225847,70,Hernán Fredes,Nicolás Aguirre,Arsenal de Sarandí
2225847,76,Milton Céliz,Sebastián Palacios,Arsenal de Sarandí
2225847,80,Pablo Burzio,Ramiro Carrera,Arsenal de Sarandí
2225847,64,Adrían Martínez,David Vega,Olimpo de Bahía Blanca
2225847,77,Agustin Vuletich,Juan Olivares,Olimpo de Bahía Blanca
2225847,80,Orlando Gaona,Mauricio Cuero,Olimpo de Bahía Blanca
2225846,69,Facundo Bertoglio,Kevin Itabel,Tigre
2225846,79,Sebastián Rincón,Carlos Luna,Tigre
2225846,85,Walter Acevedo,Joaquín Arzura,Tigre
2225846,32,Ricardo Centurión,Marcos Acuña,Racing Club
2225846,57,Diego Villar,Gastón Díaz,Racing Club
2225846,75,Facundo Castro,Diego Milito,Racing Club
