GameID,League,Season,Date,HomeTeam,AwayTeam,Result
8637536,braseriea,2017-2018,14.04.2018,Cruzeiro EC,Grêmio Porto Alegre,0:1
8637539,braseriea,2017-2018,15.04.2018,EC Vitória BA,Flamengo RJ,2:2
8637543,braseriea,2017-2018,15.04.2018,Santos FC,Ceará SC,2:0
8637538,braseriea,2017-2018,15.04.2018,América MG,Sport Club Recife,3:0
8637540,braseriea,2017-2018,15.04.2018,Vasco da Gama,Atlético Mineiro,2:1
8637544,braseriea,2017-2018,15.04.2018,Corinthians SP,Fluminense RJ,2:1
8637545,braseriea,2017-2018,15.04.2018,Internacional,EC Bahia,2:0
8637537,braseriea,2017-2018,16.04.2018,Atlético Paranaense,Chapecoense,5:1
8637541,braseriea,2017-2018,17.04.2018,Botafogo RJ,SE Palmeiras,1:1
8637542,braseriea,2017-2018,17.04.2018,São Paulo FC,Paraná Clube,1:0
8637549,braseriea,2017-2018,21.04.2018,EC Bahia,Santos FC,1:0
8637551,braseriea,2017-2018,22.04.2018,Flamengo RJ,América MG,2:0
8637547,braseriea,2017-2018,22.04.2018,Paraná Clube,Corinthians SP,0:4
8637546,braseriea,2017-2018,22.04.2018,Atlético Mineiro,EC Vitória BA,2:1
8637548,braseriea,2017-2018,22.04.2018,Chapecoense,Vasco da Gama,1:1
8637550,braseriea,2017-2018,22.04.2018,Fluminense RJ,Cruzeiro EC,1:0
8637552,braseriea,2017-2018,22.04.2018,Ceará SC,São Paulo FC,0:0
8637554,braseriea,2017-2018,22.04.2018,SE Palmeiras,Internacional,1:0
8637555,braseriea,2017-2018,23.04.2018,Grêmio Porto Alegre,Atlético Paranaense,0:0
8637553,braseriea,2017-2018,24.04.2018,Sport Club Recife,Botafogo RJ,1:1
8637561,braseriea,2017-2018,28.04.2018,Botafogo RJ,Grêmio Porto Alegre,2:1
8637556,braseriea,2017-2018,29.04.2018,Atlético Mineiro,Corinthians SP,1:0
8637557,braseriea,2017-2018,29.04.2018,Paraná Clube,Sport Club Recife,1:2
8637559,braseriea,2017-2018,29.04.2018,EC Bahia,Atlético Paranaense,0:0
8637560,braseriea,2017-2018,29.04.2018,Fluminense RJ,São Paulo FC,1:1
8637562,braseriea,2017-2018,29.04.2018,Ceará SC,Flamengo RJ,0:3
8637564,braseriea,2017-2018,29.04.2018,SE Palmeiras,Chapecoense,0:0
8637565,braseriea,2017-2018,30.04.2018,Internacional,Cruzeiro EC,0:0
8637558,braseriea,2017-2018,01.05.2018,América MG,EC Vitória BA,2:1
8637570,braseriea,2017-2018,06.05.2018,Vasco da Gama,América MG,4:1
8637572,braseriea,2017-2018,06.05.2018,São Paulo FC,Atlético Mineiro,2:2
8637574,braseriea,2017-2018,06.05.2018,Corinthians SP,Ceará SC,1:1
8637566,braseriea,2017-2018,06.05.2018,Cruzeiro EC,Botafogo RJ,1:0
8637567,braseriea,2017-2018,06.05.2018,Atlético Paranaense,SE Palmeiras,1:3
8637569,braseriea,2017-2018,06.05.2018,EC Vitória BA,Fluminense RJ,1:2
8637571,braseriea,2017-2018,06.05.2018,Flamengo RJ,Internacional,2:0
8637573,braseriea,2017-2018,07.05.2018,Sport Club Recife,EC Bahia,2:0
8637575,braseriea,2017-2018,07.05.2018,Grêmio Porto Alegre,Santos FC,5:1
8637568,braseriea,2017-2018,08.05.2018,Chapecoense,Paraná Clube,1:1
8637585,braseriea,2017-2018,12.05.2018,Grêmio Porto Alegre,Internacional,0:0
8637576,braseriea,2017-2018,13.05.2018,Cruzeiro EC,Sport Club Recife,2:0
8637577,braseriea,2017-2018,13.05.2018,Atlético Paranaense,Atlético Mineiro,1:2
8637578,braseriea,2017-2018,13.05.2018,Chapecoense,Flamengo RJ,3:2
8637579,braseriea,2017-2018,13.05.2018,EC Bahia,São Paulo FC,2:2
8637580,braseriea,2017-2018,13.05.2018,Vasco da Gama,EC Vitória BA,2:3
8637584,braseriea,2017-2018,13.05.2018,Corinthians SP,SE Palmeiras,1:0
8637583,braseriea,2017-2018,14.05.2018,Santos FC,Paraná Clube,3:1
8637581,braseriea,2017-2018,15.05.2018,Botafogo RJ,Fluminense RJ,2:1
8637582,braseriea,2017-2018,15.05.2018,Ceará SC,América MG,2:2
8637586,braseriea,2017-2018,19.05.2018,Atlético Mineiro,Cruzeiro EC,1:0
8637591,braseriea,2017-2018,20.05.2018,Flamengo RJ,Vasco da Gama,1:1
8637594,braseriea,2017-2018,20.05.2018,SE Palmeiras,EC Bahia,3:0
8637589,braseriea,2017-2018,20.05.2018,EC Vitória BA,Ceará SC,2:1
8637587,braseriea,2017-2018,20.05.2018,Paraná Clube,Grêmio Porto Alegre,0:0
8637588,braseriea,2017-2018,20.05.2018,América MG,Botafogo RJ,1:0
8637592,braseriea,2017-2018,20.05.2018,São Paulo FC,Santos FC,1:0
8637593,braseriea,2017-2018,20.05.2018,Sport Club Recife,Corinthians SP,1:1
8637590,braseriea,2017-2018,21.05.2018,Fluminense RJ,Atlético Paranaense,2:0
8637595,braseriea,2017-2018,22.05.2018,Internacional,Chapecoense,3:0
8637600,braseriea,2017-2018,26.05.2018,Fluminense RJ,Chapecoense,3:1
8637604,braseriea,2017-2018,27.05.2018,SE Palmeiras,Sport Club Recife,2:3
8637596,braseriea,2017-2018,27.05.2018,Atlético Mineiro,Flamengo RJ,0:1
8637597,braseriea,2017-2018,27.05.2018,Paraná Clube,Atlético Paranaense,0:0
8637599,braseriea,2017-2018,27.05.2018,EC Bahia,Vasco da Gama,3:0
8637601,braseriea,2017-2018,27.05.2018,Botafogo RJ,EC Vitória BA,1:1
8637603,braseriea,2017-2018,27.05.2018,Santos FC,Cruzeiro EC,0:1
8637605,braseriea,2017-2018,27.05.2018,Internacional,Corinthians SP,2:1
8637598,braseriea,2017-2018,28.05.2018,América MG,São Paulo FC,1:3
8637602,braseriea,2017-2018,28.05.2018,Ceará SC,Grêmio Porto Alegre,0:1
8637609,braseriea,2017-2018,31.05.2018,EC Vitória BA,Internacional,2:3
