GameID,League,Season,Date,HomeTeam,AwayTeam,Result
2406920,AUTBundesliga,2015-2016,25.07.2015,SV Mattersburg,RB Salzburg,2:1
2406922,AUTBundesliga,2015-2016,25.07.2015,Sturm Graz,FC Admira Wacker,1:1
2406924,AUTBundesliga,2015-2016,25.07.2015,Rapid Wien,SV Ried,3:0
2406926,AUTBundesliga,2015-2016,25.07.2015,SV Grödig,SCR Altach,2:1
2406928,AUTBundesliga,2015-2016,26.07.2015,Wolfsberger AC,Austria Wien,0:2
2406930,AUTBundesliga,2015-2016,01.08.2015,RB Salzburg,Rapid Wien,1:2
2406934,AUTBundesliga,2015-2016,01.08.2015,FC Admira Wacker,SV Mattersburg,2:1
2406932,AUTBundesliga,2015-2016,02.08.2015,SV Ried,Wolfsberger AC,0:0
2406936,AUTBundesliga,2015-2016,02.08.2015,Austria Wien,SCR Altach,3:1
2406938,AUTBundesliga,2015-2016,02.08.2015,Sturm Graz,SV Grödig,1:1
2406940,AUTBundesliga,2015-2016,08.08.2015,SV Grödig,Austria Wien,2:2
2406942,AUTBundesliga,2015-2016,08.08.2015,SV Mattersburg,SV Ried,4:1
2406946,AUTBundesliga,2015-2016,08.08.2015,FC Admira Wacker,RB Salzburg,2:2
2406948,AUTBundesliga,2015-2016,09.08.2015,SCR Altach,Sturm Graz,0:1
2406944,AUTBundesliga,2015-2016,09.08.2015,Rapid Wien,Wolfsberger AC,2:1
2406950,AUTBundesliga,2015-2016,11.08.2015,SV Ried,RB Salzburg,1:4
2406952,AUTBundesliga,2015-2016,12.08.2015,Wolfsberger AC,Sturm Graz,0:2
2406954,AUTBundesliga,2015-2016,12.08.2015,SCR Altach,SV Mattersburg,3:1
2406956,AUTBundesliga,2015-2016,12.08.2015,SV Grödig,FC Admira Wacker,2:3
2406958,AUTBundesliga,2015-2016,12.08.2015,Austria Wien,Rapid Wien,2:5
2406960,AUTBundesliga,2015-2016,15.08.2015,Austria Wien,SV Mattersburg,5:1
2406962,AUTBundesliga,2015-2016,15.08.2015,FC Admira Wacker,SV Ried,3:1
2406964,AUTBundesliga,2015-2016,15.08.2015,Wolfsberger AC,SV Grödig,3:2
2406966,AUTBundesliga,2015-2016,15.08.2015,RB Salzburg,SCR Altach,2:0
2406972,AUTBundesliga,2015-2016,16.08.2015,Sturm Graz,Rapid Wien,2:2
2406982,AUTBundesliga,2015-2016,22.08.2015,Rapid Wien,SV Grödig,3:0
2406986,AUTBundesliga,2015-2016,22.08.2015,SV Ried,Sturm Graz,1:0
2406988,AUTBundesliga,2015-2016,22.08.2015,SV Mattersburg,Wolfsberger AC,1:0
2406980,AUTBundesliga,2015-2016,23.08.2015,RB Salzburg,Austria Wien,2:2
