GameID,League,Season,Date,HomeTeam,AwayTeam,Result
2517459,argprimeradivision,2015-2016,05.02.2016,Banfield,Gimnasia de La Plata,2:0
2517466,argprimeradivision,2015-2016,05.02.2016,Huracán,Atlético Rafaela,0:1
2517463,argprimeradivision,2015-2016,06.02.2016,Rosario Central,Godoy Cruz,1:0
2517464,argprimeradivision,2015-2016,06.02.2016,Aldosivi,Olimpo de Bahía Blanca,3:0
2517465,argprimeradivision,2015-2016,06.02.2016,Argentinos Juniors,Tigre,1:1
2517458,argprimeradivision,2015-2016,06.02.2016,Patronato de Paraná,San Lorenzo,2:2
2517471,argprimeradivision,2015-2016,06.02.2016,San Martín de San Juan,Newells Old Boys,2:1
2517469,argprimeradivision,2015-2016,07.02.2016,Temperley,Boca Juniors,0:0
2517462,argprimeradivision,2015-2016,07.02.2016,Independiente,Belgrano de Córdoba,1:0
2517468,argprimeradivision,2015-2016,07.02.2016,Defensa y Justicia,Unión de Santa Fe,2:2
2517460,argprimeradivision,2015-2016,07.02.2016,Colón de Santa Fe,Arsenal de Sarandí,2:1
2517470,argprimeradivision,2015-2016,08.02.2016,Atlético Tucumán,Racing Club,2:1
2517467,argprimeradivision,2015-2016,08.02.2016,Estudiantes,Lanús,0:1
2517461,argprimeradivision,2015-2016,08.02.2016,River Plate,Quilmes,5:1
2517457,argprimeradivision,2015-2016,09.02.2016,Sarmiento de Junín,Vélez Sarsfield,1:0
2517475,argprimeradivision,2015-2016,12.02.2016,Arsenal de Sarandí,Banfield,3:1
2517482,argprimeradivision,2015-2016,12.02.2016,Unión de Santa Fe,Temperley,3:0
2517472,argprimeradivision,2015-2016,13.02.2016,Godoy Cruz,Independiente,1:1
2517474,argprimeradivision,2015-2016,13.02.2016,Quilmes,Colón de Santa Fe,2:4
2517477,argprimeradivision,2015-2016,13.02.2016,San Lorenzo,Sarmiento de Junín,2:1
2517484,argprimeradivision,2015-2016,13.02.2016,Atlético Rafaela,Estudiantes,0:1
2517486,argprimeradivision,2015-2016,13.02.2016,Aldosivi,Argentinos Juniors,3:2
2517478,argprimeradivision,2015-2016,14.02.2016,Vélez Sarsfield,Olimpo de Bahía Blanca,2:1
2517480,argprimeradivision,2015-2016,14.02.2016,Racing Club,San Martín de San Juan,2:2
2517479,argprimeradivision,2015-2016,14.02.2016,Rosario Central,Newells Old Boys,2:0
2517483,argprimeradivision,2015-2016,14.02.2016,Lanús,Defensa y Justicia,2:1
2517476,argprimeradivision,2015-2016,14.02.2016,Gimnasia de La Plata,Patronato de Paraná,3:2
2517481,argprimeradivision,2015-2016,14.02.2016,Boca Juniors,Atlético Tucumán,0:1
2517473,argprimeradivision,2015-2016,15.02.2016,Belgrano de Córdoba,River Plate,3:2
2517485,argprimeradivision,2015-2016,17.03.2016,Tigre,Huracán,1:2
2517487,argprimeradivision,2015-2016,16.02.2016,Olimpo de Bahía Blanca,San Lorenzo,0:2
2517490,argprimeradivision,2015-2016,16.02.2016,Banfield,Quilmes,1:1
2517494,argprimeradivision,2015-2016,17.02.2016,Argentinos Juniors,Vélez Sarsfield,0:3
2517497,argprimeradivision,2015-2016,17.02.2016,Defensa y Justicia,Atlético Rafaela,4:1
2517501,argprimeradivision,2015-2016,17.02.2016,Newells Old Boys,Racing Club,5:0
2517489,argprimeradivision,2015-2016,17.02.2016,Patronato de Paraná,Arsenal de Sarandí,0:0
2517493,argprimeradivision,2015-2016,17.02.2016,Independiente,Rosario Central,0:2
2517500,argprimeradivision,2015-2016,18.02.2016,San Martín de San Juan,Boca Juniors,0:1
2517488,argprimeradivision,2015-2016,18.02.2016,Sarmiento de Junín,Gimnasia de La Plata,1:3
2517496,argprimeradivision,2015-2016,18.02.2016,Estudiantes,Tigre,1:1
2517491,argprimeradivision,2015-2016,18.02.2016,Colón de Santa Fe,Belgrano de Córdoba,3:0
2517498,argprimeradivision,2015-2016,18.02.2016,Temperley,Lanús,0:1
2517492,argprimeradivision,2015-2016,19.02.2016,River Plate,Godoy Cruz,1:2
2517499,argprimeradivision,2015-2016,19.02.2016,Atlético Tucumán,Unión de Santa Fe,2:0
2517495,argprimeradivision,2015-2016,24.03.2016,Huracán,Aldosivi,2:0
2517508,argprimeradivision,2015-2016,20.02.2016,San Lorenzo,Vélez Sarsfield,3:2
2517507,argprimeradivision,2015-2016,20.02.2016,Gimnasia de La Plata,Olimpo de Bahía Blanca,1:0
2517510,argprimeradivision,2015-2016,21.02.2016,Boca Juniors,Newells Old Boys,4:1
2517504,argprimeradivision,2015-2016,21.02.2016,Belgrano de Córdoba,Banfield,0:0
2517514,argprimeradivision,2015-2016,21.02.2016,Tigre,Defensa y Justicia,0:2
2517503,argprimeradivision,2015-2016,21.02.2016,Godoy Cruz,Colón de Santa Fe,4:1
2517509,argprimeradivision,2015-2016,21.02.2016,Independiente,Racing Club,1:1
2517502,argprimeradivision,2015-2016,22.02.2016,Rosario Central,River Plate,3:3
2517505,argprimeradivision,2015-2016,22.02.2016,Quilmes,Patronato de Paraná,2:2
2517506,argprimeradivision,2015-2016,23.02.2016,Arsenal de Sarandí,Sarmiento de Junín,2:0
2517511,argprimeradivision,2015-2016,23.02.2016,Unión de Santa Fe,San Martín de San Juan,1:1
2517513,argprimeradivision,2015-2016,23.02.2016,Atlético Rafaela,Temperley,0:2
2517512,argprimeradivision,2015-2016,24.02.2016,Lanús,Atlético Tucumán,1:0
2517515,argprimeradivision,2015-2016,24.02.2016,Aldosivi,Estudiantes,1:2
2517516,argprimeradivision,2015-2016,29.03.2016,Argentinos Juniors,Huracán,0:0
2517530,argprimeradivision,2015-2016,26.02.2016,Newells Old Boys,Unión de Santa Fe,1:1
2517521,argprimeradivision,2015-2016,27.02.2016,Banfield,Godoy Cruz,2:3
2517519,argprimeradivision,2015-2016,27.02.2016,Sarmiento de Junín,Quilmes,2:2
2517525,argprimeradivision,2015-2016,27.02.2016,Estudiantes,Argentinos Juniors,4:1
2517524,argprimeradivision,2015-2016,27.02.2016,Huracán,San Lorenzo,1:1
2517526,argprimeradivision,2015-2016,27.02.2016,Defensa y Justicia,Aldosivi,4:0
2517520,argprimeradivision,2015-2016,28.02.2016,Patronato de Paraná,Belgrano de Córdoba,2:1
2517522,argprimeradivision,2015-2016,28.02.2016,Colón de Santa Fe,Rosario Central,0:3
2517518,argprimeradivision,2015-2016,28.02.2016,Olimpo de Bahía Blanca,Arsenal de Sarandí,2:1
2517528,argprimeradivision,2015-2016,28.02.2016,Atlético Tucumán,Atlético Rafaela,3:0
2517531,argprimeradivision,2015-2016,28.02.2016,Racing Club,Boca Juniors,1:0
2517529,argprimeradivision,2015-2016,29.02.2016,San Martín de San Juan,Lanús,2:2
2517517,argprimeradivision,2015-2016,29.02.2016,Vélez Sarsfield,Gimnasia de La Plata,2:1
2517523,argprimeradivision,2015-2016,01.03.2016,River Plate,Independiente,1:0
2517527,argprimeradivision,2015-2016,01.03.2016,Temperley,Tigre,2:0
2517536,argprimeradivision,2015-2016,04.03.2016,Quilmes,Olimpo de Bahía Blanca,1:1
2517545,argprimeradivision,2015-2016,04.03.2016,Argentinos Juniors,Defensa y Justicia,1:5
2517537,argprimeradivision,2015-2016,05.03.2016,Arsenal de Sarandí,Vélez Sarsfield,1:0
2517541,argprimeradivision,2015-2016,05.03.2016,Lanús,Newells Old Boys,3:0
2517542,argprimeradivision,2015-2016,05.03.2016,Atlético Rafaela,San Martín de San Juan,1:2
2517546,argprimeradivision,2015-2016,05.03.2016,Huracán,Estudiantes,1:0
2517535,argprimeradivision,2015-2016,05.03.2016,Belgrano de Córdoba,Sarmiento de Junín,3:0
2517538,argprimeradivision,2015-2016,05.03.2016,Gimnasia de La Plata,San Lorenzo,0:0
2517532,argprimeradivision,2015-2016,06.03.2016,Independiente,Colón de Santa Fe,4:1
2517539,argprimeradivision,2015-2016,06.03.2016,River Plate,Boca Juniors,0:0
2517533,argprimeradivision,2015-2016,06.03.2016,Rosario Central,Banfield,2:2
2517544,argprimeradivision,2015-2016,06.03.2016,Aldosivi,Temperley,1:1
2517540,argprimeradivision,2015-2016,07.03.2016,Unión de Santa Fe,Racing Club,3:6
2517543,argprimeradivision,2015-2016,07.03.2016,Tigre,Atlético Tucumán,5:0
2517534,argprimeradivision,2015-2016,08.03.2016,Godoy Cruz,Patronato de Paraná,3:1
2517560,argprimeradivision,2015-2016,12.03.2016,Racing Club,Lanús,2:1
2517559,argprimeradivision,2015-2016,12.03.2016,Newells Old Boys,Atlético Rafaela,1:1
2517549,argprimeradivision,2015-2016,12.03.2016,Olimpo de Bahía Blanca,Belgrano de Córdoba,2:0
2517555,argprimeradivision,2015-2016,12.03.2016,Defensa y Justicia,Huracán,0:2
2517552,argprimeradivision,2015-2016,12.03.2016,Banfield,Independiente,1:3
2517558,argprimeradivision,2015-2016,12.03.2016,San Martín de San Juan,Tigre,1:0
2517547,argprimeradivision,2015-2016,13.03.2016,San Lorenzo,Arsenal de Sarandí,0:2
2517556,argprimeradivision,2015-2016,13.03.2016,Temperley,Argentinos Juniors,0:0
2517551,argprimeradivision,2015-2016,13.03.2016,Patronato de Paraná,Rosario Central,1:0
2517554,argprimeradivision,2015-2016,13.03.2016,Estudiantes,Gimnasia de La Plata,3:0
2517553,argprimeradivision,2015-2016,14.03.2016,Colón de Santa Fe,River Plate,4:1
2517557,argprimeradivision,2015-2016,14.03.2016,Atlético Tucumán,Aldosivi,1:1
2517550,argprimeradivision,2015-2016,14.03.2016,Sarmiento de Junín,Godoy Cruz,0:0
2517561,argprimeradivision,2015-2016,15.03.2016,Boca Juniors,Unión de Santa Fe,2:1
2517548,argprimeradivision,2015-2016,28.03.2016,Vélez Sarsfield,Quilmes,1:2
2517568,argprimeradivision,2015-2016,18.03.2016,Arsenal de Sarandí,Gimnasia de La Plata,0:1
2517573,argprimeradivision,2015-2016,18.03.2016,Aldosivi,San Martín de San Juan,2:2
2517576,argprimeradivision,2015-2016,19.03.2016,Estudiantes,Defensa y Justicia,2:1
2517566,argprimeradivision,2015-2016,19.03.2016,Belgrano de Córdoba,Vélez Sarsfield,2:3
2517569,argprimeradivision,2015-2016,19.03.2016,Colón de Santa Fe,Unión de Santa Fe,0:3
2517565,argprimeradivision,2015-2016,19.03.2016,Godoy Cruz,Olimpo de Bahía Blanca,1:0
2517574,argprimeradivision,2015-2016,19.03.2016,Argentinos Juniors,Atlético Tucumán,0:3
2517563,argprimeradivision,2015-2016,20.03.2016,Independiente,Patronato de Paraná,2:1
2517567,argprimeradivision,2015-2016,20.03.2016,Quilmes,San Lorenzo,3:0
2517562,argprimeradivision,2015-2016,20.03.2016,River Plate,Banfield,1:1
2517575,argprimeradivision,2015-2016,20.03.2016,Huracán,Temperley,4:2
2517570,argprimeradivision,2015-2016,21.03.2016,Lanús,Boca Juniors,2:0
2517564,argprimeradivision,2015-2016,21.03.2016,Rosario Central,Sarmiento de Junín,1:0
2517571,argprimeradivision,2015-2016,22.03.2016,Atlético Rafaela,Racing Club,3:6
2517572,argprimeradivision,2015-2016,22.03.2016,Tigre,Newells Old Boys,3:3
2517586,argprimeradivision,2015-2016,02.04.2016,Atlético Tucumán,Huracán,2:1
2517580,argprimeradivision,2015-2016,02.04.2016,Olimpo de Bahía Blanca,Rosario Central,1:1
2517585,argprimeradivision,2015-2016,02.04.2016,Temperley,Estudiantes,1:3
2517589,argprimeradivision,2015-2016,02.04.2016,Racing Club,Tigre,3:3
2517590,argprimeradivision,2015-2016,02.04.2016,Boca Juniors,Atlético Rafaela,3:0
2517582,argprimeradivision,2015-2016,03.04.2016,Patronato de Paraná,River Plate,2:1
2517583,argprimeradivision,2015-2016,03.04.2016,Banfield,Colón de Santa Fe,1:1
2517588,argprimeradivision,2015-2016,03.04.2016,Newells Old Boys,Aldosivi,1:1
2517578,argprimeradivision,2015-2016,03.04.2016,San Lorenzo,Belgrano de Córdoba,3:2
2517587,argprimeradivision,2015-2016,03.04.2016,San Martín de San Juan,Argentinos Juniors,2:0
2517584,argprimeradivision,2015-2016,03.04.2016,Defensa y Justicia,Arsenal de Sarandí,0:1
2517579,argprimeradivision,2015-2016,04.04.2016,Vélez Sarsfield,Godoy Cruz,1:4
2517581,argprimeradivision,2015-2016,04.04.2016,Sarmiento de Junín,Independiente,0:0
2517577,argprimeradivision,2015-2016,05.04.2016,Gimnasia de La Plata,Quilmes,1:0
2517591,argprimeradivision,2015-2016,05.04.2016,Unión de Santa Fe,Lanús,0:4
2517592,argprimeradivision,2015-2016,09.04.2016,Colón de Santa Fe,Patronato de Paraná,2:2
2517596,argprimeradivision,2015-2016,09.04.2016,Godoy Cruz,San Lorenzo,0:1
2517604,argprimeradivision,2015-2016,09.04.2016,Huracán,San Martín de San Juan,4:3
2517593,argprimeradivision,2015-2016,09.04.2016,River Plate,Sarmiento de Junín,2:2
2517606,argprimeradivision,2015-2016,09.04.2016,Defensa y Justicia,Temperley,2:1
2517594,argprimeradivision,2015-2016,10.04.2016,Independiente,Olimpo de Bahía Blanca,0:0
2517599,argprimeradivision,2015-2016,10.04.2016,Banfield,Lanús,0:2
2517603,argprimeradivision,2015-2016,10.04.2016,Argentinos Juniors,Newells Old Boys,0:0
2517595,argprimeradivision,2015-2016,10.04.2016,Rosario Central,Vélez Sarsfield,2:3
2517602,argprimeradivision,2015-2016,10.04.2016,Aldosivi,Racing Club,2:1
2517601,argprimeradivision,2015-2016,11.04.2016,Tigre,Boca Juniors,2:0
2517597,argprimeradivision,2015-2016,11.04.2016,Belgrano de Córdoba,Gimnasia de La Plata,3:0
2517598,argprimeradivision,2015-2016,12.04.2016,Quilmes,Arsenal de Sarandí,1:4
2517600,argprimeradivision,2015-2016,12.04.2016,Atlético Rafaela,Unión de Santa Fe,1:1
2517605,argprimeradivision,2015-2016,12.04.2016,Estudiantes,Atlético Tucumán,3:2
2517612,argprimeradivision,2015-2016,16.04.2016,Sarmiento de Junín,Colón de Santa Fe,1:0
2517608,argprimeradivision,2015-2016,16.04.2016,Gimnasia de La Plata,Godoy Cruz,2:2
2517621,argprimeradivision,2015-2016,16.04.2016,Lanús,Atlético Rafaela,2:1
2517615,argprimeradivision,2015-2016,16.04.2016,Atlético Tucumán,Defensa y Justicia,3:1
2517617,argprimeradivision,2015-2016,16.04.2016,Newells Old Boys,Huracán,1:0
2517619,argprimeradivision,2015-2016,16.04.2016,Boca Juniors,Aldosivi,4:1
2517620,argprimeradivision,2015-2016,16.04.2016,Unión de Santa Fe,Tigre,1:0
2517618,argprimeradivision,2015-2016,17.04.2016,Racing Club,Argentinos Juniors,2:2
2517609,argprimeradivision,2015-2016,17.04.2016,San Lorenzo,Rosario Central,2:1
2517610,argprimeradivision,2015-2016,17.04.2016,Vélez Sarsfield,Independiente,0:2
2517614,argprimeradivision,2015-2016,17.04.2016,Temperley,Quilmes,2:0
2517616,argprimeradivision,2015-2016,17.04.2016,San Martín de San Juan,Estudiantes,0:2
2517611,argprimeradivision,2015-2016,18.04.2016,Olimpo de Bahía Blanca,River Plate,0:1
2517613,argprimeradivision,2015-2016,18.04.2016,Patronato de Paraná,Banfield,0:2
2517607,argprimeradivision,2015-2016,19.04.2016,Arsenal de Sarandí,Belgrano de Córdoba,3:3
2517633,argprimeradivision,2015-2016,23.04.2016,Atlético Rafaela,Patronato de Paraná,3:1
2517622,argprimeradivision,2015-2016,23.04.2016,Olimpo de Bahía Blanca,Aldosivi,2:1
2517624,argprimeradivision,2015-2016,23.04.2016,Vélez Sarsfield,Argentinos Juniors,1:0
2517629,argprimeradivision,2015-2016,23.04.2016,Unión de Santa Fe,Colón de Santa Fe,1:0
2517630,argprimeradivision,2015-2016,23.04.2016,Arsenal de Sarandí,Defensa y Justicia,0:0
2517626,argprimeradivision,2015-2016,23.04.2016,San Lorenzo,Huracán,1:0
2517636,argprimeradivision,2015-2016,23.04.2016,Godoy Cruz,San Martín de San Juan,1:0
2517631,argprimeradivision,2015-2016,23.04.2016,Lanús,Banfield,2:0
2517628,argprimeradivision,2015-2016,24.04.2016,Gimnasia de La Plata,Estudiantes,0:0
2517623,argprimeradivision,2015-2016,24.04.2016,Newells Old Boys,Rosario Central,0:0
2517627,argprimeradivision,2015-2016,24.04.2016,Boca Juniors,River Plate,0:0
2517625,argprimeradivision,2015-2016,24.04.2016,Racing Club,Independiente,0:0
