GameID,League,Season,Date,HomeTeam,AwayTeam,Result
2353374,braseriea,2014-2015,09.05.2015,SE Palmeiras,Atlético Mineiro,2:2
2353382,braseriea,2014-2015,09.05.2015,Chapecoense,Coritiba FC,2:1
2353375,braseriea,2014-2015,10.05.2015,Fluminense RJ,Joinville EC,1:0
2353377,braseriea,2014-2015,10.05.2015,Grêmio Porto Alegre,Ponte Preta,3:3
2353373,braseriea,2014-2015,10.05.2015,São Paulo FC,Flamengo RJ,2:1
2353378,braseriea,2014-2015,10.05.2015,Cruzeiro EC,Corinthians SP,0:1
2353380,braseriea,2014-2015,10.05.2015,Atlético Paranaense,Internacional,3:0
2353381,braseriea,2014-2015,10.05.2015,Sport Club Recife,Figueirense,4:1
2353376,braseriea,2014-2015,10.05.2015,Vasco da Gama,Goiás EC,0:0
2353379,braseriea,2014-2015,10.05.2015,Avaí FC,Santos FC,1:1
2353390,braseriea,2014-2015,16.05.2015,Coritiba FC,Grêmio Porto Alegre,2:0
2353391,braseriea,2014-2015,16.05.2015,Goiás EC,Atlético Paranaense,2:0
2353383,braseriea,2014-2015,17.05.2015,Corinthians SP,Chapecoense,1:0
2353389,braseriea,2014-2015,17.05.2015,Figueirense,Vasco da Gama,0:0
2353384,braseriea,2014-2015,17.05.2015,Santos FC,Cruzeiro EC,1:0
2353386,braseriea,2014-2015,17.05.2015,Flamengo RJ,Sport Club Recife,2:2
2353388,braseriea,2014-2015,17.05.2015,Atlético Mineiro,Fluminense RJ,4:1
2353385,braseriea,2014-2015,17.05.2015,Ponte Preta,São Paulo FC,1:0
2353387,braseriea,2014-2015,17.05.2015,Internacional,Avaí FC,1:0
2353392,braseriea,2014-2015,17.05.2015,Joinville EC,SE Palmeiras,0:0
2353393,braseriea,2014-2015,23.05.2015,São Paulo FC,Joinville EC,3:0
2353396,braseriea,2014-2015,23.05.2015,Vasco da Gama,Internacional,1:1
2353397,braseriea,2014-2015,24.05.2015,Grêmio Porto Alegre,Figueirense,1:0
2353394,braseriea,2014-2015,24.05.2015,SE Palmeiras,Goiás EC,0:1
2353395,braseriea,2014-2015,24.05.2015,Fluminense RJ,Corinthians SP,0:0
2353399,braseriea,2014-2015,24.05.2015,Avaí FC,Flamengo RJ,2:1
2353400,braseriea,2014-2015,24.05.2015,Atlético Paranaense,Atlético Mineiro,1:0
2353402,braseriea,2014-2015,24.05.2015,Chapecoense,Santos FC,1:0
2353398,braseriea,2014-2015,24.05.2015,Cruzeiro EC,Ponte Preta,1:1
2353401,braseriea,2014-2015,24.05.2015,Sport Club Recife,Coritiba FC,1:0
2353405,braseriea,2014-2015,30.05.2015,Ponte Preta,Chapecoense,3:1
2353410,braseriea,2014-2015,30.05.2015,Coritiba FC,Avaí FC,1:2
2353412,braseriea,2014-2015,31.05.2015,Joinville EC,Atlético Paranaense,1:2
2353404,braseriea,2014-2015,31.05.2015,Santos FC,Sport Club Recife,2:2
2353403,braseriea,2014-2015,31.05.2015,Corinthians SP,SE Palmeiras,0:2
2353407,braseriea,2014-2015,31.05.2015,Internacional,São Paulo FC,0:0
2353408,braseriea,2014-2015,31.05.2015,Atlético Mineiro,Vasco da Gama,3:0
2353411,braseriea,2014-2015,31.05.2015,Goiás EC,Grêmio Porto Alegre,1:1
2353406,braseriea,2014-2015,31.05.2015,Flamengo RJ,Fluminense RJ,2:3
2353409,braseriea,2014-2015,31.05.2015,Figueirense,Cruzeiro EC,2:1
2353416,braseriea,2014-2015,04.06.2015,Vasco da Gama,Ponte Preta,0:3
2353420,braseriea,2014-2015,04.06.2015,Atlético Paranaense,Figueirense,1:0
2353422,braseriea,2014-2015,04.06.2015,Chapecoense,Joinville EC,2:0
2353413,braseriea,2014-2015,04.06.2015,São Paulo FC,Santos FC,3:2
2353417,braseriea,2014-2015,04.06.2015,Grêmio Porto Alegre,Corinthians SP,3:1
2353418,braseriea,2014-2015,04.06.2015,Cruzeiro EC,Flamengo RJ,1:0
2353419,braseriea,2014-2015,04.06.2015,Avaí FC,Atlético Mineiro,1:4
2353415,braseriea,2014-2015,04.06.2015,Fluminense RJ,Coritiba FC,2:0
2353414,braseriea,2014-2015,05.06.2015,SE Palmeiras,Internacional,1:1
2353421,braseriea,2014-2015,05.06.2015,Sport Club Recife,Goiás EC,1:0
2353424,braseriea,2014-2015,06.06.2015,Santos FC,Ponte Preta,2:2
2353426,braseriea,2014-2015,06.06.2015,Flamengo RJ,Chapecoense,1:0
2353428,braseriea,2014-2015,06.06.2015,Atlético Mineiro,Cruzeiro EC,1:3
2353423,braseriea,2014-2015,07.06.2015,São Paulo FC,Grêmio Porto Alegre,2:0
2353430,braseriea,2014-2015,07.06.2015,Atlético Paranaense,Vasco da Gama,2:0
2353432,braseriea,2014-2015,07.06.2015,Joinville EC,Corinthians SP,0:1
2353427,braseriea,2014-2015,07.06.2015,Internacional,Coritiba FC,2:0
2353425,braseriea,2014-2015,08.06.2015,Fluminense RJ,Sport Club Recife,0:0
2353429,braseriea,2014-2015,08.06.2015,Figueirense,SE Palmeiras,2:1
2353431,braseriea,2014-2015,08.06.2015,Goiás EC,Avaí FC,0:1
