GameID,Minute,Player,Team,Card
1441046,25,Nicolás Aguirre,Arsenal de Sarandí,yellow
1441046,33,Pablo Lugüercio,Arsenal de Sarandí,yellow
1441046,75,Iván Marcone,Arsenal de Sarandí,yellow
1441046,90,Christian Campestrini,Arsenal de Sarandí,yellow
1441046,9,Fausto Montero,Unión de Santa Fe,yellow
1441046,37,Mauro Maidana,Unión de Santa Fe,yellow
1441046,65,Ricardo Mazacotte,Unión de Santa Fe,yellow
1441046,86,Pablo Miguez,Unión de Santa Fe,yellow
1441044,14,Alejandro Capurro,Argentinos Juniors,yellow
1441044,18,Gustavo Oberman,Argentinos Juniors,yellow
1441045,70,Fernando Ortiz,Racing Club,yellow
1441045,80,Ricardo Centurión,Racing Club,yellow
1441045,89,Javier Cámpora,Racing Club,yellow
1441045,37,Iván Juárez,Atlético Rafaela,yellow
1441045,75,Cristian Vella,Atlético Rafaela,yellow
1441045,80,Walter Serrano,Atlético Rafaela,yellow
1441052,36,Sebastián Prediger,Colón de Santa Fe,yellow
1441052,51,Adrián Bastía,Colón de Santa Fe,yellow
1441052,11,Guido Pizarro,Lanús,yellow
1441052,13,Carlos Izquierdoz,Lanús,yellow
1441052,48,Rodrigo Erramuspe,Lanús,yellow
1441052,60,Mario Regueiro,Lanús,yellow
1441049,18,Sebastián Romero,Quilmes,yellow
1441049,39,Wilfredo Olivera,Quilmes,yellow
1441049,18,Santiago Silva,Boca Juniors,red
1441049,24,Pablo Ledesma,Boca Juniors,yellow
1441049,65,Rolando Schiavi,Boca Juniors,yellow
1441053,15,Mauricio Sperdutti,Newells Old Boys,yellow
1441053,46,Paulo Rosales,Independiente,yellow
1441053,61,Claudio Morel,Independiente,yellow
1441053,74,Eduardo Tuzzio,Independiente,yellow
1441047,55,Emanuel Insúa,Godoy Cruz,yellow
1441047,70,Nicolás Olmedo,Godoy Cruz,yellow
1441047,12,Facundo Quiroga,All Boys,yellow
1441047,58,Juan Pablo Rodríguez,All Boys,yellow
1441047,64,Emanuel Perea,All Boys,yellow
1441047,81,Oscar Ahumada,All Boys,yellow
1441051,31,Juan Mercier,San Lorenzo,yellow
1441051,45,Franco Jara,San Lorenzo,yellow
1441051,40,Cristian Álvarez,San Martín de San Juan,yellow
1441050,71,Martín Aguirre,River Plate,yellow
1441050,73,Rogelio Funes Mori,River Plate,yellow
1441050,55,Gastón Turus,Belgrano de Córdoba,yellow
1441050,74,César Carranza,Belgrano de Córdoba,yellow
1441050,86,Juan Olave,Belgrano de Córdoba,yellow
1441050,88,Juan Olave,Belgrano de Córdoba,red
1441048,39,Diego Castaño,Tigre,yellow
1441048,60,Martín Galmarini,Tigre,yellow
1441048,67,Ezequiel Maggiolo,Tigre,yellow
1441048,67,Agustin Torassa,Tigre,yellow
1441048,80,Mariano Echeverría,Tigre,yellow
1441048,28,Marcos Angeleri,Estudiantes,yellow
1441048,57,Germán Ré,Estudiantes,yellow
1441048,75,Rodrigo Braña,Estudiantes,yellow
1441048,85,Leandro Desábato,Estudiantes,yellow
1441048,87,Guido Carrillo,Estudiantes,yellow
1441057,69,Luis Ardente,San Martín de San Juan,yellow
1441057,78,Mauro Bogado,San Martín de San Juan,yellow
1441057,51,Emmanuel Gigliotti,Colón de Santa Fe,yellow
1441057,74,Sebastián Prediger,Colón de Santa Fe,yellow
1441057,81,Maximiliano Caire,Colón de Santa Fe,yellow
1441057,85,Diego Pozo,Colón de Santa Fe,yellow
1441056,4,Diego Valeri,Lanús,yellow
1441056,55,Víctor Ayala,Lanús,yellow
1441056,66,Leandro Díaz,Lanús,red
1441056,42,Maxi Rodriguez,Newells Old Boys,yellow
1441056,63,Leonel Vangioni,Newells Old Boys,yellow
1441059,64,Rodrigo Braña,Estudiantes,yellow
1441059,77,Germán Ré,Estudiantes,yellow
1441059,62,Martín Aguirre,River Plate,yellow
1441059,72,Leonardo Ponzio,River Plate,yellow
1441059,81,Ramiro Funes Mori,River Plate,yellow
1441058,39,Gastón Turus,Belgrano de Córdoba,yellow
1441058,36,Luís Aguiar,San Lorenzo,yellow
1441058,48,Augusto Álvarez,San Lorenzo,yellow-red
1441061,54,Oscar Ahumada,All Boys,yellow
1441061,69,Juan Pablo Rodríguez,All Boys,yellow
1441061,72,Carlos Soto,All Boys,yellow
1441061,51,Joel Carli,Quilmes,yellow
1441061,59,Miguel Caneo,Quilmes,yellow
1441054,20,Miguel Torrén,Argentinos Juniors,yellow
1441054,40,Ariel Garcé,Argentinos Juniors,yellow
1441054,58,Gustavo Oberman,Argentinos Juniors,yellow
1441054,60,Santiago Nagüel,Argentinos Juniors,yellow
1441054,61,Matías Laba,Argentinos Juniors,yellow
1441054,76,Alejandro Capurro,Argentinos Juniors,yellow
1441054,20,Fernando Ortiz,Racing Club,yellow
1441054,59,Agustín Pelletieri,Racing Club,yellow
1441062,2,Ricardo Mazacotte,Unión de Santa Fe,yellow
1441062,36,Pablo Miguez,Unión de Santa Fe,red
1441062,22,Nicolás Olmedo,Godoy Cruz,yellow
1441062,33,Emanuel Insúa,Godoy Cruz,yellow
1441062,39,Gonzalo Castellani,Godoy Cruz,yellow
1441062,60,Nicolás Sánchez,Godoy Cruz,yellow
1441062,88,Jorge Curbelo,Godoy Cruz,yellow
1441060,71,Pablo Ledesma,Boca Juniors,yellow
1441060,22,Agustin Torassa,Tigre,yellow
1441060,84,Martín Galmarini,Tigre,yellow
1441063,37,Juan Eluchans,Atlético Rafaela,yellow
1441063,38,Sebastián Carrera,Atlético Rafaela,yellow
1441063,46,Martín Zbrun,Atlético Rafaela,yellow
1441063,90,Lucas Bovaglio,Atlético Rafaela,yellow
1441063,31,Hugo Nervo,Arsenal de Sarandí,yellow
