GameID,Minute,Scorer,Team
2406920,1,Markus Pink,SV Mattersburg
2406920,90,Alexander Ibser,SV Mattersburg
2406920,83,Naby Keïta,RB Salzburg
2406922,56,Josip Tadić,Sturm Graz
2406922,45,Dominik Starkl,FC Admira Wacker
2406924,48,Florian Kainz,Rapid Wien
2406924,84,Robert Berić,Rapid Wien
2406924,89,Louis Schaub,Rapid Wien
2406926,67,Timo Brauer,SV Grödig
2406926,74,Robert Strobl,SV Grödig
2406926,16,Hannes Aigner,SCR Altach
2406928,37,Alexander Gorgon,Austria Wien
2406928,59,Alexander Grünwald,Austria Wien
2406930,66,Dimitri Oberlin,RB Salzburg
2406930,15,Thanos Petsos,Rapid Wien
2406930,33,Stefan Schwab,Rapid Wien
2406934,30,Christoph Knasmüllner,FC Admira Wacker
2406934,69,Toni Vastić,FC Admira Wacker
2406934,88,Markus Pink,SV Mattersburg
2406936,29,Vanče Šikov,Austria Wien
2406936,59,Olarenwaju Kayode,Austria Wien
2406936,71,Alexander Gorgon,Austria Wien
2406936,34,César Ortiz,SCR Altach
2406938,73,Josip Tadić,Sturm Graz
2406938,41,Matthias Maak,SV Grödig
2406940,53,Benjamin Sulimani,SV Grödig
2406940,59,Lucas Venuto,SV Grödig
2406940,80,Harald Pichler,SV Grödig
2406940,64,Alexander Grünwald,Austria Wien
2406942,21,Mario Grgic,SV Mattersburg
2406942,39,Mario Grgic,SV Mattersburg
2406942,45,Markus Pink,SV Mattersburg
2406942,85,Michael Perlak,SV Mattersburg
2406942,23,Daniel Sikorski,SV Ried
2406946,17,Dominik Starkl,FC Admira Wacker
2406946,32,Markus Lackner,FC Admira Wacker
2406946,7,Yordy Reyna,RB Salzburg
2406946,34,Naby Keïta,RB Salzburg
2406948,70,Simon Piesinger,Sturm Graz
2406944,66,Florian Kainz,Rapid Wien
2406944,81,Florian Kainz,Rapid Wien
2406944,20,Christopher Wernitznig,Wolfsberger AC
2406950,89,Fabian Schubert,SV Ried
2406950,10,Takumi Minamino,RB Salzburg
2406950,26,Omer Damari,RB Salzburg
2406950,38,Takumi Minamino,RB Salzburg
2406950,43,Omer Damari,RB Salzburg
2406952,14,Josip Tadić,Sturm Graz
2406952,20,Donis Avdijaj,Sturm Graz
2406954,32,Boris Prokopič,SCR Altach
2406954,40,Alexander Pöllhuber,SCR Altach
2406954,83,Patrick Seeger,SCR Altach
2406954,63,Florian Templ,SV Mattersburg
2406956,38,Roman Wallner,SV Grödig
2406956,47,Harald Pichler,SV Grödig
2406956,58,Martin Rasner,SV Grödig
2406956,44,Eldis Bajrami,FC Admira Wacker
2406956,84,Toni Vastić,FC Admira Wacker
2406958,45,Alexander Gorgon,Austria Wien
2406958,72,Alexander Gorgon,Austria Wien
2406958,16,Stefan Stangl,Rapid Wien
2406958,27,Philipp Schobesberger,Rapid Wien
2406958,33,Stefan Schwab,Rapid Wien
2406958,56,Steffen Hofmann,Rapid Wien
2406958,66,Robert Berić,Rapid Wien
2406960,20,Alexander Gorgon,Austria Wien
2406960,42,Olarenwaju Kayode,Austria Wien
2406960,45,Alexander Gorgon,Austria Wien
2406960,87,Marco Meilinger,Austria Wien
2406960,90,Olarenwaju Kayode,Austria Wien
2406960,39,Karim Onisiwo,SV Mattersburg
2406962,7,Dominik Starkl,FC Admira Wacker
2406962,27,Dominik Starkl,FC Admira Wacker
2406962,47,Christoph Schösswendter,FC Admira Wacker
2406962,71,Fabian Schubert,SV Ried
2406964,25,Silvio,Wolfsberger AC
2406964,29,Christopher Wernitznig,Wolfsberger AC
2406964,33,Boris Hüttenbrenner,Wolfsberger AC
2406964,7,Roman Wallner,SV Grödig
2406964,21,Daniel Schütz,SV Grödig
2406966,5,Omer Damari,RB Salzburg
2406966,90,Naby Keïta,RB Salzburg
2406972,35,Anel Hadžić,Sturm Graz
2406972,45,Donis Avdijaj,Sturm Graz
2406972,88,Michael Madl,Sturm Graz
2406972,70,Robert Berić,Rapid Wien
2406982,67,Mario Sonnleitner,Rapid Wien
2406982,74,Deni Alar,Rapid Wien
2406982,90,Philipp Schobesberger,Rapid Wien
2406986,83,Daniel Sikorski,SV Ried
2406988,53,Thorsten Röcher,SV Mattersburg
2406980,25,Smail Prevljak,RB Salzburg
2406980,75,Stefan Lainer,RB Salzburg
2406980,17,Alexander Grünwald,Austria Wien
2406980,48,Olarenwaju Kayode,Austria Wien
2406984,90,Louis NGwat-Mahop,SCR Altach
2406984,39,Christoph Schösswendter,FC Admira Wacker
2406984,69,Markus Blutsch,FC Admira Wacker
2407006,60,Alexander Gorgon,Austria Wien
2406994,50,Deni Alar,Rapid Wien
2406994,82,Steffen Hofmann,Rapid Wien
2406994,39,Michael Perlak,SV Mattersburg
2406994,60,Thorsten Röcher,SV Mattersburg
2406994,63,Markus Pink,SV Mattersburg
2406994,77,Thorsten Mahrer,SV Mattersburg
2407004,7,Christian Derflinger,SV Grödig
2407004,20,Lucas Venuto,SV Grödig
2407004,72,Bernd Gschweidl,SV Grödig
2407004,45,Dieter Elsneg,SV Ried
2407004,90,Thomas Reifeltshammer,SV Ried
2406998,3,Lukas Spendlhofer,Sturm Graz
2406998,70,Anel Hadžić,Sturm Graz
2406998,88,Josip Tadić,Sturm Graz
2406998,54,Yordy Reyna,RB Salzburg
2406998,66,Takumi Minamino,RB Salzburg
2407000,14,Martin Harrer,SCR Altach
2407000,38,Dominik Hofbauer,SCR Altach
2407022,54,Martin Harrer,SCR Altach
2407022,88,Martin Harrer,SCR Altach
2407020,26,Andreas Ulmer,RB Salzburg
2407020,35,Takumi Minamino,RB Salzburg
2407020,51,Naby Keïta,RB Salzburg
2407020,71,Takumi Minamino,RB Salzburg
2407020,74,Jonathan Soriano,RB Salzburg
2407020,19,Lucas Venuto,SV Grödig
2407026,45,Raphael Holzhauser,Austria Wien
2407026,58,Gernot Trauner,SV Ried
2407032,14,Christoph Schösswendter,FC Admira Wacker
2407036,68,Patrick Farkas,SV Mattersburg
2407036,90,Patrick Farkas,SV Mattersburg
2407042,66,Andreas Gruber,Sturm Graz
2407042,76,Sascha Horvath,Sturm Graz
2407044,39,Issiaka Ouédraogo,Wolfsberger AC
2407044,47,Jonathan Soriano,RB Salzburg
2407046,38,Gernot Trauner,SV Ried
2407046,60,Thomas Bergmann,SV Ried
2407048,4,Roman Wallner,SV Grödig
2407048,35,Karim Onisiwo,SV Mattersburg
2407040,42,Stefan Schwab,Rapid Wien
2407040,66,Christopher Dibon,Rapid Wien
2406925,90,Matej Jelić,Rapid Wien
2406921,5,Jonathan Soriano,RB Salzburg
2406921,51,Jonathan Soriano,RB Salzburg
2406921,67,Jonathan Soriano,RB Salzburg
2406921,85,Jonathan Soriano,RB Salzburg
2406921,20,Patrick Farkas,SV Mattersburg
2406921,25,Jano,SV Mattersburg
2406927,53,Louis NGwat-Mahop,SCR Altach
2406929,76,Alexander Grünwald,Austria Wien
2406923,55,Roman Kienast,Sturm Graz
2406939,56,Benjamin Sulimani,SV Grödig
2406939,68,Benjamin Sulimani,SV Grödig
2406939,80,Lucas Venuto,SV Grödig
2406933,39,Daniel Drescher,Wolfsberger AC
2406933,44,Oliver Kragl,SV Ried
2406935,8,Stephan Zwierschitz,FC Admira Wacker
2406935,77,Maximilian Sax,FC Admira Wacker
2406935,81,Dominik Starkl,FC Admira Wacker
2406935,87,Daniel Toth,FC Admira Wacker
2406937,18,Ismael Tajouri,SCR Altach
2406937,43,Olarenwaju Kayode,Austria Wien
2406937,65,Fabian Koch,Austria Wien
2406931,17,Stefan Stangl,Rapid Wien
2406931,43,Takumi Minamino,RB Salzburg
2406931,64,Christian Schwegler,RB Salzburg
2406947,31,Jonathan Soriano,RB Salzburg
2406947,44,Valon Berisha,RB Salzburg
2406947,53,Jonathan Soriano,RB Salzburg
2406947,56,Naby Keïta,RB Salzburg
2406947,64,Takumi Minamino,RB Salzburg
2406947,70,Valon Berisha,RB Salzburg
2406947,75,Omer Damari,RB Salzburg
2406947,86,Hany Mukhtar,RB Salzburg
2406941,20,Alexander Gorgon,Austria Wien
2406941,43,Alexander Gorgon,Austria Wien
2406941,77,Sandro Djuric,SV Grödig
2406943,74,Michael Perlak,SV Mattersburg
2406949,2,Roman Kienast,Sturm Graz
2406949,11,Michael Madl,Sturm Graz
2406949,68,Roman Kienast,Sturm Graz
2406949,65,Hannes Aigner,SCR Altach
2406945,42,Jacobo,Wolfsberger AC
2406945,57,Issiaka Ouédraogo,Wolfsberger AC
2406945,90,Louis Schaub,Rapid Wien
2406955,39,Thorsten Mahrer,SV Mattersburg
2406955,86,Patrick Bürger,SV Mattersburg
2406955,22,Daniel Luxbacher,SCR Altach
2406951,8,Jonathan Soriano,RB Salzburg
2406951,32,Naby Keïta,RB Salzburg
2406951,27,Patrick Möschl,SV Ried
2406953,60,Daniel Offenbacher,Sturm Graz
2406953,69,Roman Kienast,Sturm Graz
2406959,53,Maximilian Hofmann,Rapid Wien
2406959,75,Philipp Prosenik,Rapid Wien
2406959,89,Kevin Friesenbichler,Austria Wien
2406973,8,Steffen Hofmann,Rapid Wien
2406973,79,Mario Sonnleitner,Rapid Wien
2406973,50,Roman Kienast,Sturm Graz
2406963,58,Gernot Trauner,SV Ried
2406963,77,René Schicker,FC Admira Wacker
2406965,90,Tobias Kainz,SV Grödig
2406967,64,Felix Roth,SCR Altach
2406961,85,Florian Templ,SV Mattersburg
2406961,81,Olarenwaju Kayode,Austria Wien
2406961,84,Lukas Rotpuller,Austria Wien
2406981,79,Kevin Friesenbichler,Austria Wien
2406981,24,Paulo Miranda,RB Salzburg
2406985,74,Christoph Schösswendter,FC Admira Wacker
2406985,27,Daniel Luxbacher,SCR Altach
2406987,4,Roman Kienast,Sturm Graz
2406987,43,Thorsten Schick,Sturm Graz
2406987,71,Roman Kienast,Sturm Graz
2406987,2,Daniel Sikorski,SV Ried
2406987,13,Dieter Elsneg,SV Ried
2406989,45,Issiaka Ouédraogo,Wolfsberger AC
2406989,51,Issiaka Ouédraogo,Wolfsberger AC
2406989,90,Alexander Ibser,SV Mattersburg
2406983,34,Lucas Venuto,SV Grödig
2406983,76,Lucas Venuto,SV Grödig
2406983,75,Tomi,Rapid Wien
2407007,73,Olarenwaju Kayode,Austria Wien
2407007,90,Srđan Spiridonović,FC Admira Wacker
2406995,52,Patrick Bürger,SV Mattersburg
2406995,5,Florian Kainz,Rapid Wien
2406995,22,Stefan Stangl,Rapid Wien
2406995,29,Philipp Prosenik,Rapid Wien
2406995,35,Philipp Prosenik,Rapid Wien
2406995,39,Florian Kainz,Rapid Wien
2406995,83,Matej Jelić,Rapid Wien
2407001,37,Patrick Salomon,SCR Altach
2407001,78,Hannes Aigner,SCR Altach
2407001,47,Issiaka Ouédraogo,Wolfsberger AC
2407005,65,Thomas Reifeltshammer,SV Ried
2406999,21,Jonathan Soriano,RB Salzburg
2406999,86,Naby Keïta,RB Salzburg
2406999,90,Jonathan Soriano,RB Salzburg
2406999,77,Charalampos Lykogiannis,Sturm Graz
2407021,55,Martin Rasner,SV Grödig
2407021,16,Jonathan Soriano,RB Salzburg
2407033,7,Silvio,Wolfsberger AC
2407033,29,Silvio,Wolfsberger AC
2407033,90,Joachim Standfest,Wolfsberger AC
2407033,74,Markus Lackner,FC Admira Wacker
2407027,7,Gernot Trauner,SV Ried
