GameID,Minute,PlayerIn,PlayerOut,Team
2217251,55,André Ramalho,Franz Schiemer,RB Salzburg
2217251,63,Marcel Sabitzer,Stefan Ilsanker,RB Salzburg
2217251,75,Peter Ankersen,Christian Schwegler,RB Salzburg
2217251,57,Dominik Wydra,Stefan Schwab,Rapid Wien
2217251,66,Philipp Schobesberger,Lukas Grozurek,Rapid Wien
2217251,76,Robert Berić,Louis Schaub,Rapid Wien
2217252,58,Patrick Möschl,Clemens Walch,SV Ried
2217252,74,Julius Perstaller,Toni Vastić,SV Ried
2217252,84,Gernot Trauner,Denis Streker,SV Ried
2217252,67,Osman Ali,Matthias Koch,SC Wiener Neustadt
2217252,83,Daniel Schöpf,Herbert Rauter,SC Wiener Neustadt
2217252,88,Michael Tieber,Thomas Pichlmann,SC Wiener Neustadt
2217253,61,Issiaka Ouédraogo,René Schicker,FC Admira Wacker
2217253,66,Christoph Knasmüllner,Lukas Thürauer,FC Admira Wacker
2217253,77,Marvin Egho,Patrick Wessely,FC Admira Wacker
2217253,62,Christopher Wernitznig,René Seebacher,Wolfsberger AC
2217253,81,Silvio,Tadej Trdina,Wolfsberger AC
2217253,87,Dario Baldauf,Jacobo,Wolfsberger AC
2217254,78,Darijo Pecirep,Hannes Aigner,SCR Altach
2217254,80,Louis NGwat-Mahop,Patrick Seeger,SCR Altach
2217254,86,Boris Prokopič,Felix Roth,SCR Altach
2217254,65,Daniel Beichler,Simon Piesinger,Sturm Graz
2217254,76,Marc Andre Schmerböck,Florian Kainz,Sturm Graz
2217254,76,David Schloffer,Marko Stanković,Sturm Graz
2217255,51,Florian Mader,De Paula,Austria Wien
2217255,63,Ola Kamara,Alexander Grünwald,Austria Wien
2217255,69,Marco Meilinger,Roman Kienast,Austria Wien
2217255,71,Christoph Martschinko,Daniel Schütz,SV Grödig
2217255,84,Sandro Djuric,Sascha Boller,SV Grödig
2217255,90,Robert Völkl,Tomi,SV Grödig
2217257,66,Attila Simon,Tadej Trdina,Wolfsberger AC
2217257,77,René Seebacher,Christopher Wernitznig,Wolfsberger AC
2217257,85,Silvio,Peter Žulj,Wolfsberger AC
2217257,14,Christian Ramsebner,Alexander Grünwald,Austria Wien
2217257,54,Marco Meilinger,Daniel Royer,Austria Wien
2217257,77,Florian Mader,Alexander Gorgon,Austria Wien
2217256,70,Lukas Grozurek,Deni Alar,Rapid Wien
2217256,76,Stefan Schwab,Steffen Hofmann,Rapid Wien
2217256,83,Brian Behrendt,Dominik Wydra,Rapid Wien
2217256,60,Patrick Möschl,Clemens Walch,SV Ried
2217256,70,Julius Perstaller,Toni Vastić,SV Ried
2217256,82,Thomas Fröschl,Dieter Elsneg,SV Ried
2217258,46,Mario Ebenhofer,Matthias Koch,SC Wiener Neustadt
2217258,72,Julian Salamon,Herbert Rauter,SC Wiener Neustadt
2217258,80,Mario Pollhammer,Reinhold Ranftl,SC Wiener Neustadt
2217258,46,Naby Keïta,Alan,RB Salzburg
2217258,68,Massimo Bruno,Marcel Sabitzer,RB Salzburg
2217258,76,Nils Quaschner,Jonathan Soriano,RB Salzburg
2217260,46,Philipp Huspek,Daniel Schütz,SV Grödig
2217260,62,Christoph Martschinko,Robert Strobl,SV Grödig
2217260,79,Sandro Djuric,Matthias Maak,SV Grödig
2217260,36,Lukas Spendlhofer,Makhmadnaim Sharifi,Sturm Graz
2217260,79,Marc Andre Schmerböck,Marko Stanković,Sturm Graz
2217260,83,Josip Tadić,Daniel Beichler,Sturm Graz
2217259,46,Felix Roth,Daniel Luxbacher,SCR Altach
2217259,62,Louis NGwat-Mahop,Hannes Aigner,SCR Altach
2217259,62,Patrick Seeger,Ivan Kovačec,SCR Altach
2217259,46,Daniel Toth,Markus Lackner,FC Admira Wacker
2217259,46,Thomas Weber,Christoph Knasmüllner,FC Admira Wacker
2217259,75,Issiaka Ouédraogo,René Schicker,FC Admira Wacker
2217265,57,Markus Katzer,Lukas Thürauer,FC Admira Wacker
2217265,77,Marcus Maier,Markus Lackner,FC Admira Wacker
2217265,81,Eldis Bajrami,Thorsten Schick,FC Admira Wacker
2217265,59,Dominik Wydra,Stefan Schwab,Rapid Wien
2217265,77,Deni Alar,Florian Kainz,Rapid Wien
2217265,86,Philipp Prosenik,Louis Schaub,Rapid Wien
2217262,54,Florian Mader,James Holland,Austria Wien
2217262,54,Daniel Royer,Alexander Gorgon,Austria Wien
2217262,72,Martin Harrer,Alexander Grünwald,Austria Wien
2217262,46,Louis NGwat-Mahop,Daniel Luxbacher,SCR Altach
2217262,69,Boris Prokopič,Hannes Aigner,SCR Altach
2217262,79,Patrick Seeger,Ivan Kovačec,SCR Altach
2217263,65,Lukas Spendlhofer,Aleksandar Todorovski,Sturm Graz
2217263,78,Marc Andre Schmerböck,David Schloffer,Sturm Graz
2217263,90,Simon Piesinger,Daniel Beichler,Sturm Graz
2217263,55,Mario Ebenhofer,Daniel Schöpf,SC Wiener Neustadt
2217263,73,Julian Salamon,Michael Tieber,SC Wiener Neustadt
2217263,76,Thomas Pichlmann,Herbert Rauter,SC Wiener Neustadt
2217264,71,Julius Perstaller,Clemens Walch,SV Ried
2217264,76,Toni Vastić,Dieter Elsneg,SV Ried
2217264,84,Thomas Fröschl,Denis Streker,SV Ried
2217264,46,Kevin Kampl,Christoph Leitgeb,RB Salzburg
2217264,46,Christian Schwegler,Andreas Ulmer,RB Salzburg
2217264,80,André Ramalho,Alan,RB Salzburg
2217261,46,Robert Strobl,Christoph Martschinko,SV Grödig
2217261,59,Stefan Nutz,Sandro Djuric,SV Grödig
2217261,74,Roman Wallner,Simon Handle,SV Grödig
2217261,65,Roland Putsche,Manuel Weber,Wolfsberger AC
2217261,76,René Seebacher,Christopher Wernitznig,Wolfsberger AC
2217261,85,Silvio,Peter Žulj,Wolfsberger AC
2217270,46,Mario Pollhammer,Reinhold Ranftl,SC Wiener Neustadt
2217270,70,Matthias Koch,Christoph Freitag,SC Wiener Neustadt
2217270,75,Michael Tieber,Daniel Schöpf,SC Wiener Neustadt
2217270,40,Thomas Salamon,Markus Suttner,Austria Wien
2217270,58,Ola Kamara,Alexander Gorgon,Austria Wien
2217270,67,Martin Harrer,Alexander Grünwald,Austria Wien
2217268,60,Brian Behrendt,Mario Pavelić,Rapid Wien
2217268,78,Philipp Schobesberger,Louis Schaub,Rapid Wien
2217268,84,Deni Alar,Dominik Wydra,Rapid Wien
2217268,60,Marc Andre Schmerböck,David Schloffer,Sturm Graz
2217268,86,Simon Piesinger,Anel Hadžić,Sturm Graz
