GameID,League,Season,Date,HomeTeam,AwayTeam,Result
1772556,argprimeradivision,2013-2014,02.08.2013,Godoy Cruz,Argentinos Juniors,3:1
1772561,argprimeradivision,2013-2014,03.08.2013,Arsenal de Sarandí,Estudiantes,1:1
1772562,argprimeradivision,2013-2014,03.08.2013,All Boys,Atlético Rafaela,1:1
1772560,argprimeradivision,2013-2014,03.08.2013,Tigre,Vélez Sarsfield,1:2
1772557,argprimeradivision,2013-2014,04.08.2013,Colón de Santa Fe,Racing Club,1:1
1772559,argprimeradivision,2013-2014,04.08.2013,San Lorenzo,Olimpo de Bahía Blanca,2:1
1772563,argprimeradivision,2013-2014,04.08.2013,Lanús,Belgrano de Córdoba,3:0
1772558,argprimeradivision,2013-2014,04.08.2013,Gimnasia de La Plata,River Plate,1:0
1772555,argprimeradivision,2013-2014,05.08.2013,Rosario Central,Quilmes,2:0
1772554,argprimeradivision,2013-2014,14.08.2013,Boca Juniors,Newells Old Boys,2:3
1772572,argprimeradivision,2013-2014,07.08.2013,Argentinos Juniors,Colón de Santa Fe,2:0
1772566,argprimeradivision,2013-2014,07.08.2013,Belgrano de Córdoba,Boca Juniors,1:2
1772568,argprimeradivision,2013-2014,08.08.2013,Estudiantes,All Boys,1:0
1772567,argprimeradivision,2013-2014,08.08.2013,Atlético Rafaela,Lanús,2:1
1772573,argprimeradivision,2013-2014,08.08.2013,Quilmes,Godoy Cruz,1:0
1772569,argprimeradivision,2013-2014,09.08.2013,Vélez Sarsfield,Arsenal de Sarandí,0:0
1772570,argprimeradivision,2013-2014,09.08.2013,Olimpo de Bahía Blanca,Tigre,0:0
1772571,argprimeradivision,2013-2014,10.08.2013,Racing Club,San Lorenzo,0:3
1772564,argprimeradivision,2013-2014,10.08.2013,River Plate,Rosario Central,1:0
1772565,argprimeradivision,2013-2014,28.08.2013,Newells Old Boys,Gimnasia de La Plata,3:0
1772581,argprimeradivision,2013-2014,16.08.2013,Arsenal de Sarandí,Olimpo de Bahía Blanca,3:1
1772577,argprimeradivision,2013-2014,17.08.2013,Colón de Santa Fe,Quilmes,1:0
1772578,argprimeradivision,2013-2014,17.08.2013,Gimnasia de La Plata,Rosario Central,3:1
1772579,argprimeradivision,2013-2014,18.08.2013,San Lorenzo,Argentinos Juniors,0:3
1772575,argprimeradivision,2013-2014,18.08.2013,Newells Old Boys,Belgrano de Córdoba,0:0
1772580,argprimeradivision,2013-2014,18.08.2013,Tigre,Racing Club,3:1
1772574,argprimeradivision,2013-2014,18.08.2013,Boca Juniors,Atlético Rafaela,2:1
1772576,argprimeradivision,2013-2014,19.08.2013,Godoy Cruz,River Plate,0:0
1772582,argprimeradivision,2013-2014,19.08.2013,All Boys,Vélez Sarsfield,1:1
1772583,argprimeradivision,2013-2014,20.08.2013,Lanús,Estudiantes,1:1
1772586,argprimeradivision,2013-2014,23.08.2013,Belgrano de Córdoba,Gimnasia de La Plata,1:2
1772587,argprimeradivision,2013-2014,23.08.2013,Atlético Rafaela,Newells Old Boys,0:2
1772591,argprimeradivision,2013-2014,24.08.2013,Racing Club,Arsenal de Sarandí,0:2
1772589,argprimeradivision,2013-2014,24.08.2013,Vélez Sarsfield,Lanús,0:0
1772592,argprimeradivision,2013-2014,24.08.2013,Argentinos Juniors,Tigre,1:0
1772585,argprimeradivision,2013-2014,24.08.2013,Rosario Central,Godoy Cruz,1:0
1772590,argprimeradivision,2013-2014,25.08.2013,Olimpo de Bahía Blanca,All Boys,1:1
1772584,argprimeradivision,2013-2014,25.08.2013,River Plate,Colón de Santa Fe,1:2
1772588,argprimeradivision,2013-2014,26.08.2013,Estudiantes,Boca Juniors,2:0
1772593,argprimeradivision,2013-2014,27.08.2013,Quilmes,San Lorenzo,3:2
1772595,argprimeradivision,2013-2014,31.08.2013,Newells Old Boys,Estudiantes,1:1
1772600,argprimeradivision,2013-2014,31.08.2013,Tigre,Quilmes,0:1
1772602,argprimeradivision,2013-2014,01.09.2013,All Boys,Racing Club,1:0
1772598,argprimeradivision,2013-2014,01.09.2013,Gimnasia de La Plata,Godoy Cruz,0:0
1772597,argprimeradivision,2013-2014,01.09.2013,Colón de Santa Fe,Rosario Central,2:1
1772594,argprimeradivision,2013-2014,01.09.2013,Boca Juniors,Vélez Sarsfield,2:1
1772599,argprimeradivision,2013-2014,02.09.2013,San Lorenzo,River Plate,1:0
1772601,argprimeradivision,2013-2014,02.09.2013,Arsenal de Sarandí,Argentinos Juniors,0:0
1772596,argprimeradivision,2013-2014,02.09.2013,Belgrano de Córdoba,Atlético Rafaela,3:2
1772603,argprimeradivision,2013-2014,03.09.2013,Lanús,Olimpo de Bahía Blanca,3:0
1772609,argprimeradivision,2013-2014,07.09.2013,Vélez Sarsfield,Newells Old Boys,3:0
1772608,argprimeradivision,2013-2014,07.09.2013,Estudiantes,Belgrano de Córdoba,1:1
1772606,argprimeradivision,2013-2014,07.09.2013,Godoy Cruz,Colón de Santa Fe,1:0
1772612,argprimeradivision,2013-2014,07.09.2013,Argentinos Juniors,All Boys,1:0
1772607,argprimeradivision,2013-2014,07.09.2013,Atlético Rafaela,Gimnasia de La Plata,2:1
1772611,argprimeradivision,2013-2014,08.09.2013,Racing Club,Lanús,1:1
1772605,argprimeradivision,2013-2014,08.09.2013,Rosario Central,San Lorenzo,0:2
1772613,argprimeradivision,2013-2014,08.09.2013,Quilmes,Arsenal de Sarandí,0:1
1772604,argprimeradivision,2013-2014,08.09.2013,River Plate,Tigre,3:0
1772610,argprimeradivision,2013-2014,09.09.2013,Olimpo de Bahía Blanca,Boca Juniors,3:0
1772623,argprimeradivision,2013-2014,13.09.2013,Lanús,Argentinos Juniors,4:0
1772616,argprimeradivision,2013-2014,14.09.2013,Belgrano de Córdoba,Vélez Sarsfield,3:0
1772615,argprimeradivision,2013-2014,14.09.2013,Newells Old Boys,Olimpo de Bahía Blanca,2:1
1772622,argprimeradivision,2013-2014,14.09.2013,All Boys,Quilmes,4:0
1772619,argprimeradivision,2013-2014,15.09.2013,San Lorenzo,Godoy Cruz,0:0
1772617,argprimeradivision,2013-2014,15.09.2013,Atlético Rafaela,Estudiantes,1:0
1772620,argprimeradivision,2013-2014,15.09.2013,Tigre,Rosario Central,2:0
1772614,argprimeradivision,2013-2014,15.09.2013,Boca Juniors,Racing Club,2:0
1772621,argprimeradivision,2013-2014,16.09.2013,Arsenal de Sarandí,River Plate,1:1
1772618,argprimeradivision,2013-2014,18.09.2013,Gimnasia de La Plata,Colón de Santa Fe,1:0
1772626,argprimeradivision,2013-2014,20.09.2013,Godoy Cruz,Tigre,2:0
1772631,argprimeradivision,2013-2014,21.09.2013,Racing Club,Newells Old Boys,0:1
1772630,argprimeradivision,2013-2014,21.09.2013,Olimpo de Bahía Blanca,Belgrano de Córdoba,1:1
1772625,argprimeradivision,2013-2014,22.09.2013,Rosario Central,Arsenal de Sarandí,1:1
1772633,argprimeradivision,2013-2014,22.09.2013,Quilmes,Lanús,0:0
1772627,argprimeradivision,2013-2014,22.09.2013,Colón de Santa Fe,San Lorenzo,0:2
1772628,argprimeradivision,2013-2014,22.09.2013,Estudiantes,Gimnasia de La Plata,1:1
1772632,argprimeradivision,2013-2014,22.09.2013,Argentinos Juniors,Boca Juniors,0:0
1772624,argprimeradivision,2013-2014,23.09.2013,River Plate,All Boys,1:0
1772629,argprimeradivision,2013-2014,24.09.2013,Vélez Sarsfield,Atlético Rafaela,4:1
1772641,argprimeradivision,2013-2014,27.09.2013,Arsenal de Sarandí,Godoy Cruz,1:0
1772642,argprimeradivision,2013-2014,27.09.2013,All Boys,Rosario Central,1:1
1772638,argprimeradivision,2013-2014,28.09.2013,Estudiantes,Vélez Sarsfield,0:0
1772639,argprimeradivision,2013-2014,28.09.2013,San Lorenzo,Gimnasia de La Plata,3:0
1772637,argprimeradivision,2013-2014,28.09.2013,Atlético Rafaela,Olimpo de Bahía Blanca,2:0
1772635,argprimeradivision,2013-2014,29.09.2013,Newells Old Boys,Argentinos Juniors,2:0
1772640,argprimeradivision,2013-2014,29.09.2013,Tigre,Colón de Santa Fe,1:0
1772636,argprimeradivision,2013-2014,29.09.2013,Belgrano de Córdoba,Racing Club,3:0
1772634,argprimeradivision,2013-2014,29.09.2013,Boca Juniors,Quilmes,2:0
1772643,argprimeradivision,2013-2014,30.09.2013,Lanús,River Plate,0:1
1772652,argprimeradivision,2013-2014,05.10.2013,Argentinos Juniors,Belgrano de Córdoba,1:3
1772650,argprimeradivision,2013-2014,05.10.2013,Olimpo de Bahía Blanca,Estudiantes,1:1
1772653,argprimeradivision,2013-2014,05.10.2013,Quilmes,Newells Old Boys,0:2
1772649,argprimeradivision,2013-2014,06.10.2013,San Lorenzo,Tigre,0:0
1772644,argprimeradivision,2013-2014,06.10.2013,River Plate,Boca Juniors,0:1
1772651,argprimeradivision,2013-2014,07.10.2013,Racing Club,Atlético Rafaela,0:1
1772647,argprimeradivision,2013-2014,07.10.2013,Colón de Santa Fe,Arsenal de Sarandí,0:1
1772646,argprimeradivision,2013-2014,07.10.2013,Godoy Cruz,All Boys,2:0
1772648,argprimeradivision,2013-2014,08.10.2013,Gimnasia de La Plata,Vélez Sarsfield,2:1
1772645,argprimeradivision,2013-2014,08.10.2013,Rosario Central,Lanús,2:1
1772662,argprimeradivision,2013-2014,12.10.2013,All Boys,Colón de Santa Fe,0:0
1772657,argprimeradivision,2013-2014,12.10.2013,Atlético Rafaela,Argentinos Juniors,1:0
1772656,argprimeradivision,2013-2014,12.10.2013,Belgrano de Córdoba,Quilmes,0:1
1772661,argprimeradivision,2013-2014,13.10.2013,Arsenal de Sarandí,San Lorenzo,2:1
1772658,argprimeradivision,2013-2014,13.10.2013,Estudiantes,Racing Club,1:0
1772659,argprimeradivision,2013-2014,13.10.2013,Vélez Sarsfield,Olimpo de Bahía Blanca,1:2
1772654,argprimeradivision,2013-2014,13.10.2013,Boca Juniors,Rosario Central,1:1
1772655,argprimeradivision,2013-2014,14.10.2013,Newells Old Boys,River Plate,1:0
