GameID,Minute,Scorer,Team
8407657,25,Stephan Auer,Rapid Wien
8407657,57,Max Wöber,Rapid Wien
8407657,74,Smail Prevljak,SV Mattersburg
8407657,79,Stefan Maierhofer,SV Mattersburg
8407659,29,Reinhold Yabo,RB Salzburg
8407659,90,Takumi Minamino,RB Salzburg
8407661,10,Bruno Souza,LASK
8407661,31,Maximilian Ullmann,LASK
8407661,64,Peter Michorl,LASK
8407665,1,Hannes Aigner,SCR Altach
8407665,9,Kristijan Dobras,SCR Altach
8407665,68,Adrian Grbic,SCR Altach
8407669,16,Philipp Zulechner,Sturm Graz
8407669,60,Stefan Hierländer,Sturm Graz
8407669,90,Peter Žulj,Sturm Graz
8407669,3,Lukas Thürauer,SKN St. Pölten
8407669,12,Lukas Thürauer,SKN St. Pölten
8407677,42,Hee-chan Hwang,RB Salzburg
8407677,56,Christian Ramsebner,LASK
8407681,69,Daniel Schütz,SKN St. Pölten
8407681,81,Daniel Petrovic,SKN St. Pölten
8407681,37,Thomas Murg,Rapid Wien
8407681,42,Andreas Kuen,Rapid Wien
8407681,90,Eren Keles,Rapid Wien
8407687,33,Stefan Maierhofer,SV Mattersburg
8407693,88,Raphael Holzhauser,Austria Wien
8407693,33,Philipp Huspek,Sturm Graz
8407693,56,Peter Žulj,Sturm Graz
8407693,82,Peter Žulj,Sturm Graz
8407693,86,Romano Schmid,Sturm Graz
8407683,19,Lukas Grozurek,FC Admira Wacker
8407683,22,Maximilian Sax,FC Admira Wacker
8407683,45,Daniel Toth,FC Admira Wacker
8407683,90,Daniel Toth,FC Admira Wacker
8407683,78,Hannes Aigner,SCR Altach
8407697,10,René Gartler,LASK
8407697,89,Rajko Rep,LASK
8407699,9,Munas Dabbur,RB Salzburg
8407699,29,Hannes Wolf,RB Salzburg
8407699,51,Duje Ćaleta-Car,RB Salzburg
8407699,59,Fredrik Gulbrandsen,RB Salzburg
8407699,76,Hee-chan Hwang,RB Salzburg
8407699,90,Patrick Schmidt,FC Admira Wacker
8407703,61,Bernd Gschweidl,Wolfsberger AC
8407711,39,Louis Schaub,Rapid Wien
8407711,55,Louis Schaub,Rapid Wien
8407711,73,Dominik Prokop,Austria Wien
8407711,85,Raphael Holzhauser,Austria Wien
8407701,10,Markus Pink,SV Mattersburg
8407701,90,Stefan Maierhofer,SV Mattersburg
8407701,17,Charalampos Lykogiannis,Sturm Graz
8407701,52,Philipp Huspek,Sturm Graz
8407701,69,Thorsten Röcher,Sturm Graz
8407721,90,Hannes Wolf,RB Salzburg
8407717,60,Kevin Friesenbichler,Austria Wien
8407717,90,Felipe Pires,Austria Wien
8407719,30,Deni Alar,Sturm Graz
8407719,57,Stefan Hierländer,Sturm Graz
8407719,81,Bernd Gschweidl,Wolfsberger AC
8407725,1,Marin Jakoliš,FC Admira Wacker
8407725,64,Dominik Starkl,FC Admira Wacker
8407725,65,Dominik Starkl,FC Admira Wacker
8407725,83,Joelinton,Rapid Wien
8407739,60,Stephan Auer,Rapid Wien
8407739,17,Deni Alar,Sturm Graz
8407739,53,Thorsten Röcher,Sturm Graz
8407743,75,Mihret Topčagić,Wolfsberger AC
8407743,90,Christopher Wernitznig,Wolfsberger AC
8407735,31,Munas Dabbur,RB Salzburg
8407735,47,Hannes Wolf,RB Salzburg
8407735,53,Munas Dabbur,RB Salzburg
8407735,59,Fredrik Gulbrandsen,RB Salzburg
8407735,90,Hee-chan Hwang,RB Salzburg
8407735,72,Roope Riski,SKN St. Pölten
8407741,52,Alois Höller,SV Mattersburg
8407741,19,Kevin Friesenbichler,Austria Wien
8407741,84,Christoph Monschein,Austria Wien
8407741,90,Christoph Monschein,Austria Wien
8407765,78,Dever Orgill,Wolfsberger AC
8407765,87,Bernd Gschweidl,Wolfsberger AC
8407765,14,Roope Riski,SKN St. Pölten
8407763,22,Thomas Murg,Rapid Wien
8407757,52,Deni Alar,Sturm Graz
8407759,20,Michael Novak,SV Mattersburg
8407761,48,Marcus Maier,FC Admira Wacker
8407761,88,Sasa Kalajdzic,FC Admira Wacker
8407761,28,Felipe Pires,Austria Wien
8407761,77,Jin-hyun Lee,Austria Wien
8407785,10,Doğan Erdoğan,LASK
8407785,34,Maximilian Ullmann,LASK
8407785,25,Deni Alar,Sturm Graz
