GameID,Minute,Scorer,Team
8382472,23,Matheus Sávio,Flamengo RJ
8382472,59,Elías,Atlético Mineiro
8382474,22,Jô,Corinthians SP
8382474,56,Wellington Paulista,Chapecoense
8382471,4,Henrique Dourado,Fluminense RJ
8382471,45,Henrique Dourado,Fluminense RJ
8382471,58,Junior Sornoza,Fluminense RJ
8382471,39,Victor Ferraz,Santos FC
8382471,87,Vladimir Hernández,Santos FC
8382473,6,Jean,SE Palmeiras
8382473,41,Alejandro Guerra,SE Palmeiras
8382473,46,Miguel Borja,SE Palmeiras
8382473,80,Miguel Borja,SE Palmeiras
8382475,48,Ramón Ábila,Cruzeiro EC
8382478,33,Tiago,EC Bahia
8382478,40,Zé Rafael,EC Bahia
8382478,42,Régis,EC Bahia
8382478,44,Edigar Junio,EC Bahia
8382478,45,Régis,EC Bahia
8382478,72,Edson,EC Bahia
8382478,15,Guilherme,Atlético Paranaense
8382478,38,Marcão,Atlético Paranaense
8382479,40,Lucca,Ponte Preta
8382479,45,Nino Paraíba,Ponte Preta
8382479,73,Clayson,Ponte Preta
8382479,90,Clayson,Ponte Preta
8382477,45,Ramiro,Grêmio Porto Alegre
8382477,54,Ramiro,Grêmio Porto Alegre
8382476,32,Henrique Almeida,Coritiba FC
8382476,35,Neto Berola,Coritiba FC
8382476,66,Tomas Bastos,Coritiba FC
8382476,71,Tomas Bastos,Coritiba FC
8382476,63,Wálter,Atlético GO
8382483,8,David Braz,Santos FC
8382489,41,Éverton,Flamengo RJ
8382489,51,Leandro Damião,Flamengo RJ
8382489,65,Rodinei,Flamengo RJ
8382490,73,Luiz Antônio,Chapecoense
8382482,54,Yago Pikachu,Vasco da Gama
8382482,75,Luís Fabiano,Vasco da Gama
8382482,83,Gustavo,EC Bahia
8382485,41,Gabriel França,Atlético Mineiro
8382485,37,Henrique Dourado,Fluminense RJ
8382485,39,Richarlison,Fluminense RJ
8382486,46,Luan,Grêmio Porto Alegre
8382486,59,Lucas Barrios,Grêmio Porto Alegre
8382488,75,Jô,Corinthians SP
8382481,21,Bruno Silva,Botafogo RJ
8382481,65,Rodrigo Lindoso,Botafogo RJ
8382487,34,Diego Souza,Sport Club Recife
8382487,20,Alisson,Cruzeiro EC
8382484,11,Lucas Pratto,São Paulo FC
8382484,90,Luiz Araujo,São Paulo FC
8382492,26,Luís Fabiano,Vasco da Gama
8382492,75,Andrés Escobar,Vasco da Gama
8382492,90,Nenê,Vasco da Gama
8382492,59,Henrique Dourado,Fluminense RJ
8382492,65,Henrique Dourado,Fluminense RJ
8382494,62,Lucas Pratto,São Paulo FC
8382494,83,Luiz Araujo,São Paulo FC
8382498,72,Rildo,Coritiba FC
8382495,36,Robinho,Atlético Mineiro
8382495,80,Rafael Moura,Atlético Mineiro
8382495,48,Lucca,Ponte Preta
8382495,50,Lucca,Ponte Preta
8382493,83,Thiago Neves,Cruzeiro EC
8382496,56,Thiago Heleno,Atlético Paranaense
8382496,25,Federico Mancuello,Flamengo RJ
8382499,27,Rodriguinho,Corinthians SP
8382497,35,André,Sport Club Recife
8382497,64,Matheus Ferraz,Sport Club Recife
8382497,74,André,Sport Club Recife
8382497,84,André,Sport Club Recife
8382497,5,Fernandinho Silva,Grêmio Porto Alegre
8382497,17,Rafael Thyere,Grêmio Porto Alegre
8382497,87,Fernandinho Silva,Grêmio Porto Alegre
8382491,44,Bruno Silva,Botafogo RJ
8382500,17,Wellington Paulista,Chapecoense
8382500,38,Reinaldo,Chapecoense
8382506,62,Marcio,Coritiba FC
8382501,33,Richarlison,Fluminense RJ
8382501,50,Henrique Dourado,Fluminense RJ
8382501,66,Kieza,EC Vitória BA
8382504,69,Ángel Romero,Corinthians SP
8382504,75,Jô,Corinthians SP
8382510,33,Rômulo,Avaí FC
8382507,38,Lucas Barrios,Grêmio Porto Alegre
