GameID,League,Season,Date,HomeTeam,AwayTeam,Result
8290699,argprimeradivision,2016-2017,27.08.2016,Sarmiento de Junín,Arsenal de Sarandí,1:0
8290702,argprimeradivision,2016-2017,27.08.2016,Godoy Cruz,Huracán,1:0
8290696,argprimeradivision,2016-2017,27.08.2016,Gimnasia de La Plata,Vélez Sarsfield,2:0
8290695,argprimeradivision,2016-2017,27.08.2016,Rosario Central,Defensa y Justicia,0:0
8290693,argprimeradivision,2016-2017,27.08.2016,Racing Club,Talleres de Córdoba,1:1
8290698,argprimeradivision,2016-2017,28.08.2016,Atlético Tucumán,Atlético Rafaela,1:0
8290694,argprimeradivision,2016-2017,28.08.2016,San Lorenzo,San Martín de San Juan,2:2
8290700,argprimeradivision,2016-2017,28.08.2016,Tigre,Estudiantes,0:3
8290701,argprimeradivision,2016-2017,28.08.2016,Quilmes,Newells Old Boys,0:1
8290703,argprimeradivision,2016-2017,28.08.2016,Belgrano de Córdoba,Independiente,0:1
8290705,argprimeradivision,2016-2017,28.08.2016,Unión de Santa Fe,Olimpo de Bahía Blanca,1:0
8290692,argprimeradivision,2016-2017,28.08.2016,River Plate,Banfield,4:1
8290704,argprimeradivision,2016-2017,29.08.2016,Lanús,Boca Juniors,1:0
8290691,argprimeradivision,2016-2017,30.08.2016,Aldosivi,Colón de Santa Fe,0:2
8290697,argprimeradivision,2016-2017,30.08.2016,Temperley,Patronato de Paraná,1:0
8290715,argprimeradivision,2016-2017,10.09.2016,Patronato de Paraná,Gimnasia de La Plata,0:1
8290710,argprimeradivision,2016-2017,10.09.2016,Huracán,Quilmes,1:1
8290707,argprimeradivision,2016-2017,10.09.2016,Olimpo de Bahía Blanca,Lanús,0:0
8290720,argprimeradivision,2016-2017,10.09.2016,Banfield,Colón de Santa Fe,0:0
8290718,argprimeradivision,2016-2017,10.09.2016,San Martín de San Juan,Racing Club,0:2
8290706,argprimeradivision,2016-2017,10.09.2016,Unión de Santa Fe,Aldosivi,0:0
8290717,argprimeradivision,2016-2017,10.09.2016,Defensa y Justicia,San Lorenzo,0:2
8290709,argprimeradivision,2016-2017,11.09.2016,Independiente,Godoy Cruz,2:0
8290711,argprimeradivision,2016-2017,11.09.2016,Newells Old Boys,Tigre,1:0
8290716,argprimeradivision,2016-2017,11.09.2016,Vélez Sarsfield,Rosario Central,2:0
8290712,argprimeradivision,2016-2017,11.09.2016,Estudiantes,Sarmiento de Junín,1:0
8290708,argprimeradivision,2016-2017,11.09.2016,Boca Juniors,Belgrano de Córdoba,3:0
8290719,argprimeradivision,2016-2017,12.09.2016,Talleres de Córdoba,River Plate,0:1
8290713,argprimeradivision,2016-2017,13.09.2016,Arsenal de Sarandí,Atlético Tucumán,1:3
8290714,argprimeradivision,2016-2017,13.09.2016,Atlético Rafaela,Temperley,1:0
8290722,argprimeradivision,2016-2017,17.09.2016,Colón de Santa Fe,Talleres de Córdoba,1:0
8290735,argprimeradivision,2016-2017,17.09.2016,Lanús,Unión de Santa Fe,0:1
8290725,argprimeradivision,2016-2017,17.09.2016,San Lorenzo,Vélez Sarsfield,2:1
8290726,argprimeradivision,2016-2017,17.09.2016,Rosario Central,Patronato de Paraná,2:1
8290721,argprimeradivision,2016-2017,17.09.2016,Aldosivi,Banfield,1:3
8290732,argprimeradivision,2016-2017,17.09.2016,Quilmes,Independiente,1:1
8290730,argprimeradivision,2016-2017,18.09.2016,Sarmiento de Junín,Newells Old Boys,1:1
8290729,argprimeradivision,2016-2017,18.09.2016,Atlético Tucumán,Estudiantes,0:2
8290728,argprimeradivision,2016-2017,18.09.2016,Temperley,Arsenal de Sarandí,1:1
