GameID,Minute,Player,Team,Card
2313768,26,Diosdado Mbele,Äquatorialguinea,yellow
2313768,82,Felipe Ovono,Äquatorialguinea,yellow
2313768,89,Balboa,Äquatorialguinea,yellow
2313768,24,Boris Moubhio,Kongo,yellow
2313769,39,Didier Ndong,Gabun,yellow
2313769,53,Frédéric Bulot,Gabun,yellow
2313769,76,Johann Obiang,Gabun,yellow
2313773,28,Diosdado Mbele,Äquatorialguinea,yellow
2313773,22,Issa Gouo,Burkina Faso,yellow
2313772,74,André Biyogo Poko,Gabun,yellow
2313772,45,Boris Moubhio,Kongo,yellow
2313770,16,Johann Obiang,Gabun,yellow
2313770,53,Lloyd Palun,Gabun,yellow
2313770,19,Randy,Äquatorialguinea,yellow
2313770,49,Iván Zarandona,Äquatorialguinea,yellow
2313770,86,Ibán Salvador,Äquatorialguinea,yellow
2313774,30,Stoppila Sunzu,Sambia,yellow
2313774,68,Given Singuluma,Sambia,yellow
2313774,82,Nathan Sinkala,Sambia,yellow
2313775,15,Wahbi Khazri,Tunesien,yellow
2313779,51,Rainford Kalaba,Sambia,yellow
2313779,78,Christopher Munthali,Sambia,yellow
2313776,32,Carlitos,Kapverdische Inseln,yellow
2313776,45,Christopher Munthali,Sambia,yellow
2313776,76,Evans Kangwa,Sambia,yellow
2313777,8,Mohamed Ali Yaâkoubi,Tunesien,yellow
2313780,64,André Ayew,Ghana,yellow
2313780,79,Mohammed Rabiu,Ghana,yellow
2313780,15,Bouna Coundoul,Sénégal,yellow
2313780,25,Dame NDoye,Sénégal,yellow
2313781,54,Aïssa Mandi,Algerien,yellow
2313781,33,Thabo Matlaba,Südafrika,yellow
2313785,26,Afriyie Acquah,Ghana,yellow
2313785,45,Madjid Bougherra,Algerien,yellow
2313785,73,Nabil Bentaleb,Algerien,yellow
2313784,79,Dean Furman,Südafrika,yellow
2313782,37,Anele Ngcongca,Südafrika,yellow
2313782,79,Dean Furman,Südafrika,yellow
2313782,89,Razak Brimah,Ghana,yellow
2313783,41,Stéphane Badji,Sénégal,yellow
2313783,64,Mame Diouf,Sénégal,yellow
2313783,81,Pape Souaré,Sénégal,yellow
2313783,51,Saphir Taïder,Algerien,yellow
2313783,77,Raïs MBolhi,Algerien,yellow
2313786,40,Serge Aurier,Elfenbeinküste,yellow
2313786,54,Serey Dié,Elfenbeinküste,yellow
2313786,58,Gervinho,Elfenbeinküste,red
2313786,62,Cheick Tioté,Elfenbeinküste,yellow
2313787,24,Mamoutou NDiaye,Mali,yellow
2313791,81,Cheick Tioté,Elfenbeinküste,yellow
2313791,59,Yacouba Sylla,Mali,yellow
2313791,77,Seydou Keita,Mali,yellow
2313791,88,Sambou Yatabaré,Mali,yellow
2313790,32,Boubacar Fofana,Guinea,yellow
2313788,27,Eric Bailly,Elfenbeinküste,yellow
2313788,32,Yaya Touré,Elfenbeinküste,yellow
2313788,90,Sylvain Gbohouo,Elfenbeinküste,yellow
2313789,55,Issiaga Sylla,Guinea,yellow
2313789,70,Abdoulaye Diaby,Mali,yellow
2313795,84,Delvin NDinga,Kongo,yellow
2313795,41,Cédric Makiadi,DR Kongo,yellow
2313794,9,Houcine Ragued,Tunesien,yellow
2313794,63,Mohamed Ali Yaâkoubi,Tunesien,yellow
2313794,66,Ahmed Akaïchi,Tunesien,yellow
2313794,86,Amine Chermiti,Tunesien,yellow
2313794,90,Ferjani Sassi,Tunesien,yellow
2313794,90,Ibán Salvador,Äquatorialguinea,yellow
2313797,21,Kévin Constant,Guinea,yellow
2313797,49,Fodé Camara,Guinea,yellow
2313797,70,Boubacar Fofana,Guinea,yellow
2313797,90,Djibril Paye,Guinea,yellow
2313797,90,Naby Yattara,Guinea,red
2313796,78,Nabil Bentaleb,Algerien,yellow
2313796,90,Saphir Taïder,Algerien,yellow
2313799,67,Kilitsho Kasusula,DR Kongo,yellow
2313799,71,Junior Kabananga,DR Kongo,yellow
2313799,26,Wilfried Kanon,Elfenbeinküste,yellow
2313799,28,Yaya Touré,Elfenbeinküste,yellow
2313799,70,Serey Dié,Elfenbeinküste,yellow
2313799,76,Serge Aurier,Elfenbeinküste,yellow
2313798,18,Mubarak Wakaso,Ghana,yellow
2313798,45,Harrison Afful,Ghana,yellow
2313798,66,André Ayew,Ghana,yellow
2313798,68,Afriyie Acquah,Ghana,yellow
2313798,37,Dani Evuy,Äquatorialguinea,yellow
2313798,41,Felipe Ovono,Äquatorialguinea,yellow
2313798,68,Ibán Salvador,Äquatorialguinea,yellow
2313793,49,Cédric Makiadi,DR Kongo,yellow
2313793,87,Cedrick Mabwati,DR Kongo,yellow
2313792,15,Serey Dié,Elfenbeinküste,yellow
2313792,57,Siaka Tiéné,Elfenbeinküste,yellow
2313792,87,Wilfried Kanon,Elfenbeinküste,yellow
2313792,105,Eric Bailly,Elfenbeinküste,yellow
