GameID,Minute,Player,Team,Card
1729985,29,Yoshimar Yotún,Vasco da Gama,yellow
1729985,87,Luan Garcia,Vasco da Gama,yellow
1729985,77,Diogo,Portuguesa (SP),yellow-red
1729991,34,Nino Paraíba,EC Vitória BA,yellow
1729991,50,Renato Cajá,EC Vitória BA,yellow
1729991,17,Willians,Internacional,yellow
1729991,79,Andrés DAlessandro,Internacional,yellow
1729989,76,Paulo André,Corinthians SP,yellow
1729989,90,Paulinho,Corinthians SP,yellow
1729989,81,Gabriel,Botafogo RJ,yellow
1729989,90,Antônio Carlos,Botafogo RJ,yellow
1729995,43,Rildo,Ponte Preta,yellow
1729995,76,William Souza,Ponte Preta,yellow
1729995,32,Lúcio,São Paulo FC,yellow
1729995,61,Édson Silva,São Paulo FC,yellow-red
1729995,76,Paulo Miranda,São Paulo FC,yellow
1729995,82,Wellington,São Paulo FC,yellow
1729995,90,Rodrigo Caio,São Paulo FC,yellow
1729997,34,João Vitor,Criciúma EC,yellow
1729997,68,Ewerton Páscoa,Criciúma EC,yellow
1729997,89,Matheus Ferraz,Criciúma EC,yellow
1729997,90,Bruno Renan,Criciúma EC,yellow
1729997,32,Jussandro,EC Bahia,yellow
1729997,89,Rafael Donato,EC Bahia,yellow
1729997,90,Marquinhos Gabriel,EC Bahia,yellow
1730003,37,Henrique Dourado,Santos FC,yellow
1730003,62,Luiz Antônio,Flamengo RJ,yellow
1729987,78,Diguinho,Fluminense RJ,yellow
1729987,80,Berna,Fluminense RJ,yellow
1729987,14,Cleberson,Atlético Paranaense,yellow
1729987,81,João Paulo,Atlético Paranaense,yellow
1729987,85,Ciro,Atlético Paranaense,yellow
1729999,33,William Matheus,Goiás EC,yellow
1730001,11,Geraldo,Coritiba FC,yellow
1730001,24,Alecsandro,Atlético Mineiro,yellow
1730001,62,Josué,Atlético Mineiro,yellow
1730001,84,Diego Tardelli,Atlético Mineiro,yellow
1730021,45,João Paulo,Atlético Paranaense,yellow
1730021,56,Nílton,Cruzeiro EC,yellow
1730021,85,Luan,Cruzeiro EC,yellow
1730005,63,Durval,Santos FC,yellow
1730009,33,Denilson,São Paulo FC,yellow
1730009,10,Fellipe Bastos,Vasco da Gama,yellow
1730007,73,Roger Gaúcho,Ponte Preta,yellow
1730011,43,Matos,EC Bahia,yellow
1730011,83,Mádson,EC Bahia,yellow
1730011,89,Denis,Coritiba FC,yellow
1730017,54,Rogério,Clube Náutico,yellow
1730017,3,Tarracha,EC Vitória BA,yellow
1730017,28,Dinei,EC Vitória BA,yellow
1730017,28,Wilson,EC Vitória BA,yellow
1730017,40,Gabriel Paulista,EC Vitória BA,yellow
1730017,61,Fabrício,EC Vitória BA,yellow
1730015,44,William Matheus,Goiás EC,yellow
1730015,60,Vitor,Goiás EC,yellow
1730015,79,Rodrigo,Goiás EC,yellow
1730015,90,Valmir Lucas,Goiás EC,yellow
