GameID,League,Season,Date,HomeTeam,AwayTeam,Result
8407676,AUTBundesliga,2017-2018,31.03.2018,FC Admira Wacker,LASK,0:1
8407664,AUTBundesliga,2017-2018,31.03.2018,SKN St. Pölten,Sturm Graz,1:5
8407668,AUTBundesliga,2017-2018,31.03.2018,Austria Wien,SCR Altach,2:1
8407674,AUTBundesliga,2017-2018,31.03.2018,RB Salzburg,Wolfsberger AC,2:0
8407672,AUTBundesliga,2017-2018,01.04.2018,SV Mattersburg,Rapid Wien,2:4
8407686,AUTBundesliga,2017-2018,07.04.2018,Sturm Graz,Austria Wien,0:2
8407690,AUTBundesliga,2017-2018,07.04.2018,SCR Altach,FC Admira Wacker,1:2
8407692,AUTBundesliga,2017-2018,07.04.2018,Wolfsberger AC,SV Mattersburg,0:2
8407696,AUTBundesliga,2017-2018,07.04.2018,Rapid Wien,SKN St. Pölten,2:1
8407680,AUTBundesliga,2017-2018,08.04.2018,LASK,RB Salzburg,1:0
8407710,AUTBundesliga,2017-2018,14.04.2018,Sturm Graz,SV Mattersburg,3:0
8407714,AUTBundesliga,2017-2018,14.04.2018,SCR Altach,Wolfsberger AC,2:1
8407716,AUTBundesliga,2017-2018,14.04.2018,SKN St. Pölten,LASK,1:3
8407708,AUTBundesliga,2017-2018,15.04.2018,Austria Wien,Rapid Wien,0:4
8407706,AUTBundesliga,2017-2018,15.04.2018,FC Admira Wacker,RB Salzburg,2:6
8407730,AUTBundesliga,2017-2018,21.04.2018,Wolfsberger AC,Sturm Graz,2:1
8407724,AUTBundesliga,2017-2018,21.04.2018,LASK,Austria Wien,1:0
8407738,AUTBundesliga,2017-2018,21.04.2018,SV Mattersburg,SKN St. Pölten,1:1
8407732,AUTBundesliga,2017-2018,22.04.2018,RB Salzburg,SCR Altach,3:1
8407734,AUTBundesliga,2017-2018,22.04.2018,Rapid Wien,FC Admira Wacker,4:1
8407752,AUTBundesliga,2017-2018,28.04.2018,Austria Wien,SV Mattersburg,2:3
8407754,AUTBundesliga,2017-2018,28.04.2018,FC Admira Wacker,Wolfsberger AC,4:2
8407756,AUTBundesliga,2017-2018,28.04.2018,SCR Altach,LASK,0:2
8407748,AUTBundesliga,2017-2018,29.04.2018,Sturm Graz,Rapid Wien,4:2
8407746,AUTBundesliga,2017-2018,29.04.2018,SKN St. Pölten,RB Salzburg,0:2
8407780,AUTBundesliga,2017-2018,05.05.2018,LASK,Rapid Wien,0:2
8407774,AUTBundesliga,2017-2018,05.05.2018,SV Mattersburg,SCR Altach,0:1
8407778,AUTBundesliga,2017-2018,05.05.2018,Austria Wien,FC Admira Wacker,0:0
8407784,AUTBundesliga,2017-2018,05.05.2018,SKN St. Pölten,Wolfsberger AC,0:1
8407769,AUTBundesliga,2017-2018,06.05.2018,RB Salzburg,Sturm Graz,4:1
8407808,AUTBundesliga,2017-2018,12.05.2018,Sturm Graz,LASK,3:1
8407800,AUTBundesliga,2017-2018,12.05.2018,FC Admira Wacker,SV Mattersburg,1:1
8407806,AUTBundesliga,2017-2018,12.05.2018,SCR Altach,SKN St. Pölten,1:3
8407790,AUTBundesliga,2017-2018,13.05.2018,Rapid Wien,RB Salzburg,1:4
8407794,AUTBundesliga,2017-2018,15.05.2018,Wolfsberger AC,Austria Wien,2:1
8407818,AUTBundesliga,2017-2018,20.05.2018,SKN St. Pölten,Austria Wien,2:0
8407822,AUTBundesliga,2017-2018,20.05.2018,Rapid Wien,SCR Altach,4:1
8407824,AUTBundesliga,2017-2018,20.05.2018,Sturm Graz,FC Admira Wacker,2:0
8407826,AUTBundesliga,2017-2018,20.05.2018,RB Salzburg,SV Mattersburg,1:0
8407828,AUTBundesliga,2017-2018,20.05.2018,LASK,Wolfsberger AC,1:3
8407830,AUTBundesliga,2017-2018,27.05.2018,Austria Wien,RB Salzburg,4:0
8407832,AUTBundesliga,2017-2018,27.05.2018,SCR Altach,Sturm Graz,0:0
8407834,AUTBundesliga,2017-2018,27.05.2018,Wolfsberger AC,Rapid Wien,0:0
8407836,AUTBundesliga,2017-2018,27.05.2018,FC Admira Wacker,SKN St. Pölten,0:2
8407838,AUTBundesliga,2017-2018,27.05.2018,SV Mattersburg,LASK,2:1
