GameID,Minute,Player,Team,Card
2203991,44,Thiago Heleno,Figueirense,yellow
2203991,66,Paulo Roberto,Figueirense,yellow
2203997,20,Juan,Internacional,yellow
2203997,72,Andrés DAlessandro,Internacional,yellow
2203997,10,Mansur,EC Vitória BA,yellow
2203997,82,Vinícius,EC Vitória BA,yellow
2203997,86,Marcelo,EC Vitória BA,yellow
2203999,76,Carlinhos,Coritiba FC,yellow
2203992,31,Álvaro Pereira,São Paulo FC,yellow
2203992,30,Juan Ferreyra,Botafogo RJ,yellow
2203992,67,Marcelo Mattos,Botafogo RJ,yellow
2203994,38,Paulinho Dias,Atlético Paranaense,yellow
2203994,62,Ramiro,Grêmio Porto Alegre,yellow
2203994,72,Edinho,Grêmio Porto Alegre,yellow
2203996,39,Fahel,EC Bahia,yellow
2203996,41,Rhayner,EC Bahia,yellow
2203996,60,Pará,EC Bahia,yellow
2203996,78,Titi,EC Bahia,yellow
2203996,22,Nílton,Cruzeiro EC,yellow
2203996,45,Willian,Cruzeiro EC,yellow
2203996,48,Tinga,Cruzeiro EC,yellow
2203996,90,Willian Farias,Cruzeiro EC,yellow
2203990,24,Amaral,Flamengo RJ,yellow
2203990,31,Leó Moura,Flamengo RJ,yellow
2203990,37,Lucas Mugni,Flamengo RJ,yellow
2203990,47,Wallace Reis,Flamengo RJ,yellow
2203990,69,Tiago Real,Goiás EC,yellow
2203990,72,Thiago Mendes,Goiás EC,yellow
2203993,90,Jubal Júnior,Santos FC,yellow
2203993,43,Rodrigo Mancha,Sport Club Recife,yellow
2203993,55,Ferron,Sport Club Recife,yellow
2203993,75,Neto Baiano,Sport Club Recife,yellow
2203998,29,João Vitor,Criciúma EC,yellow
2203998,56,Sergio Escudero,Criciúma EC,yellow
2203998,72,Silvinho,Criciúma EC,yellow
2203998,22,Jorge Valdivia,SE Palmeiras,yellow
2203998,26,Marcelo Oliveira,SE Palmeiras,yellow
2203998,72,Fernando Prass,SE Palmeiras,yellow
2203998,90,Alan Kardec,SE Palmeiras,yellow
2203998,90,Josimar,SE Palmeiras,yellow
2204004,47,Luccas Claro,Coritiba FC,yellow
2204004,52,Zé Eduardo,Coritiba FC,yellow
2204004,56,Gil,Coritiba FC,yellow
2204004,17,Cicinho,Santos FC,yellow
2204004,79,Alison,Santos FC,yellow
2204004,81,Alan Santos,Santos FC,yellow
2204004,89,Stéfano Yuri,Santos FC,yellow
2204003,86,Jorge Valdivia,SE Palmeiras,yellow
2204003,64,Darío Conca,Fluminense RJ,yellow
2204003,72,Rafael Sóbis,Fluminense RJ,yellow
2204000,52,Aírton,Botafogo RJ,yellow
2204000,82,Edílson,Botafogo RJ,yellow
2204000,90,Lucas,Botafogo RJ,red
2204000,16,Willians,Internacional,yellow
2204000,66,Gladestony,Internacional,yellow
