GameID,Minute,Player,Team,Card
2517459,89,Claudio Villagra,Banfield,yellow
2517459,45,Luciano Perdomo,Gimnasia de La Plata,yellow
2517466,40,Matías Fritzler,Huracán,yellow
2517466,73,Mario Risso,Huracán,yellow
2517466,89,Ezequiel Miralles,Huracán,yellow
2517466,18,Esteban Orfano,Atlético Rafaela,yellow
2517466,29,Emiliano Romero,Atlético Rafaela,yellow
2517466,69,Germán Montoya,Atlético Rafaela,yellow
2517463,36,Walter Montoya,Rosario Central,yellow
2517463,69,Marcelo Larrondo,Rosario Central,yellow
2517463,76,Damián Musto,Rosario Central,yellow
2517463,32,Jaime Ayoví,Godoy Cruz,yellow
2517463,67,Luciano Abecasis,Godoy Cruz,yellow
2517463,74,Fernando Godoy,Godoy Cruz,yellow
2517463,88,Juan Garro,Godoy Cruz,yellow
2517464,30,Gastón Díaz,Aldosivi,yellow
2517464,52,Guillermo Ortíz,Aldosivi,yellow
2517464,62,Pablo Lugüercio,Aldosivi,yellow
2517464,73,Cristian Llama,Aldosivi,yellow
2517464,89,Ismael Quílez,Aldosivi,yellow
2517464,37,Nicolás Figal,Olimpo de Bahía Blanca,yellow
2517464,62,Walter Acuña,Olimpo de Bahía Blanca,yellow
2517464,69,Elías Borrego,Olimpo de Bahía Blanca,yellow-red
2517465,43,Guillermo Benítez,Argentinos Juniors,yellow
2517465,59,Leandro Marín,Tigre,yellow
2517465,79,Lucas Pittinari,Tigre,yellow
2517458,22,Jonathan Ferrari,Patronato de Paraná,yellow
2517458,37,Damián Lemos,Patronato de Paraná,yellow
2517458,55,Ivan Furios,Patronato de Paraná,yellow
2517458,65,Abel Masuero,Patronato de Paraná,yellow
2517458,77,Nicolás Bertocchi,Patronato de Paraná,yellow
2517458,89,Marcelo Guzmán,Patronato de Paraná,yellow
2517458,32,Pedro Franco,San Lorenzo,yellow
2517458,38,Leandro Romagnoli,San Lorenzo,yellow
2517458,69,Franco Mussis,San Lorenzo,yellow
2517471,4,Joaquín Molina,San Martín de San Juan,yellow
2517471,24,Juan Mattia,San Martín de San Juan,yellow
2517471,77,Pablo Aguilar,San Martín de San Juan,yellow
2517471,80,Luis Ardente,San Martín de San Juan,yellow
2517471,16,Ignacio Scocco,Newells Old Boys,yellow
2517471,25,Luis Unsain,Newells Old Boys,yellow
2517471,41,Franco Escobar,Newells Old Boys,yellow
2517471,86,Daniel Mancini,Newells Old Boys,red
2517469,12,Ariel Cólzera,Temperley,yellow
2517469,15,Marcos Figueroa,Temperley,yellow
2517469,85,Adrián Arregui,Temperley,yellow
2517469,90,Fernando Brandán,Temperley,yellow
2517469,27,Gino Peruzzi,Boca Juniors,yellow
2517469,73,Fernando Gago,Boca Juniors,yellow
2517462,43,Emiliano Rigoni,Independiente,yellow
2517462,70,Federico Álvarez,Belgrano de Córdoba,yellow
2517462,72,Juan Olave,Belgrano de Córdoba,yellow
2517462,79,Renzo Saravia,Belgrano de Córdoba,yellow
2517462,80,Guillermo Farré,Belgrano de Córdoba,yellow
2517468,43,Hernán Fredes,Defensa y Justicia,yellow
2517468,76,Maximiliano Calzada,Defensa y Justicia,yellow
2517468,30,Julio César Rodríguez,Unión de Santa Fe,yellow
2517468,75,Emanuel Brítez,Unión de Santa Fe,yellow
2517468,85,Rolando García,Unión de Santa Fe,yellow
2517460,41,Gerónimo Poblete,Colón de Santa Fe,yellow
2517460,64,Alan Ruíz,Colón de Santa Fe,red
2517460,25,Gonzalo Papa,Arsenal de Sarandí,yellow
2517460,64,Fernando Luna,Arsenal de Sarandí,yellow
2517470,13,Fernando Evangelista,Atlético Tucumán,yellow
2517470,34,Nery Leyes,Atlético Tucumán,yellow
