GameID,League,Season,Date,HomeTeam,AwayTeam,Result
1441046,argprimeradivision,2012-2013,04.08.2012,Arsenal de Sarandí,Unión de Santa Fe,1:0
1441044,argprimeradivision,2012-2013,04.08.2012,Vélez Sarsfield,Argentinos Juniors,3:0
1441045,argprimeradivision,2012-2013,04.08.2012,Racing Club,Atlético Rafaela,1:1
1441052,argprimeradivision,2012-2013,04.08.2012,Colón de Santa Fe,Lanús,1:0
1441049,argprimeradivision,2012-2013,04.08.2012,Quilmes,Boca Juniors,3:0
1441053,argprimeradivision,2012-2013,05.08.2012,Newells Old Boys,Independiente,0:0
1441047,argprimeradivision,2012-2013,05.08.2012,Godoy Cruz,All Boys,1:1
1441051,argprimeradivision,2012-2013,05.08.2012,San Lorenzo,San Martín de San Juan,2:1
1441050,argprimeradivision,2012-2013,06.08.2012,River Plate,Belgrano de Córdoba,1:2
1441048,argprimeradivision,2012-2013,07.08.2012,Tigre,Estudiantes,1:2
1441057,argprimeradivision,2012-2013,11.08.2012,San Martín de San Juan,Colón de Santa Fe,0:1
1441056,argprimeradivision,2012-2013,11.08.2012,Lanús,Newells Old Boys,0:1
1441059,argprimeradivision,2012-2013,11.08.2012,Estudiantes,River Plate,0:2
1441058,argprimeradivision,2012-2013,11.08.2012,Belgrano de Córdoba,San Lorenzo,0:0
1441061,argprimeradivision,2012-2013,11.08.2012,All Boys,Quilmes,1:1
1441054,argprimeradivision,2012-2013,12.08.2012,Argentinos Juniors,Racing Club,0:2
1441062,argprimeradivision,2012-2013,12.08.2012,Unión de Santa Fe,Godoy Cruz,0:1
1441060,argprimeradivision,2012-2013,13.08.2012,Boca Juniors,Tigre,2:0
1441063,argprimeradivision,2012-2013,13.08.2012,Atlético Rafaela,Arsenal de Sarandí,0:0
1441055,argprimeradivision,2012-2013,14.08.2012,Independiente,Vélez Sarsfield,0:0
1441070,argprimeradivision,2012-2013,18.08.2012,Boca Juniors,All Boys,3:1
1441072,argprimeradivision,2012-2013,18.08.2012,Colón de Santa Fe,Belgrano de Córdoba,2:2
1441071,argprimeradivision,2012-2013,19.08.2012,San Lorenzo,Estudiantes,0:1
1441065,argprimeradivision,2012-2013,19.08.2012,Racing Club,Independiente,2:0
1441067,argprimeradivision,2012-2013,19.08.2012,Godoy Cruz,Atlético Rafaela,2:0
1441064,argprimeradivision,2012-2013,19.08.2012,Vélez Sarsfield,Lanús,0:2
1441068,argprimeradivision,2012-2013,20.08.2012,Tigre,River Plate,2:3
1441069,argprimeradivision,2012-2013,20.08.2012,Quilmes,Unión de Santa Fe,2:1
1441066,argprimeradivision,2012-2013,20.08.2012,Arsenal de Sarandí,Argentinos Juniors,2:2
1441073,argprimeradivision,2012-2013,21.08.2012,Newells Old Boys,San Martín de San Juan,2:0
1441081,argprimeradivision,2012-2013,25.08.2012,All Boys,Tigre,2:2
1441082,argprimeradivision,2012-2013,25.08.2012,Unión de Santa Fe,Boca Juniors,1:2
1441074,argprimeradivision,2012-2013,25.08.2012,Argentinos Juniors,Godoy Cruz,2:1
1441075,argprimeradivision,2012-2013,26.08.2012,Independiente,Arsenal de Sarandí,0:2
1441083,argprimeradivision,2012-2013,26.08.2012,Atlético Rafaela,Quilmes,1:1
1441078,argprimeradivision,2012-2013,26.08.2012,Belgrano de Córdoba,Newells Old Boys,0:0
1441076,argprimeradivision,2012-2013,26.08.2012,Lanús,Racing Club,1:1
1441077,argprimeradivision,2012-2013,26.08.2012,San Martín de San Juan,Vélez Sarsfield,0:3
1441080,argprimeradivision,2012-2013,27.08.2012,River Plate,San Lorenzo,0:0
1441079,argprimeradivision,2012-2013,28.08.2012,Estudiantes,Colón de Santa Fe,1:2
1441091,argprimeradivision,2012-2013,01.09.2012,All Boys,Unión de Santa Fe,3:1
1441093,argprimeradivision,2012-2013,01.09.2012,Newells Old Boys,Estudiantes,1:0
1441086,argprimeradivision,2012-2013,02.09.2012,Arsenal de Sarandí,Lanús,1:0
1441084,argprimeradivision,2012-2013,02.09.2012,Vélez Sarsfield,Belgrano de Córdoba,2:1
1441088,argprimeradivision,2012-2013,02.09.2012,Tigre,San Lorenzo,1:1
1441090,argprimeradivision,2012-2013,02.09.2012,Boca Juniors,Atlético Rafaela,2:1
1441087,argprimeradivision,2012-2013,02.09.2012,Godoy Cruz,Independiente,2:1
1441092,argprimeradivision,2012-2013,03.09.2012,Colón de Santa Fe,River Plate,1:1
1441089,argprimeradivision,2012-2013,03.09.2012,Quilmes,Argentinos Juniors,0:1
1441085,argprimeradivision,2012-2013,04.09.2012,Racing Club,San Martín de San Juan,3:1
1441097,argprimeradivision,2012-2013,08.09.2012,San Martín de San Juan,Arsenal de Sarandí,4:0
1441103,argprimeradivision,2012-2013,08.09.2012,Atlético Rafaela,All Boys,2:1
1441099,argprimeradivision,2012-2013,08.09.2012,Estudiantes,Vélez Sarsfield,0:0
1441101,argprimeradivision,2012-2013,09.09.2012,San Lorenzo,Colón de Santa Fe,2:1
1441094,argprimeradivision,2012-2013,09.09.2012,Argentinos Juniors,Boca Juniors,1:1
1441098,argprimeradivision,2012-2013,09.09.2012,Belgrano de Córdoba,Racing Club,1:0
1441095,argprimeradivision,2012-2013,09.09.2012,Independiente,Quilmes,1:1
1441100,argprimeradivision,2012-2013,10.09.2012,River Plate,Newells Old Boys,3:3
1441102,argprimeradivision,2012-2013,10.09.2012,Unión de Santa Fe,Tigre,1:1
1441096,argprimeradivision,2012-2013,11.09.2012,Lanús,Godoy Cruz,2:0
1441108,argprimeradivision,2012-2013,15.09.2012,Tigre,Colón de Santa Fe,2:2
1441111,argprimeradivision,2012-2013,15.09.2012,All Boys,Argentinos Juniors,0:1
1441107,argprimeradivision,2012-2013,15.09.2012,Godoy Cruz,San Martín de San Juan,1:0
