GameID,Minute,Scorer,Team
8243399,13,Christoph Schösswendter,Rapid Wien
8243399,28,Louis Schaub,Rapid Wien
8243399,42,Thomas Murg,Rapid Wien
8243399,55,Thomas Murg,Rapid Wien
8243399,56,Joelinton,Rapid Wien
8243400,6,Uroš Matić,Sturm Graz
8243400,18,Marc Andre Schmerböck,Sturm Graz
8243400,36,Deni Alar,Sturm Graz
8243400,82,Fredrik Gulbrandsen,RB Salzburg
8243401,82,Dimitri Oberlin,SCR Altach
8243403,80,Manuel Hartl,SKN St. Pölten
8243403,45,Olarenwaju Kayode,Austria Wien
8243403,90,Ismael Tajouri,Austria Wien
8243402,19,Christoph Knasmüllner,FC Admira Wacker
8243404,51,Jonathan Soriano,RB Salzburg
8243404,82,Philip Hellquist,Wolfsberger AC
8243406,16,Peter Žulj,SV Ried
8243405,64,Lucas Venuto,Austria Wien
8243405,67,Ismael Tajouri,Austria Wien
8243405,90,Lucas Venuto,Austria Wien
8243405,28,Patrick Bürger,SV Mattersburg
8243408,76,Patrick Salomon,SCR Altach
8243407,64,Manuel Hartl,SKN St. Pölten
8243407,90,Daniel Schütz,SKN St. Pölten
8243407,69,Srđan Spiridonović,FC Admira Wacker
8243409,48,Deni Alar,Sturm Graz
8243409,63,Bright Edomwonyi,Sturm Graz
8243410,33,Munas Dabbur,RB Salzburg
8243410,60,Stefan Lainer,RB Salzburg
8243411,58,Lukas Grozurek,FC Admira Wacker
8243411,2,Dimitri Oberlin,SCR Altach
8243411,49,Dimitri Oberlin,SCR Altach
8243412,79,Boris Hüttenbrenner,Wolfsberger AC
8243413,63,Olarenwaju Kayode,Austria Wien
8243413,33,Arnór Ingvi Traustason,Rapid Wien
8243413,65,Louis Schaub,Rapid Wien
8243413,87,Srđan Grahovac,Rapid Wien
8243413,90,Joelinton,Rapid Wien
8243416,47,Bernardo,RB Salzburg
8243416,90,Valon Berisha,RB Salzburg
8243414,17,Louis Schaub,Rapid Wien
8243414,25,Stefan Schwab,Rapid Wien
8243414,65,Louis Schaub,Rapid Wien
8243414,77,Stefan Schwab,Rapid Wien
8243417,2,Dimitri Oberlin,SCR Altach
8243417,25,Dimitri Oberlin,SCR Altach
8243417,45,Nikola Dovedan,SCR Altach
8243417,75,Daniel Schütz,SKN St. Pölten
8243418,2,Michael Perlak,SV Mattersburg
8243418,34,Markus Pink,SV Mattersburg
8243418,56,Michael Perlak,SV Mattersburg
8243418,24,Gerald Nutz,Wolfsberger AC
8243415,38,Deni Alar,Sturm Graz
8243415,66,Deni Alar,Sturm Graz
8243415,70,Philipp Huspek,Sturm Graz
8243415,79,Petar Filipović,Austria Wien
8243423,56,Daniel Segovia,SKN St. Pölten
8243423,21,Bright Edomwonyi,Sturm Graz
8243423,44,Lukas Spendlhofer,Sturm Graz
8243423,84,Uroš Matić,Sturm Graz
8243419,49,Takumi Minamino,RB Salzburg
8243419,88,Stefan Lainer,RB Salzburg
8243419,90,Konrad Laimer,RB Salzburg
8243419,76,Thorsten Röcher,SV Mattersburg
8243421,90,Lukas Grozurek,FC Admira Wacker
8243422,82,Philipp Prosenik,Wolfsberger AC
8243422,31,Christoph Schösswendter,Rapid Wien
8243420,24,Ismael Tajouri,Austria Wien
8243420,61,Kevin Friesenbichler,Austria Wien
8243420,68,Kevin Friesenbichler,Austria Wien
8243420,58,Dimitri Oberlin,SCR Altach
8243425,19,Christian Schulz,Sturm Graz
8243425,37,Deni Alar,Sturm Graz
8243425,82,Stefan Hierländer,Sturm Graz
8243425,2,Nikola Dovedan,SCR Altach
8243426,2,Philipp Prosenik,Wolfsberger AC
8243426,21,Philipp Prosenik,Wolfsberger AC
8243426,46,Philipp Prosenik,Wolfsberger AC
8243426,63,Philip Hellquist,Wolfsberger AC
8243426,87,Mihret Topčagić,Wolfsberger AC
8243569,84,Thorsten Mahrer,SV Mattersburg
8243569,63,Daniel Segovia,SKN St. Pölten
8243427,71,Mathias Honsak,SV Ried
8243427,26,Ismael Tajouri,Austria Wien
8243430,22,Christian Schulz,Sturm Graz
8243430,54,Tamás Szántó,Rapid Wien
8243428,14,Lucas Venuto,Austria Wien
8243428,16,Raphael Holzhauser,Austria Wien
8243428,26,Alexander Grünwald,Austria Wien
8243428,79,Alexander Grünwald,Austria Wien
8243428,48,Philipp Prosenik,Wolfsberger AC
8243431,78,Nikola Zivotić,SCR Altach
8243431,84,Nikola Zivotić,SCR Altach
8243431,90,Michael Perlak,SV Mattersburg
8243432,29,Andreas Dober,SKN St. Pölten
8243432,88,Daniel Segovia,SKN St. Pölten
8243432,3,Clemens Walch,SV Ried
8243432,10,Clemens Walch,SV Ried
8243432,57,Orhan Ademi,SV Ried
8243429,9,Jonathan Soriano,RB Salzburg
8243429,53,Paulo Miranda,RB Salzburg
8243429,85,Takumi Minamino,RB Salzburg
8243429,88,Takumi Minamino,RB Salzburg
8243583,14,Clemens Walch,SV Ried
8243583,89,Ronny Marcos,SV Ried
8243583,78,Louis NGwat-Mahop,SCR Altach
8243441,33,Deni Alar,Sturm Graz
8243441,63,Lukas Spendlhofer,Sturm Graz
8243441,81,Deni Alar,Sturm Graz
8243444,32,Zakaria Sanogo,Wolfsberger AC
8243444,27,Marco Perchtold,SKN St. Pölten
8243437,16,Jonathan Soriano,RB Salzburg
8243437,49,Jonathan Soriano,RB Salzburg
8243437,60,Jonathan Soriano,RB Salzburg
8243437,86,Wanderson,RB Salzburg
8243437,56,Alexander Grünwald,Austria Wien
8243438,62,Louis Schaub,Rapid Wien
8243438,65,Tamás Szántó,Rapid Wien
8243438,83,Mario Pavelić,Rapid Wien
8243451,59,Daniel Petrovic,SKN St. Pölten
8243451,45,Joelinton,Rapid Wien
8243447,36,Ismael Tajouri,Austria Wien
8243447,13,Maximilian Sax,FC Admira Wacker
8243447,63,Christoph Monschein,FC Admira Wacker
8243448,38,Deni Alar,Sturm Graz
8243448,41,Deni Alar,Sturm Graz
8243448,89,Bright Edomwonyi,Sturm Graz
8243450,83,Mario Grgic,SV Mattersburg
8243450,90,Peter Žulj,SV Ried
8243455,58,Christopher Wernitznig,Wolfsberger AC
8243455,28,Nicolas Ngamaleu,SCR Altach
8243455,90,Dimitri Oberlin,SCR Altach
8243454,82,Thorsten Mahrer,SV Mattersburg
8243452,66,Deni Alar,Sturm Graz
8243456,6,Mathias Honsak,SV Ried
8243456,23,Peter Žulj,SV Ried
8243456,40,Thomas Reifeltshammer,SV Ried
8243456,65,Stefan Nutz,SV Ried
8243456,26,Stefan Schwab,Rapid Wien
8243456,90,Stefan Schwab,Rapid Wien
8243453,81,Tarkan Serbest,Austria Wien
8243453,85,Olarenwaju Kayode,Austria Wien
8243453,51,Jeroen Lumu,SKN St. Pölten
8243464,87,Boris Hüttenbrenner,Wolfsberger AC
8243464,90,Jacobo,Wolfsberger AC
8243464,45,Valentino Lazaro,RB Salzburg
8243464,85,Jonathan Soriano,RB Salzburg
8243458,89,Christoph Schösswendter,Rapid Wien
8243458,29,Nicolas Ngamaleu,SCR Altach
8243460,35,Markus Lackner,FC Admira Wacker
