GameID,Minute,Scorer,Team
2353374,82,Vitor Hugo,SE Palmeiras
2353374,90,Rafael Marques,SE Palmeiras
2353374,51,Patric,Atlético Mineiro
2353374,86,Jô,Atlético Mineiro
2353382,30,Elicarlos,Chapecoense
2353382,66,Roger,Chapecoense
2353382,4,Rafhael Lucas,Coritiba FC
2353375,89,Vinicius,Fluminense RJ
2353377,25,Yuri Mamute,Grêmio Porto Alegre
2353377,55,Yuri Mamute,Grêmio Porto Alegre
2353377,78,Matías Rodríguez,Grêmio Porto Alegre
2353377,62,Renato Cajá,Ponte Preta
2353377,64,Rildo,Ponte Preta
2353377,90,Diego Ivo,Ponte Preta
2353373,74,Luís Fabiano,São Paulo FC
2353373,80,Alexandre Pato,São Paulo FC
2353373,86,Éverton,Flamengo RJ
2353378,82,Ángel Romero,Corinthians SP
2353380,14,Wálter,Atlético Paranaense
2353380,66,Felipe,Atlético Paranaense
2353380,69,Paulão,Internacional
2353381,20,Matheus Ferraz,Sport Club Recife
2353381,64,Diego Souza,Sport Club Recife
2353381,68,Renê,Sport Club Recife
2353381,78,Diego Souza,Sport Club Recife
2353381,88,Régis,Sport Club Recife
2353379,64,Marquinhos,Avaí FC
2353379,27,Robinho,Santos FC
2353390,27,Thiago Galhardo,Coritiba FC
2353390,34,Frickson Erazo,Grêmio Porto Alegre
2353391,55,Bruno Henrique,Goiás EC
2353391,81,Bruno Henrique,Goiás EC
2353383,28,Fábio Santos,Corinthians SP
2353384,45,Geuvânio,Santos FC
2353386,74,Héctor Canteros,Flamengo RJ
2353386,90,Éverton,Flamengo RJ
2353386,45,Diego Souza,Sport Club Recife
2353386,69,Élber,Sport Club Recife
2353388,7,Jemerson,Atlético Mineiro
2353388,37,Jemerson,Atlético Mineiro
2353388,53,Jesús Dátolo,Atlético Mineiro
2353388,81,Luan,Atlético Mineiro
2353388,89,Fred,Fluminense RJ
2353385,14,Renato Cajá,Ponte Preta
2353387,63,Vitinho,Internacional
2353393,11,Doria,São Paulo FC
2353393,59,Michel Bastos,São Paulo FC
2353393,86,Alexandre Pato,São Paulo FC
2353396,81,Lucas Siqueira,Vasco da Gama
2353396,45,Nilmar,Internacional
2353397,79,Léo Rodrigues,Figueirense
2353394,76,Péricles,Goiás EC
2353399,47,Hugo Cabral,Avaí FC
2353399,62,Hugo Cabral,Avaí FC
2353399,51,Gabriel,Flamengo RJ
2353400,40,Douglas Coutinho,Atlético Paranaense
2353402,21,Apodi,Chapecoense
2353398,82,Charles,Cruzeiro EC
2353398,85,Biro Biro,Ponte Preta
2353401,28,Neto,Sport Club Recife
2353405,6,Tiago Alves,Ponte Preta
2353405,48,Biro Biro,Ponte Preta
2353405,90,Renato Cajá,Ponte Preta
2353405,89,Gil,Chapecoense
2353410,50,Carlinhos,Coritiba FC
2353410,1,Anderson Lopes,Avaí FC
2353410,79,Roberto,Avaí FC
2353412,66,Rafael Furlan,Joinville EC
2353412,30,Nikão,Atlético Paranaense
2353412,33,Douglas Coutinho,Atlético Paranaense
2353404,43,Robinho,Santos FC
2353404,70,Werley,Santos FC
2353404,51,Joelinton,Sport Club Recife
2353404,90,Samuel Xavier,Sport Club Recife
2353403,25,Rafael Marques,SE Palmeiras
2353403,45,Zé Roberto,SE Palmeiras
2353408,12,Thiago Ribeiro,Atlético Mineiro
2353408,20,Jesús Dátolo,Atlético Mineiro
2353408,44,Thiago Ribeiro,Atlético Mineiro
2353411,53,Rodrigo,Goiás EC
2353411,36,Giuliano,Grêmio Porto Alegre
2353406,33,Pará,Flamengo RJ
2353406,37,Alecsandro,Flamengo RJ
2353406,86,Eduardo,Flamengo RJ
2353406,8,Fred,Fluminense RJ
2353406,46,Fred,Fluminense RJ
2353409,36,Marquinhos,Figueirense
2353409,50,Carlos Alberto,Figueirense
2353409,41,Henrique,Cruzeiro EC
2353416,1,Diego Ivo,Ponte Preta
2353416,39,Tiago Alves,Ponte Preta
2353416,78,Borges,Ponte Preta
2353420,19,Nikão,Atlético Paranaense
2353422,11,Ananias,Chapecoense
2353422,29,Bruno Silva,Chapecoense
2353413,34,Michel Bastos,São Paulo FC
2353413,50,Paulo Miranda,São Paulo FC
2353413,85,Rogério Ceni,São Paulo FC
2353413,45,Ricardo Oliveira,Santos FC
2353413,47,Ricardo Oliveira,Santos FC
2353417,3,Giuliano,Grêmio Porto Alegre
2353417,4,Marcelo Oliveira,Grêmio Porto Alegre
2353417,39,Luan,Grêmio Porto Alegre
2353417,23,John Mendoza,Corinthians SP
2353418,78,Manoel,Cruzeiro EC
2353419,24,Antônio Carlos,Avaí FC
2353419,74,André Lima,Avaí FC
2353419,13,Carlos,Atlético Mineiro
2353419,68,Lucas Pratto,Atlético Mineiro
2353419,77,Carlos,Atlético Mineiro
2353415,30,Vinicius,Fluminense RJ
