GameID,Minute,PlayerIn,PlayerOut,Team
1772556,76,Cristian Garcia,Facundo Castillón,Godoy Cruz
1772556,80,Fernando Zuqui,Gonzalo Castellani,Godoy Cruz
1772556,82,Jonathan Ramis,Iván Óbolo,Godoy Cruz
1772556,46,Hernán Boyero,Gaspar Iñíguez,Argentinos Juniors
1772556,59,Daniel Villalba,Lucas Rodríguez,Argentinos Juniors
1772556,74,Leandro Barrera,Rodrigo Gómez,Argentinos Juniors
1772561,21,Eduardo Casais,Fausto Montero,Arsenal de Sarandí
1772561,58,Jonatan Gómez,Julián Cardozo,Arsenal de Sarandí
1772561,59,Julio Furch,Ramiro Carrera,Arsenal de Sarandí
1772561,46,Ernesto Goñi,Joaquín Correa,Estudiantes
1772561,70,Mariano González,Carlos Auzqui,Estudiantes
1772561,88,Guido Carrillo,Duván Zapata,Estudiantes
1772562,69,Maximiliano Núñez,Agustin Torassa,All Boys
1772562,83,Alejandro Gagliardi,Nicolás Cabrera,All Boys
1772562,57,Rodrigo Depetris,César Mansanelli,Atlético Rafaela
1772562,66,Marcos Figueroa,Joel Sacks,Atlético Rafaela
1772562,71,Lucas Albertengo,Federico González,Atlético Rafaela
1772560,56,Facundo Sánchez,Sebastián Rusculleda,Tigre
1772560,81,Cristian Bordacahar,Matías Pérez García,Tigre
1772560,81,Leandro Leguizamón,Sergio Araujo,Tigre
1772560,71,Ramiro Cáseres,Ezequiel Rescaldani,Vélez Sarsfield
1772560,82,Lucas Romero,Jonathan Copete,Vélez Sarsfield
1772560,88,Eduardo Pucheta,Federico Insúa,Vélez Sarsfield
1772557,59,Facundo Curuchet,Luciano Leguizamón,Colón de Santa Fe
1772557,68,Marcelo Meli,Lucas Mugni,Colón de Santa Fe
1772557,49,Gabriel Hauche,Luciano Vietto,Racing Club
1772557,68,Mario Regueiro,Agustín Pelletieri,Racing Club
1772557,85,Ezequiel Melillo,Rodrigo de Paul,Racing Club
1772559,56,Néstor Ortigoza,Julio Buffarini,San Lorenzo
1772559,68,Ignacio Piatti,Leandro Romagnoli,San Lorenzo
1772559,76,Héctor Villalba,Gonzalo Verón,San Lorenzo
1772559,65,Paulo Rosales,Nahuel Benítez,Olimpo de Bahía Blanca
1772559,74,David Vega,Adrían Martínez,Olimpo de Bahía Blanca
1772559,80,Ezequiel Vidal,Ezequiel Cerutti,Olimpo de Bahía Blanca
1772563,73,Jorge Ortiz,Lautaro Acosta,Lanús
1772563,77,Ismael Blanco,Santiago Silva,Lanús
1772563,83,Lucas Melano,Fernando Barrientos,Lanús
1772563,57,Tobias Figueroa,Facundo Affranchino,Belgrano de Córdoba
1772563,68,Emiliano Rigoni,Lucas Zelarayán,Belgrano de Córdoba
1772563,74,Giuliano Bardín,Jorge Velázquez,Belgrano de Córdoba
1772558,64,Gastón Díaz,Ignacio Fernández,Gimnasia de La Plata
1772558,82,Dardo Miloc,Facundo Pereyra,Gimnasia de La Plata
1772558,87,Juan Pablo Rodríguez,Maximiliano Meza,Gimnasia de La Plata
1772558,70,Federico Andrada,Cristian Ledesma,River Plate
1772558,83,Carlos Sánchez,Gabriel Mercado,River Plate
1772558,88,Matías Kranevitter,Leonardo Ponzio,River Plate
1772555,68,Franco Niell,Antonio Medina,Rosario Central
1772555,74,Matías Ballini,Diego Lagos,Rosario Central
1772555,82,Sebastián Abreu,Carlos Luna,Rosario Central
1772555,62,Joaquín Boghossian,Pablo Garnier,Quilmes
1772555,77,Diego Diellos,Miguel Caneo,Quilmes
1772555,78,Christian Lema,Sebastián Martínez,Quilmes
1772554,75,Emmanuel Gigliotti,Nicolás Blandi,Boca Juniors
1772554,78,Jesús Méndez,Juan Sánchez Miño,Boca Juniors
1772554,88,Claudio Riaño,Ribair Rodríguez,Boca Juniors
1772554,79,Fabián Muñoz,Martín Tonso,Newells Old Boys
1772554,82,Horacio Orzán,Víctor Aquino,Newells Old Boys
1772554,86,Raúl Villalba,Lucas Bernardi,Newells Old Boys
1772572,72,Daniel Villalba,Enrique Triverio,Argentinos Juniors
1772572,77,Sergio Vittor,Gaspar Iñíguez,Argentinos Juniors
1772572,85,Raúl Becerra,Hernán Boyero,Argentinos Juniors
1772572,52,Carlos Luque,Lucas Mugni,Colón de Santa Fe
1772572,52,Facundo Curuchet,Luciano Leguizamón,Colón de Santa Fe
1772572,71,Gabriel Graciani,Marcelo Meli,Colón de Santa Fe
1772566,66,Carlos Bueno,Sebastián Carrera,Belgrano de Córdoba
1772566,82,Lucas Zelarayán,Jorge Velázquez,Belgrano de Córdoba
1772566,90,Facundo Affranchino,Pier Barrios,Belgrano de Córdoba
1772566,70,Nahuel Zárate,Emanuel Insúa,Boca Juniors
1772566,74,Emmanuel Gigliotti,Nicolás Blandi,Boca Juniors
1772566,88,Jesús Méndez,Juan Martínez,Boca Juniors
1772568,59,Román Martínez,Juan Sebastián Verón,Estudiantes
1772568,69,Carlos Auzqui,Jorge Luna,Estudiantes
1772568,83,Guido Carrillo,Duván Zapata,Estudiantes
1772568,62,Javier Cámpora,Agustin Torassa,All Boys
1772568,73,Cristian Álvarez,Fernando Sánchez,All Boys
1772568,79,Maximiliano Núñez,Nicolás Colazo,All Boys
1772567,15,Alexis Niz,Martín Zbrun,Atlético Rafaela
1772567,81,Marcos Figueroa,Federico González,Atlético Rafaela
1772567,86,Dimas Morales,Rodrigo Depetris,Atlético Rafaela
1772567,48,Leandro Somoza,Diego González,Lanús
1772567,63,Jorge Ortiz,Fernando Barrientos,Lanús
1772567,79,Lucas Melano,Lautaro Acosta,Lanús
1772573,64,Miguel Caneo,Emiliano Carrasco,Quilmes
1772573,77,Pablo Garnier,Sebastián Romero,Quilmes
1772573,80,Leandro Díaz,Luciano Abecasis,Quilmes
1772573,72,Diego Rodríguez,Nicolás Castro,Godoy Cruz
