GameID,Minute,Player,Team,Card
2406920,54,Sven Sprangler,SV Mattersburg,yellow
2406920,87,Benno Schmitz,RB Salzburg,yellow
2406922,5,Daniel Offenbacher,Sturm Graz,yellow
2406922,37,Simon Piesinger,Sturm Graz,yellow
2406922,40,Kristijan Dobras,Sturm Graz,yellow
2406922,51,Markus Lackner,FC Admira Wacker,yellow
2406922,67,Dominik Starkl,FC Admira Wacker,yellow-red
2406922,80,Patrick Wessely,FC Admira Wacker,yellow
2406924,27,Oliver Kragl,SV Ried,red
2406926,35,Roman Wallner,SV Grödig,yellow
2406926,82,Robert Strobl,SV Grödig,yellow
2406926,61,Patrick Salomon,SCR Altach,yellow
2406928,35,Alexander Kofler,Wolfsberger AC,yellow
2406928,48,Tadej Trdina,Wolfsberger AC,yellow
2406928,70,Silvio,Wolfsberger AC,red
2406928,20,Ognjen Vukojević,Austria Wien,yellow
2406930,19,Benno Schmitz,RB Salzburg,yellow
2406930,34,David Atanga,RB Salzburg,yellow
2406930,45,Felipe Pires,RB Salzburg,yellow
2406930,76,Louis Schaub,Rapid Wien,yellow
2406930,83,Florian Kainz,Rapid Wien,yellow
2406934,70,Thomas Ebner,FC Admira Wacker,yellow
2406934,87,Markus Blutsch,FC Admira Wacker,yellow
2406934,90,Lukas Grozurek,FC Admira Wacker,yellow
2406934,51,Manuel Prietl,SV Mattersburg,yellow
2406932,58,Petar Filipović,SV Ried,yellow-red
2406932,85,Bernhard Janeczek,SV Ried,yellow
2406932,86,Thomas Gebauer,SV Ried,yellow
2406932,49,Roland Putsche,Wolfsberger AC,yellow
2406932,90,Peter Tschernegg,Wolfsberger AC,yellow
2406936,45,Alexander Grünwald,Austria Wien,yellow
2406936,37,Dominik Hofbauer,SCR Altach,yellow
2406936,69,Philipp Netzer,SCR Altach,yellow
2406938,43,Roman Kienast,Sturm Graz,yellow
2406938,82,Marvin Potzmann,Sturm Graz,red
2406938,53,Robert Strobl,SV Grödig,yellow
2406938,80,Roman Kerschbaum,SV Grödig,yellow
2406940,90,Martin Rasner,SV Grödig,yellow
2406940,58,Christoph Martschinko,Austria Wien,yellow
2406940,73,Lukas Rotpuller,Austria Wien,red
2406940,86,Alexander Grünwald,Austria Wien,yellow
2406940,90,Raphael Holzhauser,Austria Wien,yellow
2406942,12,Dieter Elsneg,SV Ried,yellow
2406946,60,Dominik Starkl,FC Admira Wacker,yellow
2406946,75,Thomas Ebner,FC Admira Wacker,yellow
2406946,90,Patrick Wessely,FC Admira Wacker,yellow
2406948,26,Lukas Jäger,SCR Altach,yellow
2406948,56,Lukas Spendlhofer,Sturm Graz,yellow
2406948,90,Bright Edomwonyi,Sturm Graz,yellow
2406944,5,Srđan Grahovac,Rapid Wien,yellow
2406944,52,Maximilian Hofmann,Rapid Wien,yellow
2406944,70,Florian Kainz,Rapid Wien,yellow
2406944,78,Christopher Dibon,Rapid Wien,yellow
2406944,32,Peter Tschernegg,Wolfsberger AC,yellow
2406944,69,Michael Berger,Wolfsberger AC,yellow
2406944,90,Jacobo,Wolfsberger AC,yellow
2406950,60,Marcel Ziegl,SV Ried,yellow
2406950,40,Stefan Lainer,RB Salzburg,yellow
2406952,81,Roland Putsche,Wolfsberger AC,yellow
2406952,5,Martin Ehrenreich,Sturm Graz,yellow
2406952,47,Wilson Kamavuaka,Sturm Graz,yellow
2406954,42,Hannes Aigner,SCR Altach,yellow
2406954,52,Patrick Seeger,SCR Altach,yellow
2406954,83,Felix Roth,SCR Altach,yellow
2406954,40,Thorsten Mahrer,SV Mattersburg,yellow
2406954,78,Dominik Doleschal,SV Mattersburg,yellow
2406956,40,Thomas Ebner,FC Admira Wacker,yellow
2406956,59,Christoph Schösswendter,FC Admira Wacker,yellow
2406958,36,Ognjen Vukojević,Austria Wien,yellow
2406958,40,Raphael Holzhauser,Austria Wien,yellow
2406958,50,Olarenwaju Kayode,Austria Wien,yellow
2406958,78,Kevin Friesenbichler,Austria Wien,yellow
2406958,45,Mario Sonnleitner,Rapid Wien,yellow
2406958,54,Thanos Petsos,Rapid Wien,yellow
2406958,80,Stephan Auer,Rapid Wien,yellow
2406960,18,Fran,SV Mattersburg,red
2406962,23,Daniel Toth,FC Admira Wacker,yellow
2406962,86,Thomas Ebner,FC Admira Wacker,yellow
2406962,5,Bernhard Janeczek,SV Ried,yellow
2406962,73,Petar Filipović,SV Ried,yellow
2406962,90,Fabian Schubert,SV Ried,yellow
2406964,26,Michael Berger,Wolfsberger AC,yellow
2406964,55,Michael Sollbauer,Wolfsberger AC,yellow
2406964,55,Peter Tschernegg,Wolfsberger AC,yellow
2406964,57,Joachim Standfest,Wolfsberger AC,yellow
2406964,76,Jacobo,Wolfsberger AC,yellow
2406964,12,Robert Strobl,SV Grödig,yellow
2406964,55,Daniel Schütz,SV Grödig,yellow
2406964,70,Fabio Strauss,SV Grödig,yellow-red
2406966,66,David Atanga,RB Salzburg,yellow
2406966,26,Daniel Luxbacher,SCR Altach,yellow
2406966,30,Martin Harrer,SCR Altach,yellow
2406966,51,Lukas Jäger,SCR Altach,yellow
2406966,73,César Ortiz,SCR Altach,yellow
2406966,76,Boris Prokopič,SCR Altach,yellow
2406972,51,Anel Hadžić,Sturm Graz,yellow
2406972,78,Martin Ehrenreich,Sturm Graz,yellow
2406972,81,Marvin Potzmann,Sturm Graz,yellow
2406972,83,Donis Avdijaj,Sturm Graz,yellow
2406972,24,Louis Schaub,Rapid Wien,yellow
2406972,34,Mario Pavelić,Rapid Wien,yellow
2406972,64,Robert Berić,Rapid Wien,yellow
2406982,78,Philipp Prosenik,Rapid Wien,yellow
2406982,90,Harald Pichler,SV Grödig,yellow-red
2406986,31,Petar Filipović,SV Ried,yellow
2406986,45,Bernhard Janeczek,SV Ried,yellow
2406986,52,Alberto Prada,SV Ried,yellow
2406986,74,Daniel Sikorski,SV Ried,yellow
2406986,90,Denis Streker,SV Ried,yellow
2406986,36,Martin Ehrenreich,Sturm Graz,yellow
2406986,83,Michael Esser,Sturm Graz,yellow
2406986,85,Anel Hadžić,Sturm Graz,yellow
2406986,90,Michael Madl,Sturm Graz,yellow
2406986,90,Thorsten Schick,Sturm Graz,yellow
2406988,17,Alois Höller,SV Mattersburg,yellow
2406988,40,Patrick Farkas,SV Mattersburg,yellow
2406988,87,Nedeljko Malić,SV Mattersburg,yellow
2406988,54,Peter Tschernegg,Wolfsberger AC,yellow
2406988,67,Boris Hüttenbrenner,Wolfsberger AC,yellow
2406988,70,Manuel Seidl,Wolfsberger AC,yellow-red
2406980,58,Andreas Ulmer,RB Salzburg,yellow
2406980,44,Vanče Šikov,Austria Wien,yellow
2406980,73,Lukas Rotpuller,Austria Wien,yellow-red
2406980,73,Marco Meilinger,Austria Wien,yellow
2406980,90,Raphael Holzhauser,Austria Wien,yellow
2406980,90,Fabian Koch,Austria Wien,yellow
2406984,24,Louis NGwat-Mahop,SCR Altach,yellow
2406984,86,Hannes Aigner,SCR Altach,yellow
2406984,45,Lukas Grozurek,FC Admira Wacker,yellow
2406984,73,Markus Wostry,FC Admira Wacker,yellow-red
2406984,77,Eldis Bajrami,FC Admira Wacker,yellow
2406984,89,Daniel Toth,FC Admira Wacker,yellow
2407006,21,Maximilian Sax,FC Admira Wacker,yellow
2407006,43,Eldis Bajrami,FC Admira Wacker,yellow
2407006,55,Thomas Ebner,FC Admira Wacker,yellow
2407006,61,Florian Neuhold,FC Admira Wacker,yellow
2407006,90,René Schicker,FC Admira Wacker,yellow
2407006,37,Vanče Šikov,Austria Wien,yellow
2407006,44,Christoph Martschinko,Austria Wien,yellow
2406994,4,Richard Strebinger,Rapid Wien,red
2407004,68,Timo Brauer,SV Grödig,yellow
2407004,79,Fabio Strauss,SV Grödig,yellow
2407004,43,Alberto Prada,SV Ried,yellow
2407004,56,Denis Streker,SV Ried,yellow
2407004,66,Manuel Gavilàn,SV Ried,yellow
2407004,75,Nico Antonitsch,SV Ried,yellow
2406998,42,Michael Madl,Sturm Graz,yellow
2406998,20,Christian Schwegler,RB Salzburg,yellow
2406998,56,Stefan Lainer,RB Salzburg,yellow
2407000,19,Alexander Kofler,Wolfsberger AC,yellow
2407000,43,Roland Putsche,Wolfsberger AC,yellow
2407000,48,Stephan Palla,Wolfsberger AC,yellow
2407000,69,Daniel Drescher,Wolfsberger AC,yellow
2407000,57,Emanuel Schreiner,SCR Altach,yellow
2407000,71,Andreas Lukse,SCR Altach,yellow
2407000,71,Jan Zwischenbrugger,SCR Altach,yellow
2407000,90,Patrick Salomon,SCR Altach,yellow
2407022,68,Alexander Pöllhuber,SCR Altach,yellow
2407022,70,César Ortiz,SCR Altach,yellow
2407022,82,Dominik Hofbauer,SCR Altach,yellow
2407022,38,Ján Novota,Rapid Wien,yellow
2407022,90,Srđan Grahovac,Rapid Wien,yellow
2407020,39,Valon Berisha,RB Salzburg,yellow
2407020,74,Matthias Maak,SV Grödig,red
2407026,20,Oliver Kragl,SV Ried,yellow
2407026,26,Thomas Reifeltshammer,SV Ried,yellow
2407026,62,Petar Filipović,SV Ried,yellow
2407026,67,Bernhard Janeczek,SV Ried,yellow
2407026,88,Alberto Prada,SV Ried,yellow
2407026,90,Thomas Gebauer,SV Ried,yellow
2407032,78,Christoph Schösswendter,FC Admira Wacker,yellow-red
2407032,24,Manuel Weber,Wolfsberger AC,yellow
2407032,56,Issiaka Ouédraogo,Wolfsberger AC,yellow
2407036,83,Nedeljko Malić,SV Mattersburg,yellow
2407036,88,Alois Höller,SV Mattersburg,yellow
2407036,61,Christian Klem,Sturm Graz,yellow
2407036,63,Donis Avdijaj,Sturm Graz,yellow
2407036,78,Michael Madl,Sturm Graz,yellow
2407042,83,Josip Tadić,Sturm Graz,yellow
2407044,42,Stephan Palla,Wolfsberger AC,yellow
2407044,72,Michael Berger,Wolfsberger AC,yellow
2407044,13,Valon Berisha,RB Salzburg,yellow
2407044,86,Andreas Ulmer,RB Salzburg,yellow
2407046,67,Petar Filipović,SV Ried,yellow
2407046,42,Philipp Netzer,SCR Altach,yellow
2407046,87,Lukas Jäger,SCR Altach,yellow
2407048,14,Sandro Djuric,SV Grödig,yellow
2407048,26,Harald Pichler,SV Grödig,yellow
2407048,90,Benjamin Sulimani,SV Grödig,yellow
2407048,88,Thorsten Mahrer,SV Mattersburg,yellow
2407048,90,Vitālijs Maksimenko,SV Mattersburg,yellow
2407040,23,Stefan Schwab,Rapid Wien,yellow
2407040,36,Steffen Hofmann,Rapid Wien,yellow
2407040,41,Markus Blutsch,FC Admira Wacker,yellow
