GameID,Minute,Scorer,Team
2203991,31,Rafael Sóbis,Fluminense RJ
2203991,45,Fred,Fluminense RJ
2203991,59,Nirley,Figueirense
2203997,6,Charles Aránguiz,Internacional
2203992,13,Antônio Carlos,São Paulo FC
2203992,22,Douglas,São Paulo FC
2203992,56,Luís Fabiano,São Paulo FC
2203994,16,Dráusio,Atlético Paranaense
2203996,80,Anderson Talisca,EC Bahia
2203996,62,Nílton,Cruzeiro EC
2203996,89,Marcelo Moreno,Cruzeiro EC
2203993,80,Geuvânio,Santos FC
2203993,73,Neto Baiano,Sport Club Recife
2203998,13,Paulo Baier,Criciúma EC
2203998,83,Leandro,SE Palmeiras
2203998,88,Alan Kardec,SE Palmeiras
2204003,45,Rafael Sóbis,Fluminense RJ
2204000,64,Emerson Sheik,Botafogo RJ
2204000,75,Pablo Zeballos,Botafogo RJ
2204000,9,Rafael Moura,Internacional
2204000,35,Rafael Moura,Internacional
2204002,10,Guilherme,Corinthians SP
2204002,80,Gil,Corinthians SP
2204005,50,Júlio Baptista,Cruzeiro EC
2204005,90,Antônio Carlos,São Paulo FC
2204006,11,Dinei,EC Vitória BA
2204006,37,José Welison,EC Vitória BA
2204006,78,Mosquito,Atlético Paranaense
2204006,82,Marcelo Cirino,Atlético Paranaense
2204001,12,Rithely,Sport Club Recife
2204001,39,Ananias,Sport Club Recife
2204001,37,Ricardo Conceição,Chapecoense
2204007,11,Alan Ruíz,Grêmio Porto Alegre
2204007,22,Lucas Coelho,Grêmio Porto Alegre
2204007,84,Fernandinho Silva,Atlético Mineiro
2204008,8,Lincoln,EC Bahia
2204008,75,Fahel,EC Bahia
2204009,82,Amaral,Goiás EC
2204012,22,Alexandre Pato,São Paulo FC
2204012,72,Ademilson,São Paulo FC
2204012,30,Robinho,Coritiba FC
2204012,61,Chico,Coritiba FC
2204014,24,Éderson,Atlético Paranaense
2204014,40,Marcelo Cirino,Atlético Paranaense
2204014,36,Nílton,Cruzeiro EC
2204014,75,Souza,Cruzeiro EC
2204014,83,Marcelo Moreno,Cruzeiro EC
2204011,88,Wagner,Fluminense RJ
2204011,54,Marquinhos,EC Vitória BA
2204011,83,Marquinhos,EC Vitória BA
2204010,13,Paulinho,Flamengo RJ
2204010,50,Márcio Araújo,Flamengo RJ
2204010,60,Alecsandro,Flamengo RJ
2204010,73,Alecsandro,Flamengo RJ
2204010,11,Wesley,SE Palmeiras
2204010,31,Henrique Dourado,SE Palmeiras
2204016,59,Maxi Biancucchi,EC Bahia
2204017,13,Andrés DAlessandro,Internacional
2204017,45,Charles Aránguiz,Internacional
2204017,78,Patric,Sport Club Recife
2204018,14,Silvinho,Criciúma EC
2204015,69,David,Goiás EC
2204019,77,Paolo Guerrero,Corinthians SP
