GameID,Minute,Player,Team,Card
1765599,58,Tomáš Jun,Austria Wien,yellow
1765599,90,Rubin Okotie,Austria Wien,yellow
1765599,45,Markus Rusek,FC Admira Wacker,yellow
1765599,70,Patrick Tischler,FC Admira Wacker,yellow
1765599,87,Stephan Auer,FC Admira Wacker,yellow
1765599,89,Bernhard Schachner,FC Admira Wacker,yellow
1765599,90,Christoph Schösswendter,FC Admira Wacker,yellow
1765595,12,Dominique Taboga,SV Grödig,yellow
1765595,14,Peter Tschernegg,SV Grödig,yellow
1765595,23,Dieter Elsneg,SV Grödig,yellow
1765595,26,Thomas Salamon,SV Grödig,yellow
1765595,39,Tadej Trdina,SV Grödig,yellow
1765595,77,Kevin Fend,SV Grödig,yellow
1765595,82,Sascha Boller,SV Grödig,yellow
1765595,90,Ione Cabrera,SV Grödig,yellow
1765595,32,Thomas Hinum,SV Ried,yellow
1765595,44,Oliver Kragl,SV Ried,yellow
1765595,64,Thomas Gebauer,SV Ried,yellow
1765595,82,Sandro,SV Ried,yellow
1765595,90,Marcel Ziegl,SV Ried,yellow
1765597,61,Daniel Dunst,Wolfsberger AC,yellow
1765597,64,Mihret Topčagić,Wolfsberger AC,yellow
1765597,38,Thomas Schrammel,Rapid Wien,yellow
1765597,39,Marcel Sabitzer,Rapid Wien,yellow
1765597,73,Guido Burgstaller,Rapid Wien,yellow
1765597,89,Harald Pichler,Rapid Wien,yellow
1765598,49,Thomas Pichlmann,SC Wiener Neustadt,yellow
1765598,63,Stefan Rakowitz,SC Wiener Neustadt,yellow
1765598,90,David Witteveen,SC Wiener Neustadt,yellow
1765598,90,Christoph Freitag,SC Wiener Neustadt,yellow
1765598,82,Christian Schwegler,RB Salzburg,yellow
1765596,63,Stipe Vučur,FC Wacker Innsbruck,yellow
1765596,65,Christian Schilling,FC Wacker Innsbruck,yellow
1765596,50,Robert Berić,Sturm Graz,yellow
1765596,85,Aleksandar Todorovski,Sturm Graz,yellow
1765596,85,Anel Hadžić,Sturm Graz,yellow
1765596,90,Daniel Offenbacher,Sturm Graz,yellow
1765602,16,Dennis Mimm,SC Wiener Neustadt,red
1765600,3,Bernhard Janeczek,SV Ried,yellow
1765600,70,René Gartler,SV Ried,yellow
1765600,83,Thomas Gebauer,SV Ried,yellow
1765600,38,Mihret Topčagić,Wolfsberger AC,yellow
1765600,59,Danijel Mićić,Wolfsberger AC,yellow
1765600,60,Michael Sollbauer,Wolfsberger AC,yellow
1765600,73,Dario Baldauf,Wolfsberger AC,yellow-red
1765603,12,Martin Hinteregger,RB Salzburg,yellow
1765603,46,Kevin Kampl,RB Salzburg,yellow
1765603,72,Stefan Ilsanker,RB Salzburg,yellow
1765603,29,Tomáš Jun,Austria Wien,yellow
1765603,57,Florian Mader,Austria Wien,yellow
1765603,58,Kaja Rogulj,Austria Wien,yellow
1765603,64,Alexander Gorgon,Austria Wien,yellow
1765604,44,Markus Rusek,FC Admira Wacker,yellow
1765604,40,Stipe Vučur,FC Wacker Innsbruck,yellow
1765604,60,Stjepan Vuleta,FC Wacker Innsbruck,yellow
1765604,70,Marco Kofler,FC Wacker Innsbruck,yellow
1765601,40,Milan Dudić,Sturm Graz,yellow
1765601,18,Thomas Zündel,SV Grödig,yellow
1765601,28,Lukas Schubert,SV Grödig,yellow
1765609,11,Boris Hüttenbrenner,Wolfsberger AC,yellow
1765609,90,Danijel Mićić,Wolfsberger AC,yellow
1765605,5,Sascha Boller,SV Grödig,yellow
1765605,22,Mario Leitgeb,SV Grödig,yellow
1765605,28,Tadej Trdina,SV Grödig,yellow
1765605,48,Dominique Taboga,SV Grödig,yellow
1765605,23,Peter Pöllhuber,FC Admira Wacker,red
1765605,31,Christoph Schösswendter,FC Admira Wacker,red
1765605,37,Patrick Tischler,FC Admira Wacker,yellow
