GameID,Minute,PlayerIn,PlayerOut,Team
8225157,67,Marcelo Cirino,Emerson Sheik,Flamengo RJ
8225157,74,Ederson,Paolo Guerrero,Flamengo RJ
8225157,83,Alan Patrick,Federico Mancuello,Flamengo RJ
8225157,50,Serginho,Mark González,Sport Club Recife
8225157,75,Neto,Vinícius Araújo,Sport Club Recife
8225157,85,Túlio de Melo,Reinaldo Lenis,Sport Club Recife
8225159,70,Moisés Mineiro,Cleiton Xavier,SE Palmeiras
8225159,74,Alecsandro,Lucas Barrios,SE Palmeiras
8225159,85,Rafael Marques,Roger Guedes,SE Palmeiras
8225159,59,Pablo,Vinicius,Atlético Paranaense
8225159,59,Hernani,Jadson,Atlético Paranaense
8225160,57,Pablo Diogo,Carlos Eduardo,Atlético Mineiro
8225160,87,Yago Severin,Hyuri,Atlético Mineiro
8225160,47,Serginho,Paulinho,Santos FC
8225160,65,Matheus Nolasco,Ronaldo Mendes,Santos FC
8225160,78,Maxi Rolón,Renato,Santos FC
8225162,62,Leandro,Ruy,Coritiba FC
8225162,79,Thiago Lopes,César González,Coritiba FC
8225162,87,Jorge Ortega,Vinícius,Coritiba FC
8225162,46,Douglas Coutinho,Allano,Cruzeiro EC
8225162,58,Ariel Cabral,Matiás Pisano,Cruzeiro EC
8225162,72,Bruno Ramires,Élber,Cruzeiro EC
8225156,46,Sassá,Neilton,Botafogo RJ
8225156,60,Juan Manuel Salgueiro,Bruno Silva,Botafogo RJ
8225156,69,Anderson Aquino,Leandrinho,Botafogo RJ
8225156,66,Thiago Mendes,Banguele,São Paulo FC
8225156,71,Kelvin,Wilder Guisao,São Paulo FC
8225156,77,Rogério,Lucas Fernandes,São Paulo FC
8225165,63,Wallyson,Arthur,Santa Cruz FC
8225165,78,Bruno Moraes,Grafite,Santa Cruz FC
8225165,89,Alemão,Keno,Santa Cruz FC
8225165,46,David,Vander,EC Vitória BA
8225165,46,William Henrique,Leandro Domingues,EC Vitória BA
8225165,72,Alípio,Marcelo,EC Vitória BA
8225158,60,Guilherme,Rodriguinho,Corinthians SP
8225158,61,Giovanni Augusto,Ángel Romero,Corinthians SP
8225158,77,Luciano,André,Corinthians SP
8225158,64,Everton,Luan,Grêmio Porto Alegre
8225158,79,Henrique Almeida,Bobô,Grêmio Porto Alegre
8225158,82,Edinho,Miller Bolaños,Grêmio Porto Alegre
8225163,46,Guilherme Queiróz,Ferrugem,Figueirense
8225163,61,Dudu,Gustavo Ermel,Figueirense
8225163,88,Michael Ortega,Jocinei,Figueirense
8225163,61,Roger,Clayson,Ponte Preta
8225163,81,Rhayner,Felipe Azevedo,Ponte Preta
8225163,81,Felipe Menezes,Ravanelli,Ponte Preta
8225164,46,Borges,Tiago Luis,América MG
8225164,64,Bruno Sávio,Victor Rangel,América MG
8225164,79,Guilherme Xavier,Borges,América MG
8225164,62,Gerson,Richarlison,Fluminense RJ
8225164,73,Marcos Júnior,Osvaldo,Fluminense RJ
8225164,81,Giovanni,Jonathan,Fluminense RJ
8225161,66,Marquinhos,Aylon,Internacional
8225161,78,Gustavo Ferrareis,Artur,Internacional
8225161,83,Alisson Farias,Andrigo,Internacional
8225161,75,Silvinho,Lucas Gomes,Chapecoense
8225161,82,Rafael Lima,Bruno Rangel,Chapecoense
8225161,90,Lourency,Ananias,Chapecoense
8225174,70,Cristian,Ravanelli,Ponte Preta
8225174,73,Thiago Galhardo,Clayson,Ponte Preta
8225174,81,Tiago Alves,Matheus Jesus,Ponte Preta
8225174,46,Rafael Marques,Alecsandro,SE Palmeiras
8225174,46,Dudu,Matheus Sales,SE Palmeiras
8225174,63,Moisés Mineiro,Roger Guedes,SE Palmeiras
8225167,46,Gerson,Richarlison,Fluminense RJ
8225167,66,Marcos Júnior,Osvaldo,Fluminense RJ
8225167,62,Wallyson,Fernando Gabriel,Santa Cruz FC
8225167,81,Bruno Moraes,Wellington,Santa Cruz FC
8225167,84,Everaldo,Leó Moura,Santa Cruz FC
8225170,59,Douglas Coutinho,Matiás Pisano,Cruzeiro EC
8225170,78,Allano,Giorgian de Arrascaeta,Cruzeiro EC
8225170,89,Ariel Cabral,Allano,Cruzeiro EC
8225170,67,Michael Ortega,Bady,Figueirense
