GameID,Minute,Scorer,Team
2517459,9,Walter Erviti,Banfield
2517459,83,Lihué Prichoda,Banfield
2517466,25,Mauro Bogado,Huracán
2517463,27,César Delgado,Rosario Central
2517464,71,Gastón Díaz,Aldosivi
2517464,79,Santiago Rosales,Aldosivi
2517464,90,Nicolás Castro,Aldosivi
2517465,73,Luciano Cabral,Argentinos Juniors
2517465,17,José Correa,Tigre
2517458,12,Fernando Telechea,Patronato de Paraná
2517458,48,Fernando De la Fuente,Patronato de Paraná
2517458,45,Leandro Romagnoli,San Lorenzo
2517458,66,Néstor Ortigoza,San Lorenzo
2517471,38,Emanuel Dening,San Martín de San Juan
2517471,50,Juan Mattia,San Martín de San Juan
2517471,90,Lucas Boyé,Newells Old Boys
2517462,86,Emiliano Rigoni,Independiente
2517468,20,Nicolás Stefanelli,Defensa y Justicia
2517468,33,Agustín Bouzat,Defensa y Justicia
2517468,56,Ignacio Malcorra,Unión de Santa Fe
2517468,90,Claudio Riaño,Unión de Santa Fe
2517460,13,Alan Ruíz,Colón de Santa Fe
2517460,35,Alan Ruíz,Colón de Santa Fe
2517460,90,Joaquín Boghossian,Arsenal de Sarandí
2517470,20,Fernando Zampedri,Atlético Tucumán
2517470,47,Leandro González,Atlético Tucumán
2517470,60,Gustavo Bou,Racing Club
2517467,86,Román Martínez,Lanús
2517461,19,Rodrigo Mora,River Plate
2517461,45,Gonzalo Martínez,River Plate
2517461,52,Gonzalo Martínez,River Plate
2517461,60,Rodrigo Mora,River Plate
2517461,72,Lucas Alario,River Plate
2517461,31,Sebastián Romero,Quilmes
2517457,79,Carlos Bueno,Sarmiento de Junín
2517475,62,Jonathan Bottinelli,Arsenal de Sarandí
2517475,69,Juan Sánchez,Arsenal de Sarandí
2517475,72,Gabriel Sanabria,Arsenal de Sarandí
2517475,82,Juan Sánchez,Arsenal de Sarandí
2517482,58,Claudio Riaño,Unión de Santa Fe
2517482,69,Claudio Riaño,Unión de Santa Fe
2517482,74,Ignacio Malcorra,Unión de Santa Fe
2517472,17,Santiago García,Godoy Cruz
2517472,5,Germán Denis,Independiente
2517474,30,Ezequiel Rescaldani,Quilmes
2517474,80,Ezequiel Rescaldani,Quilmes
2517474,13,Franco Mazurek,Colón de Santa Fe
2517474,56,Pablo Ledesma,Colón de Santa Fe
2517474,62,Pablo Ledesma,Colón de Santa Fe
2517474,73,Nicolás Silva,Colón de Santa Fe
2517477,75,Néstor Ortigoza,San Lorenzo
2517477,90,Pablo Barrientos,San Lorenzo
2517477,6,Walter Busse,Sarmiento de Junín
2517484,39,Lucas Viatri,Estudiantes
2517486,5,Jonathan Galván,Aldosivi
2517486,42,Cristian Llama,Aldosivi
2517486,45,Gastón Díaz,Aldosivi
2517486,39,Federico Insúa,Argentinos Juniors
2517486,76,Lautaro Rinaldi,Argentinos Juniors
2517478,9,Cristian Nasuti,Vélez Sarsfield
2517478,79,Maximiliano Romero,Vélez Sarsfield
2517478,38,Walter Acuña,Olimpo de Bahía Blanca
2517480,44,Gustavo Bou,Racing Club
2517480,73,Óscar Romero,Racing Club
2517480,69,Daniel González,San Martín de San Juan
2517480,89,Javier Toledo,San Martín de San Juan
2517479,56,Marcelo Larrondo,Rosario Central
2517479,90,Marco Rubén,Rosario Central
2517483,44,José Sand,Lanús
2517483,61,José Sand,Lanús
2517483,9,Fabian Bordagaray,Defensa y Justicia
2517476,24,Franco Niell,Gimnasia de La Plata
2517476,46,Lorenzo Faravelli,Gimnasia de La Plata
2517476,75,Walter Bou,Gimnasia de La Plata
2517476,11,Matías Garrido,Patronato de Paraná
2517476,67,Matías Garrido,Patronato de Paraná
2517481,23,Leandro González,Atlético Tucumán
2517473,14,Iván Etevenaux,Belgrano de Córdoba
2517473,24,Jorge Velázquez,Belgrano de Córdoba
2517473,45,Iván Etevenaux,Belgrano de Córdoba
2517473,26,Nicolás Domingo,River Plate
2517473,69,Iván Alonso,River Plate
2517485,24,Jorge Rodríguez,Tigre
2517485,16,Daniel Montenegro,Huracán
2517485,70,Mariano González,Huracán
2517487,17,Nicolás Blandi,San Lorenzo
2517487,48,Nicolás Blandi,San Lorenzo
2517490,72,Santiago Silva,Banfield
2517490,10,Matías Morales,Quilmes
2517494,7,Mariano Pavone,Vélez Sarsfield
2517494,10,Mariano Pavone,Vélez Sarsfield
2517494,48,Hernán Toledo,Vélez Sarsfield
2517497,9,Tomás Martínez,Defensa y Justicia
2517497,22,Fabian Bordagaray,Defensa y Justicia
2517497,38,Eugenio Isnaldo,Defensa y Justicia
2517497,88,Nicolás Stefanelli,Defensa y Justicia
2517497,20,Gabriel Graciani,Atlético Rafaela
2517501,30,Emanuel Insúa,Newells Old Boys
2517501,62,Luis Advíncula,Newells Old Boys
2517501,82,Maxi Rodriguez,Newells Old Boys
2517501,90,Maxi Rodriguez,Newells Old Boys
2517501,40,Damián Schmidt,Racing Club
2517493,51,Marcelo Larrondo,Rosario Central
2517493,65,Jonás Aguirre,Rosario Central
2517500,37,Carlos Tévez,Boca Juniors
2517488,52,Carlos Bueno,Sarmiento de Junín
2517488,45,Walter Bou,Gimnasia de La Plata
2517488,46,Lorenzo Faravelli,Gimnasia de La Plata
2517488,86,Walter Bou,Gimnasia de La Plata
2517496,77,Leandro Desábato,Estudiantes
2517496,65,Federico González,Tigre
2517491,4,Alan Ruíz,Colón de Santa Fe
2517491,35,Alan Ruíz,Colón de Santa Fe
2517491,37,Mauricio Sperdutti,Colón de Santa Fe
2517498,66,José Sand,Lanús
2517492,40,Gonzalo Martínez,River Plate
2517492,11,Diego Viera,Godoy Cruz
2517492,84,Gabriel Carabajal,Godoy Cruz
2517499,42,Cristian Menéndez,Atlético Tucumán
2517499,90,Cristian Menéndez,Atlético Tucumán
