GameID,Minute,Player,Team,Card
8407657,24,Joelinton,Rapid Wien,red
8407657,87,Mario Sonnleitner,Rapid Wien,yellow
8407657,39,Lukas Rath,SV Mattersburg,yellow
8407657,81,Alois Höller,SV Mattersburg,yellow
8407659,62,Nemanja Rnić,Wolfsberger AC,yellow
8407659,81,Christopher Wernitznig,Wolfsberger AC,yellow
8407659,81,Stefan Lainer,RB Salzburg,yellow
8407659,88,Diadie Samassekou,RB Salzburg,yellow
8407661,5,Doğan Erdoğan,LASK,yellow
8407661,63,Daniel Toth,FC Admira Wacker,yellow
8407665,55,Emanuel Schreiner,SCR Altach,yellow
8407665,15,Heiko Westermann,Austria Wien,yellow
8407665,72,Kevin Friesenbichler,Austria Wien,yellow
8407665,81,Petar Filipović,Austria Wien,yellow
8407665,90,Christoph Martschinko,Austria Wien,yellow
8407669,38,Stefan Hierländer,Sturm Graz,yellow
8407669,34,David Steć,SKN St. Pölten,yellow
8407669,71,Babacar Diallo,SKN St. Pölten,yellow
8407677,89,Marin Pongračić,RB Salzburg,yellow
8407677,90,Duje Ćaleta-Car,RB Salzburg,yellow
8407681,15,Devante Parker,SKN St. Pölten,yellow
8407681,56,Thomas Murg,Rapid Wien,yellow
8407687,39,Michael Novak,SV Mattersburg,yellow
8407687,46,Jano,SV Mattersburg,yellow
8407687,76,César Ortiz,SV Mattersburg,yellow
8407687,18,Thomas Zündel,Wolfsberger AC,yellow
8407687,79,Florian Flecker,Wolfsberger AC,yellow
8407687,84,Stephan Palla,Wolfsberger AC,yellow
8407687,88,Issiaka Ouédraogo,Wolfsberger AC,yellow-red
8407693,45,Petar Filipović,Austria Wien,yellow
8407693,71,Thomas Salamon,Austria Wien,yellow
8407693,83,Heiko Westermann,Austria Wien,yellow
8407693,84,Alexander Grünwald,Austria Wien,yellow
8407693,42,Fabian Koch,Sturm Graz,yellow
8407693,66,Deni Alar,Sturm Graz,yellow
8407693,81,Peter Žulj,Sturm Graz,yellow
8407693,90,Stefan Hierländer,Sturm Graz,yellow
8407683,71,Markus Wostry,FC Admira Wacker,yellow
8407683,79,Fabio Strauss,FC Admira Wacker,yellow
8407683,45,Philipp Netzer,SCR Altach,yellow
8407683,61,Patrick Salomon,SCR Altach,yellow
8407697,57,Maximilian Ullmann,LASK,yellow
