GameID,Minute,Scorer,Team
2225822,12,Claudio Aquino,Godoy Cruz
2225822,35,Rubén Ramírez,Godoy Cruz
2225822,58,Luis Jerez Silva,Godoy Cruz
2225821,58,Sebastián Abreu,Rosario Central
2225821,84,Rafael Delgado,Rosario Central
2225821,90,Walter Acuña,Rosario Central
2225821,40,Arnaldo González,Quilmes
2225823,82,Brian Fernández,Defensa y Justicia
2225823,34,Gabriel Hauche,Racing Club
2225823,36,Gabriel Hauche,Racing Club
2225823,60,Diego Milito,Racing Club
2225828,43,Federico Mancuello,Independiente
2225828,55,Francisco Pizzini,Independiente
2225828,74,Juan Lucero,Independiente
2225820,45,Mauricio Tévez,Newells Old Boys
2225824,90,Pablo Vegetti,Gimnasia de La Plata
2225824,81,Teófilo Gutiérrez,River Plate
2225827,37,Emilio Zelaya,Arsenal de Sarandí
2225827,84,Ramiro Carrera,Arsenal de Sarandí
2225827,36,Guido Carrillo,Estudiantes
2225826,88,Milton Caraglio,Vélez Sarsfield
2225829,5,Silvio Romero,Lanús
2225825,40,Mauro Matos,San Lorenzo
2225825,50,Néstor Ortigoza,San Lorenzo
2225831,48,Maxi Rodriguez,Newells Old Boys
2225831,59,Osvaldo Barsottini,Gimnasia de La Plata
2225836,11,Jonathan Blanco,Olimpo de Bahía Blanca
2225836,20,Jonathan Blanco,Olimpo de Bahía Blanca
2225836,90,Carlos Luna,Tigre
2225838,51,Santiago Salcedo,Banfield
2225838,81,Enzo Trinidad,Banfield
2225838,15,Emiliano Tellechea,Defensa y Justicia
2225838,69,Brian Fernández,Defensa y Justicia
2225838,84,Marcelo Benítez,Defensa y Justicia
2225835,6,Lucas Pratto,Vélez Sarsfield
2225835,56,Iván Marcone,Arsenal de Sarandí
2225835,90,Emilio Zelaya,Arsenal de Sarandí
2225834,38,Ernesto Goñi,Estudiantes
2225837,45,Luciano Lollo,Racing Club
2225837,90,Facundo Castillón,Racing Club
2225830,16,Teófilo Gutiérrez,River Plate
2225830,80,Leonardo Pisculichi,River Plate
2225832,90,Emmanuel Gigliotti,Boca Juniors
2225839,13,Gonzalo Klusener,Quilmes
2225839,56,Emiliano Carrasco,Quilmes
2225839,87,Rubén Ramírez,Godoy Cruz
2225839,89,Guillermo Cosaro,Godoy Cruz
2225833,30,Rodrigo Depetris,Atlético Rafaela
2225833,46,Lucas Albertengo,Atlético Rafaela
2225833,62,Silvio Romero,Lanús
2225847,33,Brahian Alemán,Arsenal de Sarandí
2225846,11,Érik Godoy,Tigre
2225846,39,Kevin Itabel,Tigre
2225846,46,Lucas Wilchez,Tigre
2225846,58,Kevin Itabel,Tigre
2225844,12,Pablo Vegetti,Gimnasia de La Plata
2225844,39,Fernando Barrientos,Rosario Central
2225844,90,Rafael Delgado,Rosario Central
2225841,42,Maxi Rodriguez,Newells Old Boys
2225841,63,Lorenzo Faravelli,Newells Old Boys
2225841,86,Maxi Rodriguez,Newells Old Boys
2225841,51,César Pereyra,Belgrano de Córdoba
2225841,67,Pier Barrios,Belgrano de Córdoba
2225841,90,Emiliano Rigoni,Belgrano de Córdoba
2225848,48,Lucas Pratto,Vélez Sarsfield
2225848,73,Lucas Pratto,Vélez Sarsfield
2225848,81,Leonardo Rolón,Vélez Sarsfield
2225848,85,Lucas Romero,Vélez Sarsfield
2225845,49,Santiago Salcedo,Banfield
2225845,90,Juan Cazares,Banfield
2225849,19,Víctor Ayala,Lanús
2225849,56,Joaquín Correa,Estudiantes
2225849,69,Leonardo Jara,Estudiantes
2225843,11,Washington Camacho,Defensa y Justicia
2225843,18,Brian Sarmiento,Quilmes
2225840,37,Mauricio Gómez,Atlético Rafaela
2225840,55,Federico González,Atlético Rafaela
2225840,74,Pol Fernández,Atlético Rafaela
2225842,2,Carlos Sánchez,River Plate
2225842,4,Teófilo Gutiérrez,River Plate
2225842,16,Rodrigo Mora,River Plate
2225842,63,Teófilo Gutiérrez,River Plate
2225856,51,Jonathan Blanco,Olimpo de Bahía Blanca
2225856,88,Sebastian Penco,Independiente
2225856,90,Federico Mancuello,Independiente
2225857,87,Diego Milito,Racing Club
2225851,69,Rubén Ramírez,Godoy Cruz
2225853,31,Adrián Bastía,Atlético Rafaela
2225853,66,Joel Sacks,Atlético Rafaela
2225853,84,Sergio Vittor,Atlético Rafaela
2225853,9,Maxi Rodriguez,Newells Old Boys
2225853,17,Leandro Fernández,Newells Old Boys
2225850,33,Carlos Sánchez,River Plate
2225850,42,Carlos Sánchez,River Plate
2225850,77,Teófilo Gutiérrez,River Plate
2225854,4,Joaquín Correa,Estudiantes
2225854,21,Diego Vera,Estudiantes
2225854,40,Diego Vera,Estudiantes
2225854,90,Jonathan Calleri,Boca Juniors
2225858,24,Santiago Salcedo,Banfield
2225855,82,Lucas Pratto,Vélez Sarsfield
2225859,23,Héctor Villalba,San Lorenzo
2225859,41,Gonzalo Verón,San Lorenzo
