GameID,Minute,PlayerIn,PlayerOut,Team
873875,60,Rubin Okotie,Haris Bukva,Sturm Graz
873875,68,Christoph Kröpfl,Manuel Weber,Sturm Graz
873875,75,David Schloffer,Martin Ehrenreich,Sturm Graz
873875,46,Douglas Silva,Franz Schiemer,RB Salzburg
873875,60,Ibrahim Sekagya,Jakob Jantscher,RB Salzburg
873875,77,Christoph Leitgeb,Stefan Hierländer,RB Salzburg
873876,51,Thomas Schrammel,Christopher Trimmel,Rapid Wien
873876,58,Guido Burgstaller,Deni Alar,Rapid Wien
873876,72,Lukas Grozurek,Terrence Boyd,Rapid Wien
873876,51,Julius Perstaller,Christoph Saurer,FC Wacker Innsbruck
873876,52,Marcel Schreter,Tomáš Abrahám,FC Wacker Innsbruck
873876,81,Andreas Kuen,Christopher Wernitznig,FC Wacker Innsbruck
873877,46,Thorsten Röcher,Alois Höller,SV Mattersburg
873877,77,Florin Lovin,Ilčo Naumoski,SV Mattersburg
873877,90,Marvin Potzmann,Michael Mörz,SV Mattersburg
873877,46,Dominik Hofbauer,Mario Pollhammer,SC Wiener Neustadt
873877,63,Thomas Fröschl,Dario Tadić,SC Wiener Neustadt
873877,70,Daniel Offenbacher,Stefan Rakowitz,SC Wiener Neustadt
873879,60,Issiaka Ouédraogo,Benjamin Sulimani,FC Admira Wacker
873879,67,Lukas Thürauer,Philipp Hosiner,FC Admira Wacker
873879,82,Patrick Mevoungou,Daniel Toth,FC Admira Wacker
873879,66,Robert Žulj,Marcel Ziegl,SV Ried
873879,74,Guillem,René Gartler,SV Ried
873879,85,Markus Grössinger,Marco Meilinger,SV Ried
873878,68,De Paula,Jacobo,Wolfsberger AC
873878,78,Mihret Topčagić,Stephan Stückler,Wolfsberger AC
873878,78,Rivera,Christian Thonhofer,Wolfsberger AC
873878,60,Roman Kienast,Roland Linz,Austria Wien
873878,74,Tomas Šimkovič,James Holland,Austria Wien
873878,75,Lukas Rotpuller,Emir Dilaver,Austria Wien
873881,66,Michael Berger,Christoph Freitag,SC Wiener Neustadt
873881,69,Dario Tadić,Thomas Fröschl,SC Wiener Neustadt
873881,75,Günter Friesenbichler,Daniel Offenbacher,SC Wiener Neustadt
873881,55,Thomas Prager,Stefan Kulovits,Rapid Wien
873881,75,Lukas Grozurek,Deni Alar,Rapid Wien
873881,88,Markus Heikkinen,Muhammed Ildiz,Rapid Wien
873882,66,Gonzalo Zárate,Jakob Jantscher,RB Salzburg
873882,75,Stefan Maierhofer,David Mendes da Silva,RB Salzburg
873882,88,Martin Hinteregger,Stefan Hierländer,RB Salzburg
873882,46,Alois Höller,Florin Lovin,SV Mattersburg
873882,72,Thorsten Röcher,Ilčo Naumoski,SV Mattersburg
873882,77,Marvin Potzmann,Michael Mörz,SV Mattersburg
873883,46,Tomas Šimkovič,Florian Mader,Austria Wien
873883,62,Thomas Murg,Roland Linz,Austria Wien
873883,77,Roman Kienast,Emir Dilaver,Austria Wien
873883,53,Matthias Koch,Jürgen Säumel,Sturm Graz
873883,80,David Schloffer,Darko Bodul,Sturm Graz
873883,88,Haris Bukva,Christoph Kröpfl,Sturm Graz
873884,46,Tomáš Abrahám,Simon Piesinger,FC Wacker Innsbruck
873884,71,Merino,Christoph Saurer,FC Wacker Innsbruck
873884,81,Julius Perstaller,Marcel Schreter,FC Wacker Innsbruck
873884,60,Stefan Schwab,Benjamin Sulimani,FC Admira Wacker
873884,70,Thorsten Schick,Marcel Sabitzer,FC Admira Wacker
873884,84,Lukas Thürauer,Philipp Hosiner,FC Admira Wacker
873880,57,Iván Carril,Guillem,SV Ried
873880,74,Emanuel Schreiner,Andreas Schicker,SV Ried
873880,63,De Paula,Stephan Stückler,Wolfsberger AC
873880,75,Mihret Topčagić,Jacobo,Wolfsberger AC
873880,84,Christian Falk,Rivera,Wolfsberger AC
873887,50,Thorsten Röcher,Alois Höller,SV Mattersburg
873887,65,Marvin Potzmann,Michael Mörz,SV Mattersburg
873887,88,Florin Lovin,Ilčo Naumoski,SV Mattersburg
873887,68,David Schloffer,Matthias Koch,Sturm Graz
873887,72,Martin Ehrenreich,Leonhard Kaufmann,Sturm Graz
873888,63,Christian Falk,Nenad Jovanović,Wolfsberger AC
873888,77,Sandro Zakany,De Paula,Wolfsberger AC
873888,77,Mihret Topčagić,Michael Liendl,Wolfsberger AC
873888,46,Gonzalo Zárate,Georg Teigl,RB Salzburg
873888,54,Stefan Ilsanker,Martin Hinteregger,RB Salzburg
873888,80,Håvard Nielsen,Jakob Jantscher,RB Salzburg
873885,52,Iván Carril,Marcel Ziegl,SV Ried
873885,58,Markus Grössinger,Nacho Rodríguez,SV Ried
873885,76,Guillem,René Gartler,SV Ried
873885,66,Julius Perstaller,Marcelo Fernandes,FC Wacker Innsbruck
873885,75,Merino,Simon Piesinger,FC Wacker Innsbruck
