GameID,Minute,Scorer,Team
1772556,7,Jorge Curbelo,Godoy Cruz
1772556,55,Iván Óbolo,Godoy Cruz
1772556,71,Iván Óbolo,Godoy Cruz
1772556,64,Rodrigo Gómez,Argentinos Juniors
1772561,90,Julio Furch,Arsenal de Sarandí
1772561,31,Duván Zapata,Estudiantes
1772562,30,Mauro Matos,All Boys
1772562,87,Diego Vera,Atlético Rafaela
1772560,61,Gastón Díaz,Tigre
1772560,54,Lucas Pratto,Vélez Sarsfield
1772560,90,Lucas Pratto,Vélez Sarsfield
1772557,25,Jacobo Mansilla,Colón de Santa Fe
1772557,2,Bruno Zuculini,Racing Club
1772559,16,Martín Cauteruccio,San Lorenzo
1772559,89,Martín Cauteruccio,San Lorenzo
1772559,26,Nahuel Benítez,Olimpo de Bahía Blanca
1772563,44,Santiago Silva,Lanús
1772563,60,Santiago Silva,Lanús
1772563,72,Carlos Izquierdoz,Lanús
1772558,75,Lucas Licht,Gimnasia de La Plata
1772555,42,Carlos Luna,Rosario Central
1772555,80,Carlos Luna,Rosario Central
1772554,5,Nicolás Blandi,Boca Juniors
1772554,31,Cata Díaz,Boca Juniors
1772554,16,Milton Casco,Newells Old Boys
1772554,46,Víctor Aquino,Newells Old Boys
1772554,52,Víctor Aquino,Newells Old Boys
1772572,15,Julio Barraza,Argentinos Juniors
1772572,51,Hernán Boyero,Argentinos Juniors
1772566,8,Sebastián Carrera,Belgrano de Córdoba
1772566,12,Román Riquelme,Boca Juniors
1772566,86,Cata Díaz,Boca Juniors
1772568,31,Gastón Gil Romero,Estudiantes
1772567,56,Diego Vera,Atlético Rafaela
1772567,66,Rodrigo Depetris,Atlético Rafaela
1772567,55,Santiago Silva,Lanús
1772573,74,Miguel Caneo,Quilmes
1772571,20,Martín Cauteruccio,San Lorenzo
1772571,63,Mauro Cetto,San Lorenzo
1772571,70,Héctor Villalba,San Lorenzo
1772564,79,Federico Andrada,River Plate
1772565,36,Gabriel Heinze,Newells Old Boys
1772565,54,Maxi Rodriguez,Newells Old Boys
1772565,86,Rinaldo Cruzado,Newells Old Boys
1772581,36,Ramiro Carrera,Arsenal de Sarandí
1772581,40,Julio Furch,Arsenal de Sarandí
1772581,80,Iván Marcone,Arsenal de Sarandí
1772581,90,Damián Pérez,Arsenal de Sarandí
1772577,79,Rubén Ramírez,Colón de Santa Fe
1772578,20,Federico Rasic,Gimnasia de La Plata
1772578,85,Ignacio Fernández,Gimnasia de La Plata
1772578,1,Paulo Ferrari,Rosario Central
1772578,39,Franco Niell,Rosario Central
1772579,10,Julio Barraza,Argentinos Juniors
1772579,53,Hernán Boyero,Argentinos Juniors
1772579,64,Rodrigo Gómez,Argentinos Juniors
1772580,18,Sergio Araujo,Tigre
1772580,54,Sergio Araujo,Tigre
1772580,60,José Sand,Tigre
1772580,71,Rodrigo de Paul,Racing Club
1772574,29,Román Riquelme,Boca Juniors
1772574,67,Emanuel Insúa,Boca Juniors
1772574,41,Lucas Albertengo,Atlético Rafaela
1772582,20,Javier Cámpora,All Boys
1772582,58,Fabián Cubero,Vélez Sarsfield
1772583,10,Lautaro Acosta,Lanús
1772583,1,Guido Carrillo,Estudiantes
1772586,7,Jorge Velázquez,Belgrano de Córdoba
1772586,49,Federico Rasic,Gimnasia de La Plata
1772586,73,Federico Rasic,Gimnasia de La Plata
1772587,49,Marcos Cáceres,Newells Old Boys
1772587,90,David Trezeguet,Newells Old Boys
1772591,63,Martín Rolle,Arsenal de Sarandí
1772591,86,Martín Rolle,Arsenal de Sarandí
1772592,76,Daniel Villalba,Argentinos Juniors
1772585,85,Sebastián Abreu,Rosario Central
1772590,34,Agustin Vuletich,Olimpo de Bahía Blanca
1772590,13,Jonathan Ferrari,All Boys
1772584,87,Teófilo Gutiérrez,River Plate
1772584,51,Facundo Curuchet,Colón de Santa Fe
1772584,77,Rubén Ramírez,Colón de Santa Fe
1772588,54,Guido Carrillo,Estudiantes
1772588,90,Guido Carrillo,Estudiantes
1772593,6,Fernando Telechea,Quilmes
1772593,56,Luciano Abecasis,Quilmes
1772593,77,Arnaldo González,Quilmes
1772593,36,Gonzalo Verón,San Lorenzo
1772593,69,Martín Cauteruccio,San Lorenzo
1772595,53,Pablo Pérez,Newells Old Boys
1772595,90,Leandro Desábato,Estudiantes
1772600,45,Norberto Paparatto,Tigre
1772602,16,Roberto Battión,All Boys
1772597,29,Rubén Ramírez,Colón de Santa Fe
1772597,80,Rubén Ramírez,Colón de Santa Fe
1772597,41,Sebastián Abreu,Rosario Central
1772594,2,Ribair Rodríguez,Boca Juniors
1772594,38,Nicolás Blandi,Boca Juniors
1772594,10,Ezequiel Rescaldani,Vélez Sarsfield
1772599,61,Julio Buffarini,San Lorenzo
1772596,42,Ezequiel Maggiolo,Belgrano de Córdoba
1772596,47,Ezequiel Maggiolo,Belgrano de Córdoba
1772596,68,Luciano Lollo,Belgrano de Córdoba
1772596,17,Cristian Canuhé,Atlético Rafaela
1772596,37,Andrés Rodales,Atlético Rafaela
1772603,44,Lautaro Acosta,Lanús
1772603,70,Ismael Blanco,Lanús
1772603,72,Nicolás Pasquini,Lanús
1772609,33,Lucas Pratto,Vélez Sarsfield
1772609,70,Ramiro Cáseres,Vélez Sarsfield
1772609,85,Ramiro Cáseres,Vélez Sarsfield
1772608,43,Guido Carrillo,Estudiantes
1772608,74,Ezequiel Maggiolo,Belgrano de Córdoba
1772606,84,Jonathan Ramis,Godoy Cruz
1772612,28,Osvaldo Miranda,Argentinos Juniors
1772607,10,Rodrigo Depetris,Atlético Rafaela
1772607,89,Andrés Rodales,Atlético Rafaela
1772607,90,Facundo Pereyra,Gimnasia de La Plata
1772611,68,Luciano Vietto,Racing Club
1772611,88,Maximiliano Velázquez,Lanús
1772605,26,Martín Cauteruccio,San Lorenzo
1772605,85,Héctor Villalba,San Lorenzo
1772613,43,Martín Rolle,Arsenal de Sarandí
1772604,46,Manuel Lanzini,River Plate
1772604,62,Giovanni Simeone,River Plate
1772604,64,Manuel Lanzini,River Plate
1772610,7,Martín Pérez Guedes,Olimpo de Bahía Blanca
