GameID,League,Season,Date,HomeTeam,AwayTeam,Result
2203991,braseriea,2013-2014,19.04.2014,Fluminense RJ,Figueirense,3:0
2203997,braseriea,2013-2014,19.04.2014,Internacional,EC Vitória BA,1:0
2203999,braseriea,2013-2014,20.04.2014,Chapecoense,Coritiba FC,0:0
2203992,braseriea,2013-2014,20.04.2014,São Paulo FC,Botafogo RJ,3:0
2203994,braseriea,2013-2014,20.04.2014,Atlético Paranaense,Grêmio Porto Alegre,1:0
2203995,braseriea,2013-2014,20.04.2014,Atlético Mineiro,Corinthians SP,0:0
2203996,braseriea,2013-2014,20.04.2014,EC Bahia,Cruzeiro EC,1:2
2203990,braseriea,2013-2014,20.04.2014,Flamengo RJ,Goiás EC,0:0
2203993,braseriea,2013-2014,20.04.2014,Santos FC,Sport Club Recife,1:1
2203998,braseriea,2013-2014,20.04.2014,Criciúma EC,SE Palmeiras,1:2
2204004,braseriea,2013-2014,26.04.2014,Coritiba FC,Santos FC,0:0
2204003,braseriea,2013-2014,27.04.2014,SE Palmeiras,Fluminense RJ,0:1
2204000,braseriea,2013-2014,27.04.2014,Botafogo RJ,Internacional,2:2
2204002,braseriea,2013-2014,27.04.2014,Corinthians SP,Flamengo RJ,2:0
2204005,braseriea,2013-2014,27.04.2014,Cruzeiro EC,São Paulo FC,1:1
2204006,braseriea,2013-2014,27.04.2014,EC Vitória BA,Atlético Paranaense,2:2
2204001,braseriea,2013-2014,27.04.2014,Sport Club Recife,Chapecoense,2:1
2204007,braseriea,2013-2014,27.04.2014,Grêmio Porto Alegre,Atlético Mineiro,2:1
2204008,braseriea,2013-2014,27.04.2014,Figueirense,EC Bahia,0:2
2204009,braseriea,2013-2014,27.04.2014,Goiás EC,Criciúma EC,1:0
2204012,braseriea,2013-2014,03.05.2014,São Paulo FC,Coritiba FC,2:2
2204013,braseriea,2013-2014,03.05.2014,Santos FC,Grêmio Porto Alegre,0:0
2204014,braseriea,2013-2014,03.05.2014,Atlético Paranaense,Cruzeiro EC,2:3
2204011,braseriea,2013-2014,04.05.2014,Fluminense RJ,EC Vitória BA,1:2
2204010,braseriea,2013-2014,04.05.2014,Flamengo RJ,SE Palmeiras,4:2
2204016,braseriea,2013-2014,04.05.2014,EC Bahia,Botafogo RJ,1:0
2204017,braseriea,2013-2014,04.05.2014,Internacional,Sport Club Recife,2:1
2204018,braseriea,2013-2014,04.05.2014,Criciúma EC,Figueirense,1:0
2204015,braseriea,2013-2014,04.05.2014,Atlético Mineiro,Goiás EC,0:1
2204019,braseriea,2013-2014,04.05.2014,Chapecoense,Corinthians SP,0:1
2204023,braseriea,2013-2014,10.05.2014,SE Palmeiras,Goiás EC,2:0
2204027,braseriea,2013-2014,10.05.2014,Internacional,Atlético Paranaense,2:1
2204020,braseriea,2013-2014,11.05.2014,Botafogo RJ,Criciúma EC,6:0
2204021,braseriea,2013-2014,11.05.2014,Fluminense RJ,Flamengo RJ,2:0
2204022,braseriea,2013-2014,11.05.2014,São Paulo FC,Corinthians SP,1:1
2204025,braseriea,2013-2014,11.05.2014,Atlético Mineiro,Cruzeiro EC,2:1
2204029,braseriea,2013-2014,11.05.2014,Chapecoense,Grêmio Porto Alegre,1:2
2204024,braseriea,2013-2014,11.05.2014,Coritiba FC,Sport Club Recife,0:1
2204026,braseriea,2013-2014,11.05.2014,EC Bahia,EC Vitória BA,1:1
2204028,braseriea,2013-2014,11.05.2014,Figueirense,Santos FC,0:2
