GameID,League,Season,Date,HomeTeam,AwayTeam,Result
873875,AUTBundesliga,2012-2013,21.07.2012,Sturm Graz,RB Salzburg,0:2
873876,AUTBundesliga,2012-2013,21.07.2012,Rapid Wien,FC Wacker Innsbruck,4:0
873877,AUTBundesliga,2012-2013,21.07.2012,SV Mattersburg,SC Wiener Neustadt,2:0
873879,AUTBundesliga,2012-2013,22.07.2012,FC Admira Wacker,SV Ried,0:2
873878,AUTBundesliga,2012-2013,25.07.2012,Wolfsberger AC,Austria Wien,0:1
873881,AUTBundesliga,2012-2013,28.07.2012,SC Wiener Neustadt,Rapid Wien,0:1
873882,AUTBundesliga,2012-2013,28.07.2012,RB Salzburg,SV Mattersburg,3:2
873883,AUTBundesliga,2012-2013,28.07.2012,Austria Wien,Sturm Graz,0:1
873884,AUTBundesliga,2012-2013,29.07.2012,FC Wacker Innsbruck,FC Admira Wacker,1:2
873880,AUTBundesliga,2012-2013,29.07.2012,SV Ried,Wolfsberger AC,0:2
873887,AUTBundesliga,2012-2013,04.08.2012,SV Mattersburg,Sturm Graz,3:1
873888,AUTBundesliga,2012-2013,04.08.2012,Wolfsberger AC,RB Salzburg,0:2
873885,AUTBundesliga,2012-2013,05.08.2012,SV Ried,FC Wacker Innsbruck,2:0
873886,AUTBundesliga,2012-2013,05.08.2012,Rapid Wien,Austria Wien,0:3
873889,AUTBundesliga,2012-2013,05.08.2012,FC Admira Wacker,SC Wiener Neustadt,4:0
873891,AUTBundesliga,2012-2013,11.08.2012,Sturm Graz,Wolfsberger AC,4:1
873894,AUTBundesliga,2012-2013,11.08.2012,FC Wacker Innsbruck,SV Mattersburg,2:1
873890,AUTBundesliga,2012-2013,12.08.2012,SC Wiener Neustadt,SV Ried,2:3
873892,AUTBundesliga,2012-2013,12.08.2012,RB Salzburg,Rapid Wien,0:2
873893,AUTBundesliga,2012-2013,12.08.2012,Austria Wien,FC Admira Wacker,1:0
873896,AUTBundesliga,2012-2013,18.08.2012,Rapid Wien,Sturm Graz,3:0
873897,AUTBundesliga,2012-2013,18.08.2012,FC Wacker Innsbruck,SC Wiener Neustadt,2:3
873898,AUTBundesliga,2012-2013,18.08.2012,Wolfsberger AC,SV Mattersburg,0:1
873899,AUTBundesliga,2012-2013,18.08.2012,FC Admira Wacker,RB Salzburg,4:4
873895,AUTBundesliga,2012-2013,19.08.2012,SV Ried,Austria Wien,0:1
873900,AUTBundesliga,2012-2013,25.08.2012,Sturm Graz,FC Admira Wacker,3:2
873901,AUTBundesliga,2012-2013,25.08.2012,RB Salzburg,SC Wiener Neustadt,1:1
873902,AUTBundesliga,2012-2013,25.08.2012,Austria Wien,FC Wacker Innsbruck,2:0
873903,AUTBundesliga,2012-2013,25.08.2012,SV Mattersburg,SV Ried,2:1
873904,AUTBundesliga,2012-2013,26.08.2012,Wolfsberger AC,Rapid Wien,1:0
873905,AUTBundesliga,2012-2013,01.09.2012,SV Ried,Sturm Graz,0:1
873906,AUTBundesliga,2012-2013,01.09.2012,SC Wiener Neustadt,Austria Wien,0:2
873908,AUTBundesliga,2012-2013,01.09.2012,FC Wacker Innsbruck,RB Salzburg,0:4
873909,AUTBundesliga,2012-2013,01.09.2012,FC Admira Wacker,Wolfsberger AC,1:1
