GameID,Minute,PlayerIn,PlayerOut,Team
8453221,60,Matías Pérez García,Maximiliano Caire,Tigre
8453221,66,Lucas Janson,Rodrigo Depetris,Tigre
8453221,78,Ramón Mierez,Carlos Luna,Tigre
8453221,76,Fabricio Alvarenga,Gastón Díaz,Vélez Sarsfield
8453221,85,Nicolás Domínguez,Federico Andrada,Vélez Sarsfield
8453221,88,Nicolás Delgadillo,Matías Vargas,Vélez Sarsfield
8453219,81,Mauricio Asenjo,Pablo Mouche,Banfield
8453219,86,Claudio Villagra,Darío Cvitanich,Banfield
8453219,46,Tobias Figueroa,Neri Bandiera,Belgrano de Córdoba
8453219,55,Fabricio Brener,Mariano Barbieri,Belgrano de Córdoba
8453219,79,Epifanio García,Santiago Martínez,Belgrano de Córdoba
8453226,64,Hernán Fredes,Andrés Cubas,Defensa y Justicia
8453226,67,Fabian Bordagaray,Fernando Márquez,Defensa y Justicia
8453226,80,Franco Cristaldo,Gonzalo Castellani,Defensa y Justicia
8453226,72,Franco Niell,Erik Ramírez,Gimnasia de La Plata
8453226,79,Luciano Perdomo,Agustín Bolívar,Gimnasia de La Plata
8453226,79,Nicolás Mazzola,Nicolás Colazo,Gimnasia de La Plata
8453218,70,Tomás Chancalay,Nicolás Leguizamón,Colón de Santa Fe
8453218,73,Pablo Ledesma,Diego Morales,Colón de Santa Fe
8453218,87,Tomás Sandoval,Marcelo Estigarribia,Colón de Santa Fe
8453218,62,Marcelo Ortíz,Mauricio Martínez,Rosario Central
8453218,80,Germán Herrera,Marco Rubén,Rosario Central
8453218,88,Hernán Da Campo,Federico Carrizo,Rosario Central
8453222,68,Marcelo Torres,Junior Arias,Talleres de Córdoba
8453222,75,Cristian Ramírez,Juan Ramírez,Talleres de Córdoba
8453222,86,Carlos Quintana,Javier Gandolfi,Talleres de Córdoba
8453222,57,Matías Rojas,Maximiliano Velázquez,Lanús
8453222,69,Facundo Castillón,Gabriel Carrasco,Lanús
8453222,75,Germán Denis,José Sand,Lanús
8453229,70,Jonás Gutiérrez,Walter Erviti,Independiente
8453229,73,Diego Rodríguez,Maximiliano Meza,Independiente
