GameID,Minute,PlayerIn,PlayerOut,Team
8243399,46,Maximilian Hofmann,Christopher Dibon,Rapid Wien
8243399,60,Ivan Močinić,Christoph Schösswendter,Rapid Wien
8243399,70,Arnór Ingvi Traustason,Thomas Murg,Rapid Wien
8243399,46,Alberto Prada,Michael Brandner,SV Ried
8243399,60,Thomas Fröschl,Clemens Walch,SV Ried
8243399,78,Mathias Honsak,Peter Žulj,SV Ried
8243400,75,Sascha Horvath,Deni Alar,Sturm Graz
8243400,79,Roman Kienast,Bright Edomwonyi,Sturm Graz
8243400,83,Stefan Hierländer,Marc Andre Schmerböck,Sturm Graz
8243400,46,Jonathan Soriano,Yordy Reyna,RB Salzburg
8243400,57,Fredrik Gulbrandsen,Munas Dabbur,RB Salzburg
8243400,67,Christian Schwegler,Stefan Lainer,RB Salzburg
8243401,58,Dimitri Oberlin,Martin Harrer,SCR Altach
8243401,58,Boris Prokopič,Daniel Luxbacher,SCR Altach
8243401,88,Jan Zwischenbrugger,César Ortiz,SCR Altach
8243401,81,Daniel Offenbacher,Christopher Wernitznig,Wolfsberger AC
8243401,85,Philip Hellquist,Peter Tschernegg,Wolfsberger AC
8243401,90,Gerald Nutz,Michael Sollbauer,Wolfsberger AC
8243403,56,Kevin Luckassen,Daniel Segovia,SKN St. Pölten
8243403,62,Daniel Schütz,David Steć,SKN St. Pölten
8243403,77,Michael Ambichl,Peter Brandl,SKN St. Pölten
8243403,64,Alexander Grünwald,Roi Kehat,Austria Wien
8243403,83,Ismael Tajouri,Felipe Pires,Austria Wien
8243403,87,Kevin Friesenbichler,Raphael Holzhauser,Austria Wien
8243402,60,Alexander Ibser,Alois Höller,SV Mattersburg
8243402,60,Markus Pink,Patrick Bürger,SV Mattersburg
8243402,76,Mario Grgic,Sven Sprangler,SV Mattersburg
8243402,63,Ilter Ayyildiz,Maximilian Sax,FC Admira Wacker
8243402,66,Markus Blutsch,Christoph Knasmüllner,FC Admira Wacker
8243402,87,Patrick Schmidt,Dominik Starkl,FC Admira Wacker
8243404,62,Wanderson,Valentino Lazaro,RB Salzburg
8243404,65,Konrad Laimer,Diadie Samassekou,RB Salzburg
8243404,79,Marc Rzatkowski,Munas Dabbur,RB Salzburg
