GameID,Minute,Player,Team,Card
873875,30,Jürgen Säumel,Sturm Graz,yellow
873875,67,Manuel Weber,Sturm Graz,yellow
873875,75,Christoph Kröpfl,Sturm Graz,yellow
873875,17,Franz Schiemer,RB Salzburg,yellow
873875,55,Stefan Ilsanker,RB Salzburg,yellow-red
873875,89,Andreas Ulmer,RB Salzburg,yellow
873876,46,Christopher Trimmel,Rapid Wien,yellow
873876,76,Guido Burgstaller,Rapid Wien,yellow
873876,82,Daniel Schütz,FC Wacker Innsbruck,yellow
873876,86,Simon Piesinger,FC Wacker Innsbruck,yellow
873877,18,Ilčo Naumoski,SV Mattersburg,yellow
873877,43,Michael Mörz,SV Mattersburg,yellow
873877,29,Stefan Rakowitz,SC Wiener Neustadt,yellow
873877,55,Matthias Maak,SC Wiener Neustadt,yellow
873877,75,Dominik Hofbauer,SC Wiener Neustadt,yellow
873879,47,Benjamin Sulimani,FC Admira Wacker,yellow
873879,67,Daniel Drescher,FC Admira Wacker,yellow
873879,87,Patrick Mevoungou,FC Admira Wacker,yellow
873879,87,Richard Windbichler,FC Admira Wacker,yellow-red
873879,90,Andreas Schrott,FC Admira Wacker,yellow
873879,87,Andreas Schicker,SV Ried,yellow
873878,12,Nenad Jovanović,Wolfsberger AC,yellow
873878,90,Michele Polverino,Wolfsberger AC,yellow
873878,20,Alexander Gorgon,Austria Wien,yellow
873878,87,Markus Suttner,Austria Wien,yellow
873881,28,Dennis Mimm,SC Wiener Neustadt,yellow
873881,62,Jiři Lenko,SC Wiener Neustadt,yellow-red
873881,22,Christopher Trimmel,Rapid Wien,yellow
873881,31,Stefan Kulovits,Rapid Wien,yellow
873881,75,Gerson,Rapid Wien,yellow
873882,43,Jakob Jantscher,RB Salzburg,yellow
873882,12,Nedeljko Malić,SV Mattersburg,yellow
873882,63,Alois Höller,SV Mattersburg,yellow
873882,82,Patrick Bürger,SV Mattersburg,yellow
873883,90,Georg Margreitter,Austria Wien,yellow-red
873883,90,Thomas Murg,Austria Wien,yellow
873883,18,Nikola Vujadinović,Sturm Graz,yellow
873883,90,David Schloffer,Sturm Graz,yellow
873884,27,Simon Piesinger,FC Wacker Innsbruck,yellow
873884,41,Martin Švejnoha,FC Wacker Innsbruck,yellow
873884,44,Christoph Saurer,FC Wacker Innsbruck,yellow
873884,45,Marcelo Fernandes,FC Wacker Innsbruck,yellow
873884,78,Merino,FC Wacker Innsbruck,yellow
873884,39,Benjamin Sulimani,FC Admira Wacker,yellow
873884,41,Philipp Hosiner,FC Admira Wacker,yellow
873884,74,Thorsten Schick,FC Admira Wacker,yellow
873880,25,Mario Reiter,SV Ried,yellow
873880,65,Iván Carril,SV Ried,yellow
873880,66,Jacobo,Wolfsberger AC,yellow
873880,80,Mihret Topčagić,Wolfsberger AC,yellow
873880,82,Christian Dobnik,Wolfsberger AC,yellow
873880,84,Manuel Kerhe,Wolfsberger AC,yellow
873887,14,Manuel Seidl,SV Mattersburg,yellow
873887,77,Thorsten Röcher,SV Mattersburg,yellow
873887,36,Michael Madl,Sturm Graz,yellow
873887,52,Darko Bodul,Sturm Graz,yellow
873887,53,Nikola Vujadinović,Sturm Graz,yellow
873888,50,Michele Polverino,Wolfsberger AC,yellow
873888,53,Nenad Jovanović,Wolfsberger AC,yellow
873888,75,De Paula,Wolfsberger AC,yellow
873888,45,Martin Hinteregger,RB Salzburg,yellow
