GameID,League,Season,Date,HomeTeam,AwayTeam,Result
2217251,AUTBundesliga,2014-2015,19.07.2014,RB Salzburg,Rapid Wien,6:1
2217252,AUTBundesliga,2014-2015,19.07.2014,SV Ried,SC Wiener Neustadt,3:1
2217253,AUTBundesliga,2014-2015,19.07.2014,FC Admira Wacker,Wolfsberger AC,1:4
2217254,AUTBundesliga,2014-2015,19.07.2014,SCR Altach,Sturm Graz,1:0
2217255,AUTBundesliga,2014-2015,20.07.2014,Austria Wien,SV Grödig,1:1
2217257,AUTBundesliga,2014-2015,26.07.2014,Wolfsberger AC,Austria Wien,4:0
2217256,AUTBundesliga,2014-2015,26.07.2014,Rapid Wien,SV Ried,1:0
2217258,AUTBundesliga,2014-2015,26.07.2014,SC Wiener Neustadt,RB Salzburg,0:5
2217260,AUTBundesliga,2014-2015,27.07.2014,SV Grödig,Sturm Graz,2:1
2217259,AUTBundesliga,2014-2015,13.08.2014,SCR Altach,FC Admira Wacker,0:2
2217265,AUTBundesliga,2014-2015,02.08.2014,FC Admira Wacker,Rapid Wien,1:1
2217262,AUTBundesliga,2014-2015,02.08.2014,Austria Wien,SCR Altach,0:0
2217263,AUTBundesliga,2014-2015,02.08.2014,Sturm Graz,SC Wiener Neustadt,4:2
2217264,AUTBundesliga,2014-2015,02.08.2014,SV Ried,RB Salzburg,0:2
2217261,AUTBundesliga,2014-2015,03.08.2014,SV Grödig,Wolfsberger AC,0:2
2217270,AUTBundesliga,2014-2015,09.08.2014,SC Wiener Neustadt,Austria Wien,2:2
2217268,AUTBundesliga,2014-2015,09.08.2014,Rapid Wien,Sturm Graz,1:1
2217269,AUTBundesliga,2014-2015,09.08.2014,SV Ried,FC Admira Wacker,1:1
2217271,AUTBundesliga,2014-2015,09.08.2014,SCR Altach,Wolfsberger AC,1:2
2217267,AUTBundesliga,2014-2015,10.08.2014,RB Salzburg,SV Grödig,8:0
2217272,AUTBundesliga,2014-2015,16.08.2014,Rapid Wien,SCR Altach,0:1
2217273,AUTBundesliga,2014-2015,16.08.2014,SV Grödig,SC Wiener Neustadt,3:0
2217275,AUTBundesliga,2014-2015,16.08.2014,Wolfsberger AC,SV Ried,4:1
2217276,AUTBundesliga,2014-2015,16.08.2014,FC Admira Wacker,RB Salzburg,0:3
2217274,AUTBundesliga,2014-2015,17.08.2014,Sturm Graz,Austria Wien,1:1
2217279,AUTBundesliga,2014-2015,23.08.2014,Sturm Graz,Wolfsberger AC,1:2
2217277,AUTBundesliga,2014-2015,23.08.2014,RB Salzburg,SCR Altach,5:0
2217278,AUTBundesliga,2014-2015,23.08.2014,SC Wiener Neustadt,FC Admira Wacker,5:4
2217280,AUTBundesliga,2014-2015,23.08.2014,SV Ried,SV Grödig,2:2
