GameID,Minute,Player,Team,Card
8243399,40,Michael Brandner,SV Ried,yellow
8243399,45,Marvin Egho,SV Ried,yellow-red
8243400,84,Dayot Upamecano,RB Salzburg,yellow
8243401,61,Nikola Dovedan,SCR Altach,yellow
8243401,11,Thomas Zündel,Wolfsberger AC,yellow
8243401,69,Christopher Wernitznig,Wolfsberger AC,yellow
8243401,72,Peter Tschernegg,Wolfsberger AC,yellow
8243401,73,Boris Hüttenbrenner,Wolfsberger AC,yellow
8243403,41,David Steć,SKN St. Pölten,yellow
8243403,46,Kai Heerings,SKN St. Pölten,yellow
8243403,78,Andreas Dober,SKN St. Pölten,yellow
8243403,83,Kevin Luckassen,SKN St. Pölten,yellow
8243403,89,Daniel Schütz,SKN St. Pölten,yellow
8243403,34,Lucas Venuto,Austria Wien,yellow
8243403,66,Petar Filipović,Austria Wien,yellow
8243403,72,Alexander Grünwald,Austria Wien,yellow
8243403,74,Olarenwaju Kayode,Austria Wien,yellow
8243403,90,Raphael Holzhauser,Austria Wien,yellow
8243402,62,Nedeljko Malić,SV Mattersburg,yellow
8243402,76,Sven Sprangler,SV Mattersburg,yellow
8243402,49,Daniel Toth,FC Admira Wacker,yellow
8243402,56,Markus Wostry,FC Admira Wacker,yellow
8243402,90,Jörg Siebenhandl,FC Admira Wacker,yellow
8243404,35,Michael Sollbauer,Wolfsberger AC,yellow
8243404,48,Peter Tschernegg,Wolfsberger AC,yellow
8243406,54,Peter Žulj,SV Ried,yellow
8243406,86,Marc Andre Schmerböck,Sturm Graz,yellow
8243406,87,Stefan Hierländer,Sturm Graz,yellow
8243405,58,Sven Sprangler,SV Mattersburg,yellow
8243405,77,Nedeljko Malić,SV Mattersburg,yellow
8243408,84,Philipp Netzer,SCR Altach,yellow
8243407,44,Daniel Schütz,SKN St. Pölten,yellow
8243407,68,Andreas Dober,SKN St. Pölten,yellow
8243407,59,Markus Wostry,FC Admira Wacker,yellow-red
8243409,78,James Jeggo,Sturm Graz,yellow
8243410,20,Bernardo,RB Salzburg,yellow
8243410,59,Daniel Schütz,SKN St. Pölten,yellow
8243410,83,Peter Brandl,SKN St. Pölten,yellow
8243411,21,Maximilian Sax,FC Admira Wacker,yellow
8243411,30,Stephan Zwierschitz,FC Admira Wacker,yellow
8243411,73,Toni Vastić,FC Admira Wacker,yellow
8243411,90,Daniel Toth,FC Admira Wacker,yellow
8243411,36,Boris Prokopič,SCR Altach,yellow
8243411,88,Patrick Salomon,SCR Altach,yellow
8243412,45,Dario Baldauf,Wolfsberger AC,yellow
8243412,57,Boris Hüttenbrenner,Wolfsberger AC,yellow
8243412,74,Michael Sollbauer,Wolfsberger AC,yellow
8243412,37,Thomas Bergmann,SV Ried,yellow
8243412,50,Özgür Özdemir,SV Ried,yellow
8243412,65,Florian Hart,SV Ried,yellow
8243413,68,Jens Stryger Larsen,Austria Wien,yellow
8243413,77,Ivan Močinić,Rapid Wien,yellow
8243416,51,Stefan Stangl,RB Salzburg,yellow
8243414,59,Daniel Toth,FC Admira Wacker,red
8243417,90,Daniel Luxbacher,SCR Altach,yellow
8243417,16,Kevin Luckassen,SKN St. Pölten,yellow
8243418,76,Patrick Bürger,SV Mattersburg,yellow
8243418,84,Alois Höller,SV Mattersburg,yellow
8243418,53,Daniel Drescher,Wolfsberger AC,yellow
8243418,55,Alexander Kofler,Wolfsberger AC,yellow
8243415,11,Bright Edomwonyi,Sturm Graz,yellow
8243415,25,Christian Schulz,Sturm Graz,yellow
8243423,60,Kevin Luckassen,SKN St. Pölten,yellow
8243423,53,Charalampos Lykogiannis,Sturm Graz,yellow
8243423,83,Lukas Spendlhofer,Sturm Graz,yellow
8243419,43,Jano,SV Mattersburg,yellow
8243421,55,Stephan Zwierschitz,FC Admira Wacker,yellow
8243421,81,Maximilian Sax,FC Admira Wacker,yellow
8243421,10,Dieter Elsneg,SV Ried,yellow
8243422,66,Nemanja Rnić,Wolfsberger AC,yellow
8243422,74,Daniel Offenbacher,Wolfsberger AC,yellow
8243422,34,Srđan Grahovac,Rapid Wien,yellow
8243422,76,Christoph Schösswendter,Rapid Wien,yellow
8243422,80,Joelinton,Rapid Wien,yellow
8243420,86,Tarkan Serbest,Austria Wien,yellow
8243420,89,Olarenwaju Kayode,Austria Wien,yellow
8243425,15,Uroš Matić,Sturm Graz,yellow
8243425,15,Boris Prokopič,SCR Altach,yellow
8243425,26,Nikola Dovedan,SCR Altach,yellow
8243425,89,Patrick Salomon,SCR Altach,red
8243426,33,Philipp Prosenik,Wolfsberger AC,yellow
8243426,43,Peter Tschernegg,Wolfsberger AC,yellow
8243426,44,Michael Sollbauer,Wolfsberger AC,yellow
8243426,45,Markus Lackner,FC Admira Wacker,yellow
8243569,38,Michael Perlak,SV Mattersburg,yellow
8243569,80,Nedeljko Malić,SV Mattersburg,yellow
8243569,15,Paul Pârvulescu,SKN St. Pölten,yellow
8243569,31,Michael Huber,SKN St. Pölten,yellow
8243569,82,Peter Brandl,SKN St. Pölten,yellow
8243424,69,Ivan Močinić,Rapid Wien,yellow
8243424,78,Joelinton,Rapid Wien,yellow
8243424,90,Thomas Schrammel,Rapid Wien,yellow
8243424,43,Stefan Lainer,RB Salzburg,yellow
8243424,45,Dayot Upamecano,RB Salzburg,yellow
8243424,78,Duje Ćaleta-Car,RB Salzburg,yellow
8243427,77,Peter Žulj,SV Ried,red
8243427,77,Thomas Gebauer,SV Ried,yellow
8243427,77,Marko Kvasina,Austria Wien,yellow
8243427,90,Petar Filipović,Austria Wien,yellow
8243430,41,James Jeggo,Sturm Graz,yellow
8243430,88,Fabian Koch,Sturm Graz,yellow
8243430,41,Ivan Močinić,Rapid Wien,yellow
8243430,90,Stefan Schwab,Rapid Wien,yellow
8243431,90,Galvão,SCR Altach,yellow-red
8243431,22,Sven Sprangler,SV Mattersburg,yellow
8243431,58,Lukas Rath,SV Mattersburg,yellow
8243432,35,Andreas Dober,SKN St. Pölten,yellow
8243432,61,Lukas Thürauer,SKN St. Pölten,yellow
8243432,86,Özgür Özdemir,SV Ried,yellow
8243429,60,Valon Berisha,RB Salzburg,yellow
8243429,72,Wanderson,RB Salzburg,yellow
8243583,30,Peter Žulj,SV Ried,yellow
8243583,45,Lukas Jäger,SCR Altach,yellow
8243583,86,Emanuel Schreiner,SCR Altach,yellow
8243583,90,Gabriel Lüchinger,SCR Altach,yellow
8243583,90,Philipp Netzer,SCR Altach,yellow
8243441,62,Markus Lackner,FC Admira Wacker,yellow
8243441,65,Daniel Toth,FC Admira Wacker,yellow
8243444,45,Daniel Offenbacher,Wolfsberger AC,yellow
8243444,34,Manuel Martic,SKN St. Pölten,yellow
8243444,45,Kevin Luckassen,SKN St. Pölten,yellow
8243444,54,Marco Perchtold,SKN St. Pölten,yellow
8243444,60,Paul Pârvulescu,SKN St. Pölten,yellow
8243444,90,Michael Huber,SKN St. Pölten,yellow
8243444,90,David Steć,SKN St. Pölten,yellow
8243437,13,Wanderson,RB Salzburg,yellow
8243437,42,Duje Ćaleta-Car,RB Salzburg,yellow
8243437,45,Diadie Samassekou,RB Salzburg,yellow
8243437,90,Christoph Leitgeb,RB Salzburg,yellow
8243437,44,Christoph Martschinko,Austria Wien,yellow
8243437,59,Alexander Grünwald,Austria Wien,yellow
8243437,90,Tarkan Serbest,Austria Wien,yellow
8243438,40,Thomas Schrammel,Rapid Wien,yellow
8243438,43,Jano,SV Mattersburg,yellow
8243438,54,Vitālijs Maksimenko,SV Mattersburg,yellow
8243451,29,David Steć,SKN St. Pölten,yellow
8243451,74,Daniel Petrovic,SKN St. Pölten,yellow
8243451,90,Manuel Martic,SKN St. Pölten,yellow
8243451,14,Stefan Schwab,Rapid Wien,yellow
8243447,32,Lukas Rotpuller,Austria Wien,yellow
8243447,60,Kevin Friesenbichler,Austria Wien,yellow
8243447,87,Patrick Wessely,FC Admira Wacker,yellow
8243447,90,Andreas Leitner,FC Admira Wacker,yellow
8243448,56,Charalampos Lykogiannis,Sturm Graz,yellow
8243450,40,Lukas Rath,SV Mattersburg,yellow
8243450,57,Alois Höller,SV Mattersburg,yellow
8243450,66,Michael Perlak,SV Mattersburg,yellow
8243450,66,Patrick Farkas,SV Mattersburg,yellow
8243450,88,Florian Templ,SV Mattersburg,yellow
8243450,49,Orhan Ademi,SV Ried,yellow
8243450,57,Özgür Özdemir,SV Ried,yellow
