GameID,League,Season,Date,HomeTeam,AwayTeam,Result
8341365,AfrikaCup,2017,14.01.2017,Gabun,Guinea-Bissau,1:1
8341366,AfrikaCup,2017,14.01.2017,Burkina Faso,Kamerun,1:1
8341367,AfrikaCup,2017,18.01.2017,Gabun,Burkina Faso,1:1
8341368,AfrikaCup,2017,18.01.2017,Kamerun,Guinea-Bissau,2:1
8341369,AfrikaCup,2017,22.01.2017,Kamerun,Gabun,0:0
8341370,AfrikaCup,2017,22.01.2017,Guinea-Bissau,Burkina Faso,0:2
8341371,AfrikaCup,2017,15.01.2017,Algerien,Simbabwe,2:2
8341372,AfrikaCup,2017,15.01.2017,Tunesien,Sénégal,0:2
8341373,AfrikaCup,2017,19.01.2017,Algerien,Tunesien,1:2
8341374,AfrikaCup,2017,19.01.2017,Sénégal,Simbabwe,2:0
8341375,AfrikaCup,2017,23.01.2017,Sénégal,Algerien,2:2
8341376,AfrikaCup,2017,23.01.2017,Simbabwe,Tunesien,2:4
8341377,AfrikaCup,2017,16.01.2017,Elfenbeinküste,Togo,0:0
8341378,AfrikaCup,2017,16.01.2017,DR Kongo,Marokko,1:0
8341379,AfrikaCup,2017,20.01.2017,Elfenbeinküste,DR Kongo,2:2
8341380,AfrikaCup,2017,20.01.2017,Marokko,Togo,3:1
8341381,AfrikaCup,2017,24.01.2017,Marokko,Elfenbeinküste,1:0
8341382,AfrikaCup,2017,24.01.2017,Togo,DR Kongo,1:3
8341383,AfrikaCup,2017,17.01.2017,Ghana,Uganda,1:0
8341384,AfrikaCup,2017,17.01.2017,Mali,Ägypten,0:0
8341385,AfrikaCup,2017,21.01.2017,Ghana,Mali,1:0
8341386,AfrikaCup,2017,21.01.2017,Ägypten,Uganda,1:0
8341387,AfrikaCup,2017,25.01.2017,Ägypten,Ghana,1:0
8341388,AfrikaCup,2017,25.01.2017,Uganda,Mali,1:1
8343525,AfrikaCup,2017,28.01.2017,Burkina Faso,Tunesien,2:0
8343526,AfrikaCup,2017,28.01.2017,Sénégal,Kamerun,4:5
8343527,AfrikaCup,2017,29.01.2017,DR Kongo,Ghana,1:2
8343528,AfrikaCup,2017,29.01.2017,Ägypten,Marokko,1:0
8343529,AfrikaCup,2017,01.02.2017,Burkina Faso,Ägypten,3:4
8343530,AfrikaCup,2017,02.02.2017,Kamerun,Ghana,2:0
8343531,AfrikaCup,2017,04.02.2017,Burkina Faso,Ghana,1:0
8343532,AfrikaCup,2017,05.02.2017,Ägypten,Kamerun,1:2
