GameID,Minute,Scorer,Team
873875,11,Jonathan Soriano,RB Salzburg
873875,22,Jonathan Soriano,RB Salzburg
873876,4,Terrence Boyd,Rapid Wien
873876,20,Stefan Kulovits,Rapid Wien
873876,55,Christopher Drazan,Rapid Wien
873876,71,Terrence Boyd,Rapid Wien
873877,38,Michael Mörz,SV Mattersburg
873877,65,Thorsten Röcher,SV Mattersburg
873879,14,René Gartler,SV Ried
873879,19,René Gartler,SV Ried
873878,77,Tomáš Jun,Austria Wien
873881,53,Mario Sonnleitner,Rapid Wien
873882,14,Franz Schiemer,RB Salzburg
873882,33,Jonathan Soriano,RB Salzburg
873882,76,Gonzalo Zárate,RB Salzburg
873882,45,Patrick Bürger,SV Mattersburg
873882,49,Alois Höller,SV Mattersburg
873883,25,Rubin Okotie,Sturm Graz
873884,16,Marcel Schreter,FC Wacker Innsbruck
873884,14,Philipp Hosiner,FC Admira Wacker
873884,81,Philipp Hosiner,FC Admira Wacker
873880,50,José Antonio Solano,Wolfsberger AC
873880,64,Michael Liendl,Wolfsberger AC
873887,48,Ilčo Naumoski,SV Mattersburg
873887,87,Ilčo Naumoski,SV Mattersburg
873887,89,Florin Lovin,SV Mattersburg
873887,23,Richard Sukuta-Pasu,Sturm Graz
873888,30,Jonathan Soriano,RB Salzburg
873888,86,Jonathan Soriano,RB Salzburg
873885,67,Anel Hadžić,SV Ried
873885,85,Guillem,SV Ried
873886,38,Roman Kienast,Austria Wien
873886,52,Roman Kienast,Austria Wien
873886,83,Tomas Šimkovič,Austria Wien
873889,17,Issiaka Ouédraogo,FC Admira Wacker
873889,24,Issiaka Ouédraogo,FC Admira Wacker
873889,72,Philipp Hosiner,FC Admira Wacker
873889,84,Marcel Sabitzer,FC Admira Wacker
873891,7,Imre Szabics,Sturm Graz
873891,9,Rubin Okotie,Sturm Graz
873891,41,Richard Sukuta-Pasu,Sturm Graz
873891,44,Rubin Okotie,Sturm Graz
873891,2,Jacobo,Wolfsberger AC
873894,83,Marcelo Fernandes,FC Wacker Innsbruck
873894,90,Christopher Wernitznig,FC Wacker Innsbruck
873894,34,Manuel Seidl,SV Mattersburg
873890,14,Dario Tadić,SC Wiener Neustadt
873890,90,Günter Friesenbichler,SC Wiener Neustadt
873890,17,Robert Žulj,SV Ried
873890,66,René Gartler,SV Ried
873890,73,Mario Reiter,SV Ried
873892,26,Deni Alar,Rapid Wien
873892,75,Lukas Grozurek,Rapid Wien
873893,61,Marko Stanković,Austria Wien
873896,15,Guido Burgstaller,Rapid Wien
873896,57,Deni Alar,Rapid Wien
873896,70,Steffen Hofmann,Rapid Wien
873897,11,Christopher Wernitznig,FC Wacker Innsbruck
873897,57,Julius Perstaller,FC Wacker Innsbruck
873897,55,Günter Friesenbichler,SC Wiener Neustadt
873897,66,Günter Friesenbichler,SC Wiener Neustadt
873897,78,Günter Friesenbichler,SC Wiener Neustadt
873898,72,Manuel Seidl,SV Mattersburg
873899,15,Philipp Hosiner,FC Admira Wacker
873899,37,Marcel Sabitzer,FC Admira Wacker
873899,45,Philipp Hosiner,FC Admira Wacker
