GameID,Player1Home,Player2Home,Player3Home,Player4Home,Player5Home,Player6Home,Player7Home,Player8Home,Player9Home,Player10Home,Player11Home,Player1Away,Player2Away,Player3Away,Player4Away,Player5Away,Player6Away,Player7Away,Player8Away,Player9Away,Player10Away,Player11Away,Bench1Home,Bench2Home,Bench3Home,Bench4Home,Bench5Home,Bench6Home,Bench7Home,Bench8Home,Bench9Home,Bench10Home,Bench11Home,Bench12Home,Bench1Away,Bench2Away,Bench3Away,Bench4Away,Bench5Away,Bench6Away,Bench7Away,Bench8Away,Bench9Away,Bench10Away,Bench11Away,Bench12Away
8407657,Richard Strebinger,Thomas Schrammel,Mario Sonnleitner,Max Wöber,Mario Pavelić,Stephan Auer,Stefan Schwab,Steffen Hofmann,Thomas Murg,Eren Keles,Joelinton,Markus Kuster,César Ortiz,Philipp Erhardt,Alois Höller,Florian Hart,Lukas Rath,Michael Novak,Jano,Andreas Gruber,Julius Ertlthaler,Stefan Maierhofer,Boli Bolingoli-Mbombo,Maximilian Hofmann,Tobias Knoflach,Andreas Kuen,Louis Schaub,Alex Sobczyk,Manuel Thurnwald,None,None,None,None,None,Markus Böcskör,Patrick Bürger,Thorsten Mahrer,Masaya Okugawa,Markus Pink,Smail Prevljak,Florian Sittsam,None,None,None,None,None
8407659,Alexander Kofler,Stephan Palla,Nemanja Rnić,Boris Hüttenbrenner,Thomas Zündel,Daniel Offenbacher,Mario Leitgeb,Christopher Wernitznig,Gerald Nutz,Mihret Topčagić,Issiaka Ouédraogo,Alexander Walke,Paulo Miranda,Duje Ćaleta-Car,Stefan Stangl,Patrick Farkas,Reinhold Yabo,Diadie Samassekou,Valon Berisha,Munas Dabbur,Hannes Wolf,Takumi Minamino,Daniel Drescher,Florian Flecker,Dominik Frieser,Bernd Gschweidl,Christoph Rabitsch,Raphael Sallinger,Michael Sollbauer,None,None,None,None,None,Fredrik Gulbrandsen,Amadou Haïdara,Hee-chan Hwang,Stefan Lainer,Marin Pongračić,Marc Rzatkowski,Cican Stanković,None,None,None,None,None
8407661,Pavao Pervan,Maximilian Ullmann,Christian Ramsebner,Felix Luckeneder,Reinhold Ranftl,Peter Michorl,Gernot Trauner,Doğan Erdoğan,René Gartler,Rajko Rep,Bruno Souza,Andreas Leitner,Fabio Strauss,Stephan Zwierschitz,Markus Wostry,Thomas Ebner,Markus Lackner,Maximilian Sax,Christoph Knasmüllner,Srđan Spiridonović,Daniel Toth,Lukas Grozurek,Thomas Goiginger,James Holland,Alan Lima Carius,Emanuel Pogatetz,Alexander Riemann,Alexander Schlager,Philipp Wiesinger,None,None,None,None,None,Marin Jakoliš,Sasa Kalajdzic,Manuel Kuttin,Manuel Maranda,Philipp Posch,Patrick Schmidt,Dominik Starkl,None,None,None,None,None
8407665,Martin Kobras,Andreas Lienhart,Emanuel Schreiner,Jan Zwischenbrugger,Benedikt Zech,Christian Gebauer,Simon Piesinger,Stefan Nutz,Kristijan Dobras,Nicolas Ngamaleu,Hannes Aigner,Osman Hadžikić,Petar Filipović,Jens Stryger Larsen,Heiko Westermann,Christoph Martschinko,Ismael Tajouri,Alexander Grünwald,Tarkan Serbest,Dominik Prokop,Christoph Monschein,Felipe Pires,Filip Dmitrović,Adrian Grbic,Bernhard Janeczek,Valentino Müller,Louis NGwat-Mahop,Emanuel Sakic,Patrick Salomon,None,None,None,None,None,Alexandar Borković,David Cancola,De Paula,Kevin Friesenbichler,Petar Gluhakovic,Abdul Kadiri Mohammed,Patrick Pentz,None,None,None,None,None
8407669,Jörg Siebenhandl,Charalampos Lykogiannis,Marvin Potzmann,Fabian Koch,Dario Maresić,James Jeggo,Peter Žulj,Stefan Hierländer,Thorsten Röcher,Deni Alar,Philipp Zulechner,Christoph Riegler,Michael Huber,Babacar Diallo,Sandro Ingolitsch,David Steć,Daniel Luxbacher,Lukas Thürauer,Manuel Martic,Daniel Schütz,Roope Riski,Lonsana Doumbouya,Christian Gratzei,Philipp Huspek,Sandi Lovrič,Patrick Puchegger,Romano Schmid,Fabian Schubert,Michael John Lema,None,None,None,None,None,Michael Ambichl,Lorenz Grabovac,Damir Mehmedovic,Devante Parker,Daniel Petrovic,Thomas Vollnhofer,Aleksandar Vucenovic,None,None,None,None,None
8407677,Alexander Walke,Duje Ćaleta-Car,Stefan Lainer,Stefan Stangl,Marin Pongračić,Amadou Haïdara,Diadie Samassekou,Valon Berisha,Hannes Wolf,Hee-chan Hwang,Fredrik Gulbrandsen,Pavao Pervan,Maximilian Ullmann,Christian Ramsebner,Felix Luckeneder,Reinhold Ranftl,Peter Michorl,Alexander Riemann,Gernot Trauner,James Holland,Thomas Goiginger,Bruno Souza,Munas Dabbur,Patrick Farkas,Christoph Leitgeb,Takumi Minamino,Paulo Miranda,Cican Stanković,Andreas Ulmer,None,None,None,None,None,Doğan Erdoğan,René Gartler,Emanuel Pogatetz,Marko Raguž,Dominik Reiter,Alexander Schlager,Philipp Wiesinger,None,None,None,None,None
8407681,Christoph Riegler,Michael Huber,Daniel Petrovic,Sandro Ingolitsch,David Steć,Lukas Thürauer,Manuel Martic,Daniel Schütz,Devante Parker,Roope Riski,Lonsana Doumbouya,Richard Strebinger,Thomas Schrammel,Mario Sonnleitner,Max Wöber,Mario Pavelić,Stephan Auer,Stefan Schwab,Louis Schaub,Thomas Murg,Andreas Kuen,Philipp Prosenik,Michael Ambichl,Babacar Diallo,Lorenz Grabovac,Daniel Luxbacher,Damir Mehmedovic,Martin Rasner,Thomas Vollnhofer,None,None,None,None,None,Boli Bolingoli-Mbombo,Maximilian Hofmann,Steffen Hofmann,Eren Keles,Tobias Knoflach,Alex Sobczyk,Manuel Thurnwald,None,None,None,None,None
8407687,Markus Kuster,César Ortiz,Philipp Erhardt,Alois Höller,Florian Hart,Lukas Rath,Michael Novak,Jano,Andreas Gruber,Julius Ertlthaler,Stefan Maierhofer,Alexander Kofler,Stephan Palla,Nemanja Rnić,Michael Sollbauer,Thomas Zündel,Daniel Offenbacher,Florian Flecker,Christopher Wernitznig,Gerald Nutz,Bernd Gschweidl,Issiaka Ouédraogo,Markus Böcskör,Patrick Bürger,Thorsten Mahrer,Masaya Okugawa,Markus Pink,Smail Prevljak,Florian Sittsam,None,None,None,None,None,Daniel Drescher,Dominik Frieser,Boris Hüttenbrenner,Mario Leitgeb,Christoph Rabitsch,Raphael Sallinger,Mihret Topčagić,None,None,None,None,None
8407693,Osman Hadžikić,Petar Filipović,Heiko Westermann,Alexander Grünwald,Tarkan Serbest,De Paula,Thomas Salamon,Raphael Holzhauser,Kevin Friesenbichler,Christoph Monschein,Felipe Pires,Jörg Siebenhandl,Marvin Potzmann,Patrick Puchegger,Fabian Koch,Dario Maresić,Sandi Lovrič,Peter Žulj,Philipp Huspek,Stefan Hierländer,Thorsten Röcher,Deni Alar,David Cancola,Petar Gluhakovic,Abdul Kadiri Mohammed,Christoph Martschinko,Marko Pejić,Patrick Pentz,Dominik Prokop,None,None,None,None,None,Christian Gratzei,Michael John Lema,Romano Schmid,Fabian Schubert,Fabian Wetl,None,None,None,None,None,None,None
8407683,Andreas Leitner,Fabio Strauss,Stephan Zwierschitz,Markus Wostry,Thomas Ebner,Markus Lackner,Maximilian Sax,Christoph Knasmüllner,Daniel Toth,Lukas Grozurek,Dominik Starkl,Martin Kobras,Galvão,Philipp Netzer,Emanuel Schreiner,Jan Zwischenbrugger,Benedikt Zech,Christian Gebauer,Patrick Salomon,Valentino Müller,Kristijan Dobras,Adrian Grbic,Marcel Holzmann,Marin Jakoliš,Sasa Kalajdzic,Manuel Kuttin,Manuel Maranda,Philipp Posch,Patrick Schmidt,None,None,None,None,None,Hannes Aigner,Filip Dmitrović,Bernhard Janeczek,Nicolas Ngamaleu,Daniel Nussbaumer,Stefan Nutz,Simon Piesinger,None,None,None,None,None
