1468101600.0,Rui Patrício,Pepe,José Fonte,Raphaël Guerreiro,Cédric Soares,João Mário,William Carvalho,Renato Sanches,Adrien Silva,Cristiano Ronaldo,Nani,Hugo Lloris,Patrice Evra,Bacary Sagna,Laurent Koscielny,Samuel Umtiti,Dimitri Payet,Blaise Matuidi,Paul Pogba,Moussa Sissoko,Antoine Griezmann,Olivier Giroud,1
1467237600.0,Łukasz Fabiański,Michał Pazdan,Artur Jędrzejczyk,Kamil Glik,Łukasz Piszczek,Krzysztof Mączyński,Grzegorz Krychowiak,Kamil Grosicki,Jakub Błaszczykowski,Arkadiusz Milik,Robert Lewandowski,Rui Patrício,Pepe,José Fonte,Eliseu,Cédric Soares,João Mário,William Carvalho,Renato Sanches,Adrien Silva,Cristiano Ronaldo,Nani,2
1467324000.0,Wayne Hennessey,Chris Gunter,Neil Taylor,Ben Davies,James Chester,Ashley Williams,Joe Allen,Aaron Ramsey,Joe Ledley,Hal Robson-Kanu,Gareth Bale,Thibaut Courtois,Toby Alderweireld,Jason Denayer,Thomas Meunier,Jordan Lukaku,Radja Nainggolan,Axel Witsel,Kevin De Bruyne,Yannick Ferreira-Carrasco,Romelu Lukaku,Eden Hazard,1
1467410400.0,Manuel Neuer,Jonas Hector,Benedikt Höwedes,Mats Hummels,Jérôme Boateng,Sami Khedira,Mesut Özil,Toni Kroos,Joshua Kimmich,Thomas Müller,Mario Gomez,Gianluigi Buffon,Mattia De Sciglio,Giorgio Chiellini,Andrea Barzagli,Leonardo Bonucci,Alessandro Florenzi,Stefano Sturaro,Marco Parolo,Emanuele Giaccherini,Graziano Pellè,Éder,1
1467496800.0,Hugo Lloris,Patrice Evra,Bacary Sagna,Laurent Koscielny,Samuel Umtiti,Dimitri Payet,Blaise Matuidi,Paul Pogba,Moussa Sissoko,Antoine Griezmann,Olivier Giroud,Hannes Halldórsson,Birkir Sævarsson,Ragnar Sigurðsson,Kári Árnason,Ari Skúlason,Jóhann Guðmundsson,Birkir Bjarnason,Gylfi Sigurðsson,Aron Gunnarsson,Kolbeinn Sigþórsson,Jón Böðvarsson,1
1466805600.0,Yann Sommer,Stephan Lichtsteiner,Ricardo Rodríguez,Johan Djourou,Fabian Schär,Granit Xhaka,Valon Behrami,Blerim Džemaili,Xherdan Shaqiri,Haris Seferović,Admir Mehmedi,Łukasz Fabiański,Michał Pazdan,Artur Jędrzejczyk,Kamil Glik,Łukasz Piszczek,Krzysztof Mączyński,Grzegorz Krychowiak,Kamil Grosicki,Jakub Błaszczykowski,Arkadiusz Milik,Robert Lewandowski,2
1466805600.0,Danijel Subašić,Ivan Strinić,Vedran Ćorluka,Darijo Srna,Domagoj Vida,Ivan Perišić,Ivan Rakitić,Luka Modrić,Marcelo Brozović,Milan Badelj,Mario Mandžukić,Rui Patrício,Pepe,José Fonte,Raphaël Guerreiro,Cédric Soares,João Mário,William Carvalho,André Gomes,Adrien Silva,Cristiano Ronaldo,Nani,2
1466892000.0,Gábor Király,Ádám Lang,Tamás Kádár,Richárd Guzmics,Roland Juhász,Ádám Nagy,Zoltán Gera,Gergő Lovrencsics,Ádám Pintér,Balázs Dzsudzsák,Ádám Szalai,Thibaut Courtois,Toby Alderweireld,Thomas Vermaelen,Jan Vertonghen,Thomas Meunier,Radja Nainggolan,Axel Witsel,Kevin De Bruyne,Romelu Lukaku,Eden Hazard,Dries Mertens,2
1466892000.0,Manuel Neuer,Jonas Hector,Mats Hummels,Jérôme Boateng,Sami Khedira,Mesut Özil,Julian Draxler,Toni Kroos,Joshua Kimmich,Thomas Müller,Mario Gomez,Matúš Kozáčik,Peter Pekarík,Martin Škrtel,Ján Ďurica,Norbert Gyömbér,Milan Škriniar,Vladimír Weiss,Patrik Hrošovský,Marek Hamšík,Juraj Kucka,Michal Ďuriš,1
1466892000.0,Hugo Lloris,Patrice Evra,Adil Rami,Bacary Sagna,Laurent Koscielny,NGolo Kanté,Dimitri Payet,Blaise Matuidi,Paul Pogba,Antoine Griezmann,Olivier Giroud,Darren Randolph,Séamus Coleman,Richard Keogh,Shane Duffy,Stephen Ward,Robbie Brady,James McCarthy,Jeff Hendrick,Shane Long,James McClean,Daryl Murphy,1
1466978400.0,Gianluigi Buffon,Mattia De Sciglio,Giorgio Chiellini,Andrea Barzagli,Leonardo Bonucci,Alessandro Florenzi,Daniele De Rossi,Marco Parolo,Emanuele Giaccherini,Graziano Pellè,Éder,De Gea,Piqué,Sergio Ramos,Juanfran,Jordi Alba,Busquets,Iniesta,Cesc Fàbregas,David Silva,Morata,Nolito,1
1466978400.0,Joe Hart,Kyle Walker,Danny Rose,Gary Cahill,Chris Smalling,Raheem Sterling,Wayne Rooney,Eric Dier,Dele Alli,Harry Kane,Daniel Sturridge,Hannes Halldórsson,Birkir Sævarsson,Ragnar Sigurðsson,Kári Árnason,Ari Skúlason,Jóhann Guðmundsson,Birkir Bjarnason,Gylfi Sigurðsson,Aron Gunnarsson,Kolbeinn Sigþórsson,Jón Böðvarsson,2
1528927200.0,Igor Akinfeev,Mário Fernandes,Ilya Kutepov,Sergey Ignashevich,Yuriy Zhirkov,Yuri Gazinskiy,Alan Dzagoev,Roman Zobnin,Aleksandr Golovin,Aleksandr Samedov,Fedor Smolov,Abdullah Al Muaiouf,Osama Hawsawi,Omar Hawsawi,Mohammed Al Burayk,Yasir Al Shahrani,Salman Al Faraj,Yahya Al Shehri,Abdullah Otayf,Taisir Al Jassim,Salem Al Dawsari,Mohammad Al Sahlawi,1
1529013600.0,Mohamed El Shenawy,Ali Gabr,Ahmed Hegazy,Ahmed Fathy,Mohamed Abdel-Shafy,Tarek Hamed,Mohamed Elneny,Abdulla El Said,Trezeguet,Marwan Mohsen,Amr Warda,Fernando Muslera,José Giménez,Diego Godín,Guillermo Varela,Martín Cáceres,Rodrigo Bentancur,Nahitan Nández,Giorgian de Arrascaeta,Matías Vecino,Luis Suárez,Edinson Cavani,2
1529359200.0,Igor Akinfeev,Mário Fernandes,Ilya Kutepov,Sergey Ignashevich,Yuriy Zhirkov,Denis Cheryshev,Yuri Gazinskiy,Roman Zobnin,Aleksandr Golovin,Aleksandr Samedov,Artem Dzyuba,Mohamed El Shenawy,Ali Gabr,Ahmed Hegazy,Ahmed Fathy,Mohamed Abdel-Shafy,Tarek Hamed,Mohamed Elneny,Abdulla El Said,Trezeguet,Marwan Mohsen,Mohamed Salah,1
1529445600.0,Fernando Muslera,José Giménez,Diego Godín,Guillermo Varela,Martín Cáceres,Carlos Sánchez,Rodrigo Bentancur,Cristian Rodríguez,Matías Vecino,Luis Suárez,Edinson Cavani,Mohammed Al Owais,Osama Hawsawi,Ali Al Bulaihi,Mohammed Al Burayk,Yasir Al Shahrani,Salman Al Faraj,Hattan Babhir,Abdullah Otayf,Taisir Al Jassim,Salem Al Dawsari,Fahad Al Muwallad,1
1529877600.0,Fernando Muslera,Diego Godín,Sebastián Coates,Martín Cáceres,Rodrigo Bentancur,Nahitan Nández,Lucas Torreira,Matías Vecino,Diego Laxalt,Luis Suárez,Edinson Cavani,Igor Akinfeev,Ilya Kutepov,Sergey Ignashevich,Fedor Kudryashov,Igor Smolnikov,Denis Cheryshev,Yuri Gazinskiy,Roman Zobnin,Aleksey Miranchuk,Aleksandr Samedov,Artem Dzyuba,1
1529877600.0,Yaser Al Mosailem,Osama Hawsawi,Mohammed Al Burayk,Yasir Al Shahrani,Motaz Hawsawi,Salman Al Faraj,Hattan Babhir,Abdullah Otayf,Housain Al Moqahwi,Salem Al Dawsari,Fahad Al Muwallad,Essam El Hadary,Ali Gabr,Ahmed Hegazy,Ahmed Fathy,Mohamed Abdel-Shafy,Tarek Hamed,Mohamed Elneny,Abdulla El Said,Trezeguet,Marwan Mohsen,Mohamed Salah,1
1529013600.0,Munir Mohamedi,Achraf Hakimi,Medhi Benatia,Romain Saïss,Hakim Ziyech,Karim El Ahmadi,Younès Belhanda,Mbark Boussoufa,Nordin Amrabat,Amine Harit,Ayoub El Kaabi,Alireza Beiranvand,Ehsan Hajsafi,Rouzbeh Cheshmi,Ramin Rezaeian,Masoud Shojaei,Morteza Pouraliganji,Omid Ebrahimi,Vahid Amiri,Karim Ansarifard,Alireza Jahanbakhsh,Sardar Azmoun,2
1529013600.0,Rui Patrício,Pepe,Raphaël Guerreiro,José Fonte,Cédric Soares,João Moutinho,Bernardo Silva,William Carvalho,Bruno Fernandes,Cristiano Ronaldo,Gonçalo Guedes,De Gea,Piqué,Nacho,Sergio Ramos,Jordi Alba,Busquets,Iniesta,Koke,David Silva,Isco,Diego Costa,0
1529445600.0,Alireza Beiranvand,Ehsan Hajsafi,Majid Hosseini,Ramin Rezaeian,Saeid Ezatolahi,Morteza Pouraliganji,Omid Ebrahimi,Vahid Amiri,Karim Ansarifard,Mehdi Taremi,Sardar Azmoun,De Gea,Dani Carvajal,Piqué,Sergio Ramos,Jordi Alba,Busquets,Iniesta,David Silva,Isco,Lucas Vázquez,Diego Costa,2
1529445600.0,Rui Patrício,Pepe,Raphaël Guerreiro,José Fonte,Cédric Soares,João Moutinho,João Mário,Bernardo Silva,William Carvalho,Cristiano Ronaldo,Gonçalo Guedes,Munir Mohamedi,Achraf Hakimi,Manuel Da Costa,Medhi Benatia,Nabil Dirar,Hakim Ziyech,Karim El Ahmadi,Younès Belhanda,Mbark Boussoufa,Nordin Amrabat,Khalid Boutaïb,1
1529877600.0,De Gea,Dani Carvajal,Piqué,Sergio Ramos,Jordi Alba,Busquets,Iniesta,Thiago,David Silva,Isco,Diego Costa,Munir Mohamedi,Achraf Hakimi,Manuel Da Costa,Romain Saïss,Nabil Dirar,Hakim Ziyech,Karim El Ahmadi,Younès Belhanda,Mbark Boussoufa,Nordin Amrabat,Khalid Boutaïb,0
1529877600.0,Alireza Beiranvand,Ehsan Hajsafi,Majid Hosseini,Ramin Rezaeian,Saeid Ezatolahi,Morteza Pouraliganji,Omid Ebrahimi,Vahid Amiri,Mehdi Taremi,Alireza Jahanbakhsh,Sardar Azmoun,Rui Patrício,Pepe,Raphaël Guerreiro,José Fonte,Cédric Soares,João Mário,William Carvalho,Adrien Silva,Cristiano Ronaldo,André Silva,Ricardo Quaresma,0
