Manchester City - Manchester United = 0.812500
Manchester City - Leicester City = 0.758621
FC Barcelona - FC Bologna = 0.727273
Manchester United - Manchester City = 0.812500
Manchester United - Incheon United = 0.709677
FC Kopenhagen - Bröndby Kopenhagen = 0.709677
AS Monaco - Monaco = 0.800000
Juventus Turin - Juventus = 0.727273
Deportivo La Coruña - Deportivo Saprissa = 0.702703
Juventus - Juventus Turin = 0.727273
Sampdoria Genua - Sampdoria = 0.750000
Leicester City - Manchester City = 0.758621
Leicester City - Leicester = 0.782609
FC Turin - FC Luzern = 0.705882
FC Bologna - FC Barcelona = 0.727273
Leicester - Leicester City = 0.782609
Al-Hilal Riad - Al-Nasr Riad = 0.720000
SSC Neapel - Neapel = 0.750000
SSC Neapel - SSC Napoli = 0.800000
Deportivo Saprissa - Deportivo La Coruña = 0.702703
Deportivo Saprissa - Deportivo Cali = 0.750000
Al-Nasr Riad - Al-Hilal Riad = 0.720000
Los Angeles Galaxy - Los Angeles FC = 0.750000
Swansea City - Swansea = 0.736842
FC Brügge - Cercle Brügge = 0.727273
Júnior FC - Júnior = 0.800000
Los Angeles FC - Los Angeles Galaxy = 0.750000
FC Basel - FC Bayern = 0.705882
Urawa Reds - Urawa Red Diamonds = 0.714286
Getafe - FC Getafe = 0.800000
Lazio Rom - Lazio = 0.714286
Sampdoria - Sampdoria Genua = 0.750000
Swansea - Swansea City = 0.736842
Neapel - SSC Neapel = 0.750000
Deportivo Cali - Deportivo La Coruña = 0.727273
Deportivo Cali - Deportivo Saprissa = 0.750000
Monaco - AS Monaco = 0.800000
Jeju United - Plateau United = 0.720000
Incheon United - Manchester United = 0.709677
Dinamo Bukarest - Dinamo Zagreb = 0.714286
Taurus - Tours = 0.727273
FC Grenada - FC Genua = 0.777778
Antalyaspor - Malatyaspor = 0.727273
Antalyaspor - Alanyaspor = 0.761905
Hoffenheim - 1899 Hoffenheim = 0.800000
Cardiff City - Cardiff = 0.736842
Leonesa - Leganes = 0.714286
FC Bayern - FC Basel = 0.705882
Leganes - Leonesa = 0.714286
Leganes - Levante = 0.714286
Malatyaspor - Antalyaspor = 0.727273
Malatyaspor - Alanyaspor = 0.761905
Al Masry - Al Nasr = 0.800000
SSC Napoli - SSC Neapel = 0.800000
SSC Napoli - Napoli = 0.750000
Newcastle United - Newcastle Jets = 0.733333
Plateau United - Jeju United = 0.720000
Cercle Brügge - FC Brügge = 0.727273
Mohammed Al-Owais - Mohammed Al-Burayk = 0.742857
Mohammed Al-Burayk - Mohammed Al-Owais = 0.742857
FC Getafe - Getafe = 0.800000
FC Getafe - FC Genua = 0.705882
Ipswich Town - Ipswich = 0.736842
Bröndby Kopenhagen - FC Kopenhagen = 0.709677
Melbourne Victory - Melbourne City = 0.838710
Melbourne City - Melbourne Victory = 0.838710
FC Luzern - FC Turin = 0.705882
Urawa Red Diamonds - Urawa Reds = 0.714286
Newcastle Jets - Newcastle United = 0.733333
Dinamo Zagreb - Dinamo Bukarest = 0.714286
1899 Hoffenheim - Hoffenheim = 0.800000
FC Genua - FC Grenada = 0.777778
FC Genua - FC Getafe = 0.705882
Ipswich - Ipswich Town = 0.736842
Cardiff - Cardiff City = 0.736842
Ostende - Ostersunds = 0.705882
Ostersunds - Ostende = 0.705882
Levante - Leganes = 0.714286
Júnior - Júnior FC = 0.800000
Lazio - Lazio Rom = 0.714286
Napoli - SSC Napoli = 0.750000
Tours - Taurus = 0.727273
Al Nasr - Al Masry = 0.800000
Alanyaspor - Antalyaspor = 0.761905
Alanyaspor - Malatyaspor = 0.761905
